Response Date,Fixed Time CallClosed,Address,City,Latitude,Longitude,Problem,Problem_Simple,Unix,Date,Hour,Grid_Num
2021-02-05 17:30:43,2021-02-05 18:44:42.000,600 HIGHWAY 153 NB,CHATTANOOGA,35.094661,-85.225106,ACC2-MVC No Injuries,,1612546243.0,2021-02-05,17,
2021-02-05 17:08:25,2021-02-05 17:42:29.040,7623 Bonnie Dr,CHATTANOOGA,35.070637,-85.169775,ACCDEL-MVC Delayed,,1612544905.0,2021-02-05,17,
2021-02-05 16:48:24,2021-02-05 17:21:43.463,5120 Highway 153,CHATTANOOGA,35.122929,-85.238444,ACC2-MVC No Injuries,,1612543704.0,2021-02-05,16,
2021-02-05 16:39:37,2021-02-05 18:24:03.120,S Germantown Rd / Ringgold Rd,EAST RIDGE,35.003455,-85.259876,ACC2-MVC No Injuries,,1612543177.0,2021-02-05,16,
2021-02-05 16:37:56,2021-02-05 21:24:24.767,18250-18299 Interstate 24 Eb,EAST RIDGE,35.016516,-85.255066,ACC2-MVC No Injuries,,1612543076.0,2021-02-05,16,
2021-02-05 16:18:45,2021-02-05 16:36:31.177,204-398 California Ave,RED BANK,35.09532,-85.31017,ACC2-MVC No Injuries,,1612541925.0,2021-02-05,16,
2021-02-05 15:37:58,2021-02-05 16:14:39.190,W 26th St / Carr St,CHATTANOOGA,35.026123,-85.312721,ACC2-MVC No Injuries,,1612539478.0,2021-02-05,15,
2021-02-05 15:33:11,2021-02-05 16:38:27.750,2129 Colonial Parkway Dr,CHATTANOOGA,35.023324,-85.123171,ACC2-MVC No Injuries,,1612539191.0,2021-02-05,15,
2021-02-05 15:13:16,2021-02-05 15:28:45.000,700 Interstate 75 Sb,CHATTANOOGA,35.05514,-85.138005,ACC2-MVC No Injuries,,1612537996.0,2021-02-05,15,
2021-02-05 15:04:27,2021-02-05 16:32:41.790,2528 BROAD ST,CHATTANOOGA,35.02783,-85.315794,ACC2-MVC No Injuries,,1612537467.0,2021-02-05,15,
2021-02-05 15:02:27,2021-02-05 15:03:31.000,410 W 25th St,CHATTANOOGA,35.028488,-85.317175,ACC2-MVC No Injuries,,1612537347.0,2021-02-05,15,
2021-02-05 14:59:03,2021-02-05 15:06:15.030,2500-2598 Broad St,CHATTANOOGA,35.02796,-85.31651,ACC2-MVC No Injuries,,1612537143.0,2021-02-05,14,
2021-02-05 14:56:54,2021-02-05 14:58:07.240,6043 Relocation Way,CHATTANOOGA,35.086587,-85.061222,ACC2-MVC No Injuries,,1612537014.0,2021-02-05,14,
2021-02-05 14:56:18,2021-02-05 15:09:02.683,6043 Relocation Way,CHATTANOOGA,35.086587,-85.061222,ACC2-MVC No Injuries,,1612536978.0,2021-02-05,14,
2021-02-05 14:53:14,2021-02-05 15:08:07.587,E Brainerd Rd / Ooltewah Ringgold Rd,HAMILTON COUNTY,34.999831,-85.094755,ACC2-MVC No Injuries,,1612536794.0,2021-02-05,14,
2021-02-05 14:50:44,2021-02-05 16:45:28.393,3500 BONNY OAKS DR,CHATTANOOGA,35.073199,-85.237379,ACC2-MVC No Injuries,,1612536644.0,2021-02-05,14,
2021-02-05 14:36:11,2021-02-05 14:53:03.633,5900 Brainerd Rd,CHATTANOOGA,35.013269,-85.211314,ACC1-MVC Injuries,,1612535771.0,2021-02-05,14,
2021-02-05 14:36:10,2021-02-05 14:39:40.260,5900 Brainerd Rd,CHATTANOOGA,35.013269,-85.211314,ACC1-MVC Injuries,,1612535770.0,2021-02-05,14,
2021-02-05 14:32:44,2021-02-05 15:41:40.770,5900 Brainerd Rd,CHATTANOOGA,35.013269,-85.211314,ACC1-MVC Injuries,,1612535564.0,2021-02-05,14,
2021-02-05 14:12:30,2021-02-05 14:50:15.823,2200 Hamilton Place Blvd,CHATTANOOGA,35.03725,-85.154869,ACC2-MVC No Injuries,,1612534350.0,2021-02-05,14,
2021-02-05 14:11:36,2021-02-05 16:05:36.247,4400 Bennett Rd,EAST RIDGE,34.987673,-85.244335,ACC2-MVC No Injuries,,1612534296.0,2021-02-05,14,
2021-02-05 13:53:39,2021-02-05 14:20:49.017,7326 Mccutcheon Rd,CHATTANOOGA,35.043791,-85.149742,ACC2-MVC No Injuries,,1612533219.0,2021-02-05,13,
2021-02-05 13:45:34,2021-02-05 14:03:48.353,5874 Brainerd Rd,CHATTANOOGA,35.012516,-85.211158,ACC2-MVC No Injuries,,1612532734.0,2021-02-05,13,
2021-02-05 13:04:22,2021-02-05 13:05:23.000,138 Raider Ln,CHATTANOOGA,35.089334,-85.331421,ACC2-MVC No Injuries,,1612530262.0,2021-02-05,13,
2021-02-05 13:03:41,2021-02-05 13:36:36.663,4745 White Oak Dr,COLLEGEDALE,35.04528,-85.055669,ACC2-MVC No Injuries,,1612530221.0,2021-02-05,13,
2021-02-05 12:58:09,2021-02-05 17:10:17.603,100 RAIDER LN,CHATTANOOGA,35.089367,-85.330565,ACC2-MVC No Injuries,,1612529889.0,2021-02-05,12,
2021-02-05 12:55:20,2021-02-05 13:58:50.297,6800 Lebron Sterchi Dr,HAMILTON COUNTY,35.115139,-85.0936,ACC2-MVC No Injuries,,1612529720.0,2021-02-05,12,
2021-02-05 12:27:31,2021-02-05 13:28:01.283,Shallowford Rd / Shallowford Village Dr,CHATTANOOGA,35.043326,-85.158111,ACC2-MVC No Injuries,,1612528051.0,2021-02-05,12,
2021-02-05 12:06:20,2021-02-05 13:37:02.970,200 W 38th St,CHATTANOOGA,35.005769,-85.312336,ACC2-MVC No Injuries,,1612526780.0,2021-02-05,12,
2021-02-05 11:43:25,2021-02-05 12:57:44.173,13300-15099 Highway 111 Nb,HAMILTON COUNTY,35.341622,-85.194752,ACC2-MVC No Injuries,,1612525405.0,2021-02-05,11,
2021-02-05 11:39:38,2021-02-05 12:31:04.897,4417 Highway 58,CHATTANOOGA,35.084699,-85.202247,ACC2-MVC No Injuries,,1612525178.0,2021-02-05,11,
2021-02-05 10:52:32,2021-02-05 11:28:54.413,3536 BRAINERD R,CHATTANOOGA,35.023823,-85.247288,ACC2-MVC No Injuries,,1612522352.0,2021-02-05,10,
2021-02-05 10:04:23,2021-02-05 11:50:13.410,1605 Shepherd Rd,CHATTANOOGA,35.036606,-85.193523,ACC2-MVC No Injuries,,1612519463.0,2021-02-05,10,
2021-02-05 09:29:22,2021-02-05 10:59:08.607,2383 Crescent Club Dr,CHATTANOOGA,35.120433,-85.230363,ACC2-MVC No Injuries,,1612517362.0,2021-02-05,09,
2021-02-05 09:21:38,2021-02-05 10:03:09.227,18120-18248 Interstate 24 Eb,CHATTANOOGA,35.019965,-85.265792,ACCDEL-MVC Delayed,,1612516898.0,2021-02-05,09,
2021-02-05 08:45:21,2021-02-05 10:58:55.587,5428 HIGHWAY 153,CHATTANOOGA,35.137652,-85.245876,ACCDEL-MVC Delayed,,1612514721.0,2021-02-05,08,
2021-02-05 08:43:48,2021-02-05 10:23:42.347,1300 HICKORY VALLEY RD,CHATTANOOGA,35.016971,-85.181898,ACC2-MVC No Injuries,,1612514628.0,2021-02-05,08,
2021-02-05 08:07:35,2021-02-05 09:16:10.870,3700-3799 N TERRACE,CHATTANOOGA,35.014563,-85.251397,ACC2-MVC No Injuries,,1612512455.0,2021-02-05,08,
2021-02-05 07:58:31,2021-02-05 08:58:27.040,Lookout St / E 4th St,CHATTANOOGA,35.052255,-85.306483,ACC2-MVC No Injuries,,1612511911.0,2021-02-05,07,
2021-02-05 07:23:28,2021-02-05 08:44:50.327,2334 Corral Rd,HAMILTON COUNTY,35.199295,-85.327749,ACC3-MVC Unknown Injuries,,1612509808.0,2021-02-05,07,
2021-02-05 06:50:17,2021-02-05 07:38:03.123,1330 E 3RD ST,CHATTANOOGA,35.043072,-85.279331,ACC2-MVC No Injuries,,1612507817.0,2021-02-05,06,
2021-02-05 06:37:16,2021-02-05 07:40:09.797,1743 Morris Hill Rd,CHATTANOOGA,35.01306,-85.127345,ACC3-MVC Unknown Injuries,,1612507036.0,2021-02-05,06,
2021-02-05 06:09:30,2021-02-05 08:01:46.360,1-9 Exit 1 Off Ramp Sb,EAST RIDGE,34.990913,-85.20534,ACC2-MVC No Injuries,,1612505370.0,2021-02-05,06,
2021-02-05 05:36:05,2021-02-05 05:53:44.510,18000 Interstate 24 Eb,CHATTANOOGA,35.021809,-85.297892,ACC1-MVC Injuries,,1612503365.0,2021-02-05,05,
2021-02-05 05:36:04,2021-02-05 06:04:02.620,18000 Interstate 24 Eb,CHATTANOOGA,35.021809,-85.297892,ACC1-MVC Injuries,,1612503364.0,2021-02-05,05,
2021-02-05 05:30:40,2021-02-05 06:15:16.467,17900 Interstate 24 Eb,CHATTANOOGA,35.02908,-85.310838,ACC3-MVC Unknown Injuries,,1612503040.0,2021-02-05,05,
2021-02-05 05:30:35,2021-02-05 09:00:45.453,18000 INTERSTATE 24 EB,CHATTANOOGA,35.021809,-85.297892,ACC1-MVC Injuries,,1612503035.0,2021-02-05,05,
2021-02-05 04:31:08,2021-02-05 04:34:52.770,9000 Interstate 75 Sb,CHATTANOOGA,35.084971,-85.071848,ACC3-MVC Unknown Injuries,,1612499468.0,2021-02-05,04,
2021-02-05 04:30:31,2021-02-05 06:26:55.057,1080 INTERSTATE 75 SB,CHATTANOOGA,35.082022,-85.081711,ACC3-MVC Unknown Injuries,,1612499431.0,2021-02-05,04,
2021-02-05 03:21:35,2021-02-05 05:27:04.807,505 S Seminole Dr,EAST RIDGE,35.017134,-85.261454,ACC3-MVC Unknown Injuries,,1612495295.0,2021-02-05,03,
2021-02-05 03:20:36,2021-02-05 07:40:07.000,505 S Seminole Dr,EAST RIDGE,35.017134,-85.261454,ACC3-MVC Unknown Injuries,,1612495236.0,2021-02-05,03,
2021-02-05 01:15:11,2021-02-05 01:41:23.547,6100 HUNTER RD,HAMILTON COUNTY,35.12155,-85.104239,ACC1-MVC Injuries,,1612487711.0,2021-02-05,01,
2021-02-05 01:15:11,2021-02-05 01:42:19.213,6100 HUNTER RD,HAMILTON COUNTY,35.12155,-85.104239,ACC1-MVC Injuries,,1612487711.0,2021-02-05,01,
2021-02-05 01:09:12,2021-02-05 01:10:45.580,6154 Hunter Rd,HAMILTON COUNTY,35.121302,-85.10906,ACC2-MVC No Injuries,,1612487352.0,2021-02-05,01,
2021-02-05 01:08:15,2021-02-05 04:00:55.603,6100 HUNTER RD,HAMILTON COUNTY,35.12155,-85.104239,ACC1-MVC Injuries,,1612487295.0,2021-02-05,01,
2021-02-06 23:00:32,2021-02-06 23:08:20.940,18140 Interstate 24 Wb,CHATTANOOGA,35.014983,-85.275052,ACC3-MVC Unknown Injuries,,1612652432.0,2021-02-06,23,
2021-02-06 22:54:50,2021-02-06 22:57:27.087,8001 Volkswagen Dr,CHATTANOOGA,35.080045,-85.132664,ACC2-MVC No Injuries,,1612652090.0,2021-02-06,22,
2021-02-06 22:52:52,2021-02-06 23:23:04.737,7469 Volkswagen Dr,CHATTANOOGA,35.077082,-85.130628,ACC2-MVC No Injuries,,1612651972.0,2021-02-06,22,
2021-02-06 22:48:08,2021-02-06 23:40:42.000,18400 INTERSTATE 24 WB,CHATTANOOGA,35.008957,-85.238046,ACC2-MVC No Injuries,,1612651688.0,2021-02-06,22,
2021-02-06 21:58:34,2021-02-06 22:24:15.697,6051-6201 Harrison Ooltewah Rd,HAMILTON COUNTY,35.11779,-85.11848,ACC1-MVC Injuries,,1612648714.0,2021-02-06,21,
2021-02-06 21:58:33,2021-02-06 22:30:19.850,6051-6201 Harrison Ooltewah Rd,HAMILTON COUNTY,35.11779,-85.11848,ACC1-MVC Injuries,,1612648713.0,2021-02-06,21,
2021-02-06 21:47:06,2021-02-06 23:42:50.983,6051-6201 Harrison Ooltewah Rd,HAMILTON COUNTY,35.11779,-85.11848,ACC2-MVC No Injuries,,1612648026.0,2021-02-06,21,
2021-02-06 21:45:57,2021-02-06 23:22:12.170,5700 Ringgold Rd,EAST RIDGE,34.991133,-85.224631,ACC1-MVC Injuries,,1612647957.0,2021-02-06,21,
2021-02-06 21:45:56,2021-02-06 21:57:06.000,5700 Ringgold Rd,EAST RIDGE,34.991133,-85.224631,ACC1-MVC Injuries,,1612647956.0,2021-02-06,21,
2021-02-06 21:45:49,2021-02-07 00:24:35.733,5700 Ringgold Rd,EAST RIDGE,34.991133,-85.224631,ACC1-MVC Injuries,,1612647949.0,2021-02-06,21,
2021-02-06 21:17:19,2021-02-06 21:41:25.070,2245 Hickory Valley Rd,CHATTANOOGA,35.046061,-85.167018,ACC2-MVC No Injuries,,1612646239.0,2021-02-06,21,
2021-02-06 20:43:43,2021-02-06 20:45:26.000,Graysville Rd / Gentry Rd,,34.97955,-85.144864,ACC2-MVC No Injuries,,1612644223.0,2021-02-06,20,
2021-02-06 19:50:30,2021-02-06 21:29:32.597,2000 MARKET ST,CHATTANOOGA,35.031481,-85.308826,ACC2-MVC No Injuries,,1612641030.0,2021-02-06,19,
2021-02-06 19:50:27,2021-02-06 20:03:33.547,5336-5341 Highway 153,CHATTANOOGA,35.131057,-85.244522,ACC3-MVC Unknown Injuries,,1612641027.0,2021-02-06,19,
2021-02-06 19:10:39,2021-02-06 19:46:23.393,5110 HIXSON PIKE,CHATTANOOGA,35.135449,-85.238835,ACC2-MVC No Injuries,,1612638639.0,2021-02-06,19,
2021-02-06 18:45:17,2021-02-06 19:02:16.673,676 Signal Mountain Rd,CHATTANOOGA,35.09764,-85.327081,ACC2-MVC No Injuries,,1612637117.0,2021-02-06,18,
2021-02-06 18:36:52,2021-02-06 19:57:44.677,Tunnel Blvd / Hillwood Dr,CHATTANOOGA,35.048701,-85.236517,ACC2-MVC No Injuries,,1612636612.0,2021-02-06,18,
2021-02-06 18:33:43,2021-02-06 19:06:22.647,3801-3999 Cummings Hwy,CHATTANOOGA,35.01934,-85.38508,ACC2-MVC No Injuries,,1612636423.0,2021-02-06,18,
2021-02-06 17:35:50,2021-02-06 18:44:08.137,6410 Grubb Rd,CHATTANOOGA,35.162506,-85.251418,ACC1-MVC Injuries,,1612632950.0,2021-02-06,17,
2021-02-06 17:35:50,2021-02-06 19:29:05.247,6410 Grubb Rd,CHATTANOOGA,35.162506,-85.251418,ACC1-MVC Injuries,,1612632950.0,2021-02-06,17,
2021-02-06 17:34:50,2021-02-06 18:46:35.260,6410 Grubb Rd,CHATTANOOGA,35.162506,-85.251418,ACC1-MVC Injuries,,1612632890.0,2021-02-06,17,
2021-02-06 17:06:11,2021-02-06 17:56:58.263,6504 Ringgold Rd,EAST RIDGE,34.989069,-85.208669,ACC2-MVC No Injuries,,1612631171.0,2021-02-06,17,
2021-02-06 15:24:16,2021-02-06 15:27:08.563,E 20th St / S Willow St,CHATTANOOGA,35.01997,-85.279932,ACC2-MVC No Injuries,,1612625056.0,2021-02-06,15,
2021-02-06 15:23:02,2021-02-06 15:56:13.957,1900 E Main St,CHATTANOOGA,35.02578,-85.28,ACC2-MVC No Injuries,,1612624982.0,2021-02-06,15,
2021-02-06 15:17:38,2021-02-06 15:19:22.000,1600-1698 E 42nd St,CHATTANOOGA,34.99507,-85.29107,ACC4-MVC Entrapment,,1612624658.0,2021-02-06,15,
2021-02-06 15:17:37,2021-02-06 15:17:55.000,1600-1698 E 42nd St,CHATTANOOGA,34.99507,-85.29107,ACC4-MVC Entrapment,,1612624657.0,2021-02-06,15,
2021-02-06 15:15:31,2021-02-06 16:08:16.933,4307 ROSSVILLE BLVD,CHATTANOOGA,34.992806,-85.291063,ACC4-MVC Entrapment,,1612624531.0,2021-02-06,15,
2021-02-06 15:15:31,2021-02-06 16:32:30.610,4307 ROSSVILLE BLVD,CHATTANOOGA,34.992806,-85.291063,ACC4-MVC Entrapment,,1612624531.0,2021-02-06,15,
2021-02-06 15:15:30,2021-02-06 15:18:20.000,1600-1698 E 42nd St,CHATTANOOGA,34.99507,-85.29107,ACC4-MVC Entrapment,,1612624530.0,2021-02-06,15,
2021-02-06 15:15:16,2021-02-06 15:15:36.000,4206-4316 Rossville Blvd,CHATTANOOGA,34.99431,-85.29075,ACC1-MVC Injuries,,1612624516.0,2021-02-06,15,
2021-02-06 15:15:11,2021-02-06 17:45:11.917,4307 ROSSVILLE BLVD,CHATTANOOGA,34.992806,-85.291063,ACC4-MVC Entrapment,,1612624511.0,2021-02-06,15,
2021-02-06 15:04:20,2021-02-06 15:58:16.113,E 20th St / S Willow St,CHATTANOOGA,35.01997,-85.279932,ACC2-MVC No Injuries,,1612623860.0,2021-02-06,15,
2021-02-06 14:24:09,2021-02-06 14:53:56.340,Brainerd Rd / N Moore Rd,CHATTANOOGA,35.012954,-85.228277,ACC2-MVC No Injuries,,1612621449.0,2021-02-06,14,
2021-02-06 14:22:27,2021-02-06 15:45:37.520,200-298 Market St,CHATTANOOGA,35.05469,-85.30966,ACC2-MVC No Injuries,,1612621347.0,2021-02-06,14,
2021-02-06 14:01:31,2021-02-06 14:16:33.987,3502 Ringgold Rd,EAST RIDGE,35.004344,-85.261241,ACC2-MVC No Injuries,,1612620091.0,2021-02-06,14,
2021-02-06 13:57:20,2021-02-06 14:36:38.300,4000-4099 BRAINERD RD,CHATTANOOGA,35.018692,-85.2397,ACC2-MVC No Injuries,,1612619840.0,2021-02-06,13,
2021-02-06 13:31:24,2021-02-06 13:44:45.990,1801 E 28th St,CHATTANOOGA,35.013494,-85.288499,ACC3-MVC Unknown Injuries,,1612618284.0,2021-02-06,13,
2021-02-06 12:02:06,2021-02-06 12:56:40.027,3903 Hixson Pike,CHATTANOOGA,35.113791,-85.261851,ACC2-MVC No Injuries,,1612612926.0,2021-02-06,12,
2021-02-06 11:27:09,2021-02-06 11:50:57.400,9609 BIRCHWOOD PIKE,HAMILTON COUNTY,35.2068,-85.068923,ACC1-MVC Injuries,,1612610829.0,2021-02-06,11,
2021-02-06 11:27:08,2021-02-06 11:57:32.730,9609 BIRCHWOOD PIKE,HAMILTON COUNTY,35.2068,-85.068923,ACC1-MVC Injuries,,1612610828.0,2021-02-06,11,
2021-02-06 11:16:15,2021-02-06 12:09:46.520,9609 BIRCHWOOD PIKE,HAMILTON COUNTY,35.2068,-85.068923,ACC1-MVC Injuries,,1612610175.0,2021-02-06,11,
2021-02-06 11:14:41,2021-02-06 12:30:59.293,5716 HIGHWAY 153,CHATTANOOGA,35.152944,-85.248334,ACC2-MVC No Injuries,,1612610081.0,2021-02-06,11,
2021-02-06 10:46:16,2021-02-06 12:09:09.007,2622 Glenwood Pkwy,CHATTANOOGA,35.032711,-85.260592,ACCDEL-MVC Delayed,,1612608376.0,2021-02-06,10,
2021-02-06 08:43:20,2021-02-06 09:11:45.483,2500-2599 DERBY DOWNS DR,CHATTANOOGA,35.060354,-85.158612,ACC2-MVC No Injuries,,1612601000.0,2021-02-06,08,
2021-02-06 08:43:11,2021-02-06 08:44:57.000,2686 Churchill Downs Cir,CHATTANOOGA,35.060349,-85.15955,ACC2-MVC No Injuries,,1612600991.0,2021-02-06,08,
2021-02-06 07:09:18,2021-02-06 08:25:50.597,2201 Park Dr,CHATTANOOGA,35.044023,-85.16229,ACC2-MVC No Injuries,,1612595358.0,2021-02-06,07,
2021-02-06 06:16:53,2021-02-06 06:22:18.000,4900 BRAINERD RD,CHATTANOOGA,35.012235,-85.227894,ACC3-MVC Unknown Injuries,,1612592213.0,2021-02-06,06,
2021-02-06 03:41:50,2021-02-06 06:23:13.500,1310 HIXSON PIKE,CHATTANOOGA,35.070754,-85.288903,ACC3-MVC Unknown Injuries,,1612582910.0,2021-02-06,03,
2021-02-06 03:18:30,2021-02-06 05:17:11.763,547 GADD RD,CHATTANOOGA,35.142107,-85.261871,ACC2-MVC No Injuries,,1612581510.0,2021-02-06,03,
2021-02-06 03:04:34,2021-02-06 03:29:22.977,1-9 Exit 183a Off Ramp Wb,CHATTANOOGA,35.009411,-85.238851,ACC3-MVC Unknown Injuries,,1612580674.0,2021-02-06,03,
2021-02-06 01:16:05,2021-02-06 02:49:32.327,11100 Old Dayton Pike,SODDY DAISY,35.279903,-85.164629,ACC2-MVC No Injuries,,1612574165.0,2021-02-06,01,
2021-02-06 00:56:05,2021-02-06 02:45:13.117,HIXSON PIKE / OLDE TOWNE LN,CHATTANOOGA,35.099058,-85.280331,ACC4-MVC Entrapment,,1612572965.0,2021-02-06,00,
2021-02-06 00:56:04,2021-02-06 02:05:41.833,HIXSON PIKE / OLDE TOWNE LN,CHATTANOOGA,35.099058,-85.280331,ACC4-MVC Entrapment,,1612572964.0,2021-02-06,00,
2021-02-06 00:08:27,2021-02-06 00:20:09.563,Long St / W Main St,CHATTANOOGA,35.036485,-85.308242,ACC1-MVC Injuries,,1612570107.0,2021-02-06,00,
2021-02-06 00:08:26,2021-02-06 00:16:46.483,Long St / W Main St,CHATTANOOGA,35.036485,-85.308242,ACC1-MVC Injuries,,1612570106.0,2021-02-06,00,
2021-02-07 23:41:47,2021-02-08 00:11:10.793,12108-13099 Highway 111 Nb,HAMILTON COUNTY,35.345053,-85.173477,ACC3-MVC Unknown Injuries,,1612741307.0,2021-02-07,23,
2021-02-07 22:47:25,2021-02-07 23:07:10.593,6801 Tyner Rd,CHATTANOOGA,35.062898,-85.156806,ACC4-MVC Entrapment,,1612738045.0,2021-02-07,22,
2021-02-07 22:47:25,2021-02-07 23:08:50.323,6801 Tyner Rd,CHATTANOOGA,35.062898,-85.156806,ACC4-MVC Entrapment,,1612738045.0,2021-02-07,22,
2021-02-07 22:45:41,2021-02-07 22:47:49.987,2813 Eblen Dr,CHATTANOOGA,35.063569,-85.156928,ACC3-MVC Unknown Injuries,,1612737941.0,2021-02-07,22,
2021-02-07 22:45:31,2021-02-08 01:36:12.293,6801 Tyner Rd,CHATTANOOGA,35.062898,-85.156806,ACC4-MVC Entrapment,,1612737931.0,2021-02-07,22,
2021-02-07 22:23:40,2021-02-07 22:50:45.787,1903 Huff Pl,CHATTANOOGA,35.023006,-85.286215,ACC3-MVC Unknown Injuries,,1612736620.0,2021-02-07,22,
2021-02-07 21:37:31,2021-02-07 21:57:09.090,7836 LEE HWY,CHATTANOOGA,35.067171,-85.124774,ACC1-MVC Injuries,,1612733851.0,2021-02-07,21,
2021-02-07 21:37:31,2021-02-07 22:31:54.183,7836 LEE HWY,CHATTANOOGA,35.067171,-85.124774,ACC1-MVC Injuries,,1612733851.0,2021-02-07,21,
2021-02-07 21:31:48,2021-02-07 21:36:51.727,1100 Interstate 75 Sb,CHATTANOOGA,35.082937,-85.078216,ACC3-MVC Unknown Injuries,,1612733508.0,2021-02-07,21,
2021-02-07 21:27:34,2021-02-07 21:45:08.733,Hunter Rd / La Rue Ln,HAMILTON COUNTY,35.107552,-85.08251,ACC3-MVC Unknown Injuries,,1612733254.0,2021-02-07,21,
2021-02-07 21:20:53,2021-02-07 23:15:11.440,800 INTERSTATE 75 SB,CHATTANOOGA,35.065188,-85.126143,ACC1-MVC Injuries,,1612732853.0,2021-02-07,21,
2021-02-07 20:26:02,2021-02-07 21:00:19.910,10951 Hixson Pike,HAMILTON COUNTY,35.254512,-85.11962,ACC2-MVC No Injuries,,1612729562.0,2021-02-07,20,
