Accident,Route,Longitude,Latitude,sums,Log_Mile,City,Hour,Temperature,Temp_Max,Temp_Min,Daily_Avg_Temp,Monthly_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Event,Conditions,EventBefore,ConditionBefore,Probability,Prediction
,33I0024002,-85.28069,35.016491,6,10.06,,8,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,,,,,,
,3303580001,-85.166282,35.046274,6,1.538,,8,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33SR008001,-85.331318,35.094368,5,2.029,,8,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,,,,,,
,3303601001,-85.200161,35.055348,5,0.679,,8,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,,,,,,
,3304986001,-85.153824,35.041303,5,2.163,,8,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,,,,,,
,3304986001,-85.158706,35.034528,5,1.464,,8,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,,,,,,
,3304428001,-85.24562,35.152975,9,0.551,,9,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,,,,,,
,33I0075001,-85.200274,35.008246,9,0.136,,9,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,,,,,,
,33I0075001,-85.210866,35.001294,8,1.202,,9,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,330A702001,-85.26761,35.034727,7,0.092,,9,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,,,,,,
,33I0075001,-85.207205,35.005828,7,1.615,,9,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,,,,,,
,33SR320001,-85.163699,35.015214,7,2.607,,9,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,,,,,,
,33I0024002,-85.297892,35.021809,7,0.213,,9,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,,,,,,
,33I0024002,-85.237709,35.008661,6,1.391,,9,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,3303603001,-85.181912,35.016889,6,0.002,,9,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,,,,,,
,330D228001,-85.197621,35.083886,6,0.059,,9,,,,,,,,,,,,,,,,,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,,,,,,
,3303580001,-85.162464,35.044885,6,1.695,,9,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33I0024002,-85.254192,35.015818,6,1.039,,9,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,,,,,,
,33I0024002,-85.28069,35.016491,6,10.06,,9,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,,,,,,
,3303580001,-85.166282,35.046274,6,1.538,,9,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33SR008001,-85.331318,35.094368,5,2.029,,9,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,,,,,,
,3303601001,-85.200161,35.055348,5,0.679,,9,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,,,,,,
,3304986001,-85.153824,35.041303,5,2.163,,9,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,,,,,,
,3304986001,-85.158706,35.034528,5,1.464,,9,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,,,,,,
,3304428001,-85.24562,35.152975,9,0.551,,10,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,,,,,,
,33I0075001,-85.200274,35.008246,9,0.136,,10,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,,,,,,
,33I0075001,-85.210866,35.001294,8,1.202,,10,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,330A702001,-85.26761,35.034727,7,0.092,,10,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,,,,,,
,33I0075001,-85.207205,35.005828,7,1.615,,10,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,,,,,,
,33SR320001,-85.163699,35.015214,7,2.607,,10,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,,,,,,
,33I0024002,-85.297892,35.021809,7,0.213,,10,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,,,,,,
,33I0024002,-85.237709,35.008661,6,1.391,,10,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,3303603001,-85.181912,35.016889,6,0.002,,10,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,,,,,,
,330D228001,-85.197621,35.083886,6,0.059,,10,,,,,,,,,,,,,,,,,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,,,,,,
,3303580001,-85.162464,35.044885,6,1.695,,10,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33I0024002,-85.254192,35.015818,6,1.039,,10,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,,,,,,
,33I0024002,-85.28069,35.016491,6,10.06,,10,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,,,,,,
,3303580001,-85.166282,35.046274,6,1.538,,10,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33SR008001,-85.331318,35.094368,5,2.029,,10,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,,,,,,
,3303601001,-85.200161,35.055348,5,0.679,,10,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,,,,,,
,3304986001,-85.153824,35.041303,5,2.163,,10,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,,,,,,
,3304986001,-85.158706,35.034528,5,1.464,,10,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,,,,,,
,3304428001,-85.24562,35.152975,9,0.551,,22,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,,,,,,
,33I0075001,-85.200274,35.008246,9,0.136,,22,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,,,,,,
,33I0075001,-85.210866,35.001294,8,1.202,,22,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,330A702001,-85.26761,35.034727,7,0.092,,22,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,,,,,,
,33I0075001,-85.207205,35.005828,7,1.615,,22,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,,,,,,
,33SR320001,-85.163699,35.015214,7,2.607,,22,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,,,,,,
,33I0024002,-85.297892,35.021809,7,0.213,,22,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,,,,,,
,33I0024002,-85.237709,35.008661,6,1.391,,22,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,3303603001,-85.181912,35.016889,6,0.002,,22,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,,,,,,
,330D228001,-85.197621,35.083886,6,0.059,,22,,,,,,,,,,,,,,,,,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,,,,,,
,3303580001,-85.162464,35.044885,6,1.695,,22,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33I0024002,-85.254192,35.015818,6,1.039,,22,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,,,,,,
,33I0024002,-85.28069,35.016491,6,10.06,,22,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,,,,,,
,3303580001,-85.166282,35.046274,6,1.538,,22,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33SR008001,-85.331318,35.094368,5,2.029,,22,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,,,,,,
,3303601001,-85.200161,35.055348,5,0.679,,22,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,,,,,,
,3304986001,-85.153824,35.041303,5,2.163,,22,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,,,,,,
,3304986001,-85.158706,35.034528,5,1.464,,22,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,,,,,,
,3304428001,-85.24562,35.152975,9,0.551,,12,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,,,,,,
,33I0075001,-85.200274,35.008246,9,0.136,,12,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,,,,,,
,33I0075001,-85.210866,35.001294,8,1.202,,12,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,330A702001,-85.26761,35.034727,7,0.092,,12,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,,,,,,
,33I0075001,-85.207205,35.005828,7,1.615,,12,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,,,,,,
,33SR320001,-85.163699,35.015214,7,2.607,,12,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,,,,,,
,33I0024002,-85.297892,35.021809,7,0.213,,12,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,,,,,,
,33I0024002,-85.237709,35.008661,6,1.391,,12,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,3303603001,-85.181912,35.016889,6,0.002,,12,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,,,,,,
,330D228001,-85.197621,35.083886,6,0.059,,12,,,,,,,,,,,,,,,,,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,,,,,,
,3303580001,-85.162464,35.044885,6,1.695,,12,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33I0024002,-85.254192,35.015818,6,1.039,,12,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,,,,,,
,33I0024002,-85.28069,35.016491,6,10.06,,12,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,,,,,,
,3303580001,-85.166282,35.046274,6,1.538,,12,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33SR008001,-85.331318,35.094368,5,2.029,,12,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,,,,,,
,3303601001,-85.200161,35.055348,5,0.679,,12,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,,,,,,
,3304986001,-85.153824,35.041303,5,2.163,,12,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,,,,,,
,3304986001,-85.158706,35.034528,5,1.464,,12,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,,,,,,
,3304428001,-85.24562,35.152975,9,0.551,,13,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,,,,,,
,33I0075001,-85.200274,35.008246,9,0.136,,13,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,,,,,,
,33I0075001,-85.210866,35.001294,8,1.202,,13,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,330A702001,-85.26761,35.034727,7,0.092,,13,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,,,,,,
,33I0075001,-85.207205,35.005828,7,1.615,,13,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,,,,,,
,33SR320001,-85.163699,35.015214,7,2.607,,13,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,,,,,,
,33I0024002,-85.297892,35.021809,7,0.213,,13,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,,,,,,
,33I0024002,-85.237709,35.008661,6,1.391,,13,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,3303603001,-85.181912,35.016889,6,0.002,,13,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,,,,,,
,330D228001,-85.197621,35.083886,6,0.059,,13,,,,,,,,,,,,,,,,,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,,,,,,
,3303580001,-85.162464,35.044885,6,1.695,,13,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33I0024002,-85.254192,35.015818,6,1.039,,13,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,,,,,,
,33I0024002,-85.28069,35.016491,6,10.06,,13,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,,,,,,
,3303580001,-85.166282,35.046274,6,1.538,,13,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33SR008001,-85.331318,35.094368,5,2.029,,13,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,,,,,,
,3303601001,-85.200161,35.055348,5,0.679,,13,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,,,,,,
,3304986001,-85.153824,35.041303,5,2.163,,13,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,,,,,,
,3304986001,-85.158706,35.034528,5,1.464,,13,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,,,,,,
,3304428001,-85.24562,35.152975,9,0.551,,14,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,,,,,,
,33I0075001,-85.200274,35.008246,9,0.136,,14,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,,,,,,
,33I0075001,-85.210866,35.001294,8,1.202,,14,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,330A702001,-85.26761,35.034727,7,0.092,,14,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,,,,,,
,33I0075001,-85.207205,35.005828,7,1.615,,14,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,,,,,,
,33SR320001,-85.163699,35.015214,7,2.607,,14,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,,,,,,
,33I0024002,-85.297892,35.021809,7,0.213,,14,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,,,,,,
,33I0024002,-85.237709,35.008661,6,1.391,,14,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,3303603001,-85.181912,35.016889,6,0.002,,14,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,,,,,,
,330D228001,-85.197621,35.083886,6,0.059,,14,,,,,,,,,,,,,,,,,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,,,,,,
,3303580001,-85.162464,35.044885,6,1.695,,14,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33I0024002,-85.254192,35.015818,6,1.039,,14,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,,,,,,
,33I0024002,-85.28069,35.016491,6,10.06,,14,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,,,,,,
,3303580001,-85.166282,35.046274,6,1.538,,14,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33SR008001,-85.331318,35.094368,5,2.029,,14,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,,,,,,
,3303601001,-85.200161,35.055348,5,0.679,,14,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,,,,,,
,3304986001,-85.153824,35.041303,5,2.163,,14,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,,,,,,
,3304986001,-85.158706,35.034528,5,1.464,,14,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,,,,,,
,3304428001,-85.24562,35.152975,9,0.551,,15,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,,,,,,
,33I0075001,-85.200274,35.008246,9,0.136,,15,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,,,,,,
,33I0075001,-85.210866,35.001294,8,1.202,,15,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,330A702001,-85.26761,35.034727,7,0.092,,15,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,,,,,,
,33I0075001,-85.207205,35.005828,7,1.615,,15,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,,,,,,
,33SR320001,-85.163699,35.015214,7,2.607,,15,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,,,,,,
,33I0024002,-85.297892,35.021809,7,0.213,,15,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,,,,,,
,33I0024002,-85.237709,35.008661,6,1.391,,15,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,3303603001,-85.181912,35.016889,6,0.002,,15,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,,,,,,
,330D228001,-85.197621,35.083886,6,0.059,,15,,,,,,,,,,,,,,,,,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,,,,,,
,3303580001,-85.162464,35.044885,6,1.695,,15,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33I0024002,-85.254192,35.015818,6,1.039,,15,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,,,,,,
,33I0024002,-85.28069,35.016491,6,10.06,,15,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,,,,,,
,3303580001,-85.166282,35.046274,6,1.538,,15,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33SR008001,-85.331318,35.094368,5,2.029,,15,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,,,,,,
,3303601001,-85.200161,35.055348,5,0.679,,15,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,,,,,,
,3304986001,-85.153824,35.041303,5,2.163,,15,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,,,,,,
,3304986001,-85.158706,35.034528,5,1.464,,15,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,,,,,,
,3304428001,-85.24562,35.152975,9,0.551,,16,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,,,,,,
,33I0075001,-85.200274,35.008246,9,0.136,,16,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,,,,,,
,33I0075001,-85.210866,35.001294,8,1.202,,16,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,330A702001,-85.26761,35.034727,7,0.092,,16,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,,,,,,
,33I0075001,-85.207205,35.005828,7,1.615,,16,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,,,,,,
,33SR320001,-85.163699,35.015214,7,2.607,,16,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,,,,,,
,33I0024002,-85.297892,35.021809,7,0.213,,16,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,,,,,,
,33I0024002,-85.237709,35.008661,6,1.391,,16,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,3303603001,-85.181912,35.016889,6,0.002,,16,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,,,,,,
,330D228001,-85.197621,35.083886,6,0.059,,16,,,,,,,,,,,,,,,,,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,,,,,,
,3303580001,-85.162464,35.044885,6,1.695,,16,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33I0024002,-85.254192,35.015818,6,1.039,,16,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,,,,,,
,33I0024002,-85.28069,35.016491,6,10.06,,16,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,,,,,,
,3303580001,-85.166282,35.046274,6,1.538,,16,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,,,,,,
,33SR008001,-85.331318,35.094368,5,2.029,,16,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,,,,,,
,3303601001,-85.200161,35.055348,5,0.679,,16,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,,,,,,
,3304986001,-85.153824,35.041303,5,2.163,,16,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,,,,,,
,3304986001,-85.158706,35.034528,5,1.464,,16,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,,,,,,
,3304428001,-85.24562,35.152975,9,0.551,,17,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,,,,,,
,33I0075001,-85.200274,35.008246,9,0.136,,17,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,,,,,,
,33I0075001,-85.210866,35.001294,8,1.202,,17,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,330A702001,-85.26761,35.034727,7,0.092,,17,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,,,,,,
,33I0075001,-85.207205,35.005828,7,1.615,,17,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,,,,,,
,33SR320001,-85.163699,35.015214,7,2.607,,17,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,,,,,,
,33I0024002,-85.297892,35.021809,7,0.213,,17,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,,,,,,
,33I0024002,-85.237709,35.008661,6,1.391,,17,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,,,,,,
,3303603001,-85.181912,35.016889,6,0.002,,17,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,,,,,,
,330D228001,-85.197621,35.083886,6,0.059,,17,,,,,,,,,,,,,,,,,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,,,,,,
