Unix,Hour,Date,Grid_Num,Longitude,Latitude
1578077785,13,1/3/2020,173,-85.323459,35.027231
1578086523,16,1/3/2020,175,-85.305758,35.029599
1578084053,15,1/3/2020,175,-85.305758,35.029599
1578084052,15,1/3/2020,175,-85.305758,35.029599
1578083905,15,1/3/2020,175,-85.305758,35.029599
1578088980,17,1/3/2020,176,-85.298679,35.026996
1578088995,17,1/3/2020,182,-85.252105,35.026313
1578089599,17,1/3/2020,183,-85.24972,35.02576
1578077752,13,1/3/2020,183,-85.244503,35.023689
1578095295,18,1/3/2020,196,-85.155149,35.030942
1578072860,12,1/3/2020,196,-85.153146,35.030081
1578070767,11,1/3/2020,196,-85.153161,35.033483
1578070788,11,1/3/2020,196,-85.153161,35.033483
1578077727,13,1/3/2020,200,-85.123631,35.030089
1578105754,21,1/3/2020,206,-85.360691,35.034197
1578072337,12,1/3/2020,212,-85.306833,35.037227
1578068577,11,1/3/2020,212,-85.305911,35.0356
1578060166,9,1/3/2020,218,-85.264328,35.036255
1578075972,13,1/3/2020,220,-85.244966,35.031885
1578078514,14,1/3/2020,231,-85.163861,35.035266
1578095422,18,1/3/2020,232,-85.159481,35.034346
1578078401,14,1/3/2020,232,-85.159313,35.033379
1578102924,20,1/3/2020,233,-85.149705,35.037485
1578089327,17,1/3/2020,233,-85.156247,35.038605
1578073435,12,1/3/2020,233,-85.153824,35.041303
1578070785,11,1/3/2020,233,-85.153824,35.041303
1578107751,22,1/3/2020,247,-85.302365,35.049178
1578076166,13,1/3/2020,250,-85.272903,35.042993
1578055832,7,1/3/2020,252,-85.260666,35.041707
1578086060,16,1/3/2020,265,-85.164884,35.045325
1578086005,16,1/3/2020,266,-85.15661,35.04293
1578082244,15,1/3/2020,266,-85.162464,35.044885
1578092444,18,1/3/2020,282,-85.310881,35.050618
1578097647,19,1/3/2020,288,-85.2603,35.054131
1578052869,7,1/3/2020,288,-85.263785,35.054338
1578095162,18,1/3/2020,317,-85.307606,35.0558
1578087434,16,1/3/2020,324,-85.254821,35.063647
1578093515,18,1/3/2020,347,-85.07423,35.062983
1578067253,11,1/3/2020,357,-85.291414,35.066071
1578095206,18,1/3/2020,361,-85.261949,35.069701
1578041322,3,1/3/2020,364,-85.240472,35.072721
1578099320,19,1/3/2020,374,-85.169605,35.074566
1578096079,19,1/3/2020,410,-85.17402,35.07443
1578096078,19,1/3/2020,410,-85.17402,35.07443
1578095950,18,1/3/2020,410,-85.17402,35.07443
1578066065,10,1/3/2020,412,-85.160749,35.072847
1578095386,18,1/3/2020,423,-85.078179,35.082723
1578078234,14,1/3/2020,461,-85.059097,35.081389
1578086579,16,1/3/2020,466,-85.331318,35.094368
1578072486,12,1/3/2020,466,-85.331318,35.094368
1578071166,12,1/3/2020,466,-85.331318,35.094368
1578093002,18,1/3/2020,526,-85.051507,35.105349
1578066127,10,1/3/2020,531,-85.327867,35.111054
1578066127,10,1/3/2020,531,-85.32785,35.110536
1578071174,12,1/3/2020,540,-85.257622,35.113856
1578048680,5,1/3/2020,541,-85.250235,35.11417
1578064084,10,1/3/2020,578,-85.317137,35.133161
1578096444,19,1/3/2020,586,-85.242389,35.13371
1578081084,14,1/3/2020,586,-85.242552,35.13312
1578066126,10,1/3/2020,597,-85.315771,35.139628
1578064059,10,1/3/2020,597,-85.315771,35.139628
1578095845,18,1/3/2020,605,-85.246645,35.138872
1578095845,18,1/3/2020,605,-85.246645,35.138872
1578095779,18,1/3/2020,605,-85.246645,35.138872
1578095016,18,1/3/2020,605,-85.247651,35.139635
1578093252,18,1/3/2020,605,-85.24787,35.138682
1578071225,12,1/3/2020,608,-85.226308,35.144235
1578093808,18,1/3/2020,623,-85.261663,35.141736
1578093200,18,1/3/2020,623,-85.260189,35.141396
1578076079,13,1/3/2020,624,-85.252215,35.146073
1578057809,8,1/3/2020,628,-85.22342,35.14583
1578070630,11,1/3/2020,631,-85.199465,35.143777
1578093162,18,1/3/2020,642,-85.249642,35.152639
1578093161,18,1/3/2020,642,-85.249642,35.152639
1578091735,17,1/3/2020,642,-85.249642,35.152639
1578089466,17,1/3/2020,642,-85.249628,35.150869
1578070587,11,1/3/2020,642,-85.24562,35.152975
1578071339,12,1/3/2020,646,-85.219187,35.149369
1578071339,12,1/3/2020,646,-85.219043,35.150557
1578071292,12,1/3/2020,646,-85.218421,35.151396
1578071264,12,1/3/2020,646,-85.219043,35.150557
1578072650,12,1/3/2020,684,-85.245778,35.186665
1578072650,12,1/3/2020,684,-85.245778,35.186665
1578072480,12,1/3/2020,684,-85.245778,35.186665
1578051952,6,1/3/2020,685,-85.242002,35.191175
1578160024,12,1/4/2020,24,-85.14784,34.98708
1578171281,15,1/4/2020,93,-85.326053,35.013479
1578170889,15,1/4/2020,93,-85.328285,35.013727
1578146706,9,1/4/2020,95,-85.31435,35.014875
1578190096,21,1/4/2020,107,-85.217565,35.010978
1578171677,16,1/4/2020,107,-85.21891,35.004771
1578171651,16,1/4/2020,107,-85.218605,35.004815
1578186949,20,1/4/2020,114,-85.163699,35.015214
1578186259,20,1/4/2020,114,-85.164223,35.016022
1578137959,6,1/4/2020,137,-85.294083,35.019803
1578159809,12,1/4/2020,140,-85.267593,35.02071
1578126215,3,1/4/2020,141,-85.261372,35.021191
1578157567,12,1/4/2020,142,-85.258653,35.019555
1578168529,15,1/4/2020,150,-85.198591,35.022265
1578173663,16,1/4/2020,159,-85.126597,35.016001
1578178700,17,1/4/2020,193,-85.174285,35.024637
1578178673,17,1/4/2020,193,-85.174285,35.024637
1578189774,21,1/4/2020,265,-85.164451,35.04964
1578180740,18,1/4/2020,281,-85.311021,35.055843
1578173001,16,1/4/2020,282,-85.309135,35.051842
1578153510,10,1/4/2020,282,-85.305737,35.050733
1578138522,6,1/4/2020,297,-85.200161,35.055348
1578190348,21,1/4/2020,302,-85.162051,35.054096
1578189804,21,1/4/2020,302,-85.16198,35.05353
1578117835,1,1/4/2020,304,-85.144668,35.049627
1578158651,12,1/4/2020,317,-85.30741,35.06296
1578142130,7,1/4/2020,341,-85.131068,35.059034
1578182071,18,1/4/2020,418,-85.11305,35.07485
1578124999,3,1/4/2020,445,-85.200946,35.082045
1578167971,14,1/4/2020,466,-85.331318,35.094368
1578153003,10,1/4/2020,478,-85.221331,35.091783
1578141160,7,1/4/2020,543,-85.229722,35.107608
1578147498,9,1/4/2020,566,-85.238444,35.122929
1578185338,19,1/4/2020,586,-85.241848,35.127565
1578165662,14,1/4/2020,621,-85.27384,35.14603
1578196398,22,1/4/2020,642,-85.24562,35.152975
1578210869,2,1/5/2020,42,-85.281549,34.999104
1578248916,13,1/5/2020,106,-85.224516,35.009871
1578262804,17,1/5/2020,109,-85.201076,35.007825
1578253829,14,1/5/2020,125,-85.38207,35.016844
1578246011,12,1/5/2020,173,-85.316914,35.026649
1578224369,6,1/5/2020,192,-85.182314,35.03213
1578246914,12,1/5/2020,195,-85.157359,35.026889
1578262859,17,1/5/2020,196,-85.153146,35.030081
1578236601,10,1/5/2020,221,-85.241139,35.039517
1578224078,6,1/5/2020,229,-85.183229,35.034364
1578257157,15,1/5/2020,231,-85.163861,35.035266
1578249749,13,1/5/2020,232,-85.155691,35.035241
1578249749,13,1/5/2020,232,-85.155691,35.035241
1578249301,13,1/5/2020,232,-85.155691,35.035241
1578254041,14,1/5/2020,233,-85.154869,35.03725
1578243592,11,1/5/2020,245,-85.313056,35.048587
1578257503,15,1/5/2020,246,-85.303679,35.044048
1578252215,14,1/5/2020,266,-85.155896,35.044143
1578263547,17,1/5/2020,375,-85.15646,35.07115
1578263595,17,1/5/2020,376,-85.155189,35.071805
1578263595,17,1/5/2020,376,-85.156379,35.071531
1578263578,17,1/5/2020,376,-85.156379,35.071531
1578263537,17,1/5/2020,376,-85.156379,35.071531
1578272364,19,1/5/2020,425,-85.06439,35.084156
1578267574,18,1/5/2020,425,-85.062742,35.083757
1578256404,15,1/5/2020,445,-85.205956,35.085525
1578237915,10,1/5/2020,492,-85.063419,35.095229
1578260554,16,1/5/2020,586,-85.23925,35.130367
1578257534,15,1/5/2020,604,-85.25827,35.141465
1578257534,15,1/5/2020,604,-85.25827,35.141465
1578257513,15,1/5/2020,604,-85.25827,35.141465
1578258580,16,1/5/2020,642,-85.24562,35.152975
1578247521,13,1/5/2020,642,-85.24562,35.152975
1578325583,10,1/6/2020,41,-85.295884,34.9912
1578370579,23,1/6/2020,61,-85.308937,35.003673
1578344980,16,1/6/2020,78,-85.149572,35.003975
1578344979,16,1/6/2020,78,-85.149572,35.003975
1578343931,15,1/6/2020,78,-85.149572,35.003975
1578349929,17,1/6/2020,98,-85.293633,35.006787
1578336815,13,1/6/2020,109,-85.205213,35.008709
1578351874,18,1/6/2020,125,-85.38207,35.016844
1578316527,8,1/6/2020,131,-85.336134,35.019833
1578316958,8,1/6/2020,136,-85.297411,35.02156
1578316716,8,1/6/2020,136,-85.297892,35.021809
1578349429,17,1/6/2020,138,-85.288195,35.021851
1578348249,17,1/6/2020,138,-85.288195,35.021851
1578336252,13,1/6/2020,139,-85.279991,35.018321
1578328553,11,1/6/2020,145,-85.229655,35.019151
1578314705,7,1/6/2020,150,-85.198591,35.022265
1578314705,7,1/6/2020,150,-85.198591,35.022265
1578314659,7,1/6/2020,150,-85.198591,35.022265
1578363453,21,1/6/2020,153,-85.173294,35.017551
1578363453,21,1/6/2020,153,-85.173294,35.017551
1578363323,21,1/6/2020,153,-85.173294,35.017551
1578349717,17,1/6/2020,174,-85.31462,35.033424
1578329210,11,1/6/2020,174,-85.311255,35.032049
1578327593,11,1/6/2020,174,-85.311255,35.032049
1578313957,7,1/6/2020,183,-85.24874,35.02569
1578347114,16,1/6/2020,184,-85.242139,35.028391
1578323539,10,1/6/2020,191,-85.190726,35.027195
1578343650,15,1/6/2020,192,-85.183996,35.03064
1578349068,17,1/6/2020,212,-85.307012,35.038274
1578327725,11,1/6/2020,218,-85.265971,35.033897
1578327725,11,1/6/2020,218,-85.265971,35.033897
1578327695,11,1/6/2020,218,-85.265971,35.033897
1578347309,16,1/6/2020,228,-85.189874,35.030545
1578339772,14,1/6/2020,232,-85.158706,35.034528
1578327141,11,1/6/2020,233,-85.148706,35.040639
1578352568,18,1/6/2020,234,-85.146643,35.03602
1578341809,15,1/6/2020,245,-85.313421,35.046636
1578318023,8,1/6/2020,258,-85.22202,35.042898
1578318022,8,1/6/2020,258,-85.22202,35.042898
1578317729,8,1/6/2020,258,-85.22202,35.042898
1578329607,11,1/6/2020,267,-85.154939,35.044987
1578306722,5,1/6/2020,267,-85.150991,35.04678
1578349449,17,1/6/2020,270,-85.12795,35.0458
1578341655,15,1/6/2020,280,-85.318113,35.048084
1578317580,8,1/6/2020,281,-85.314682,35.053346
1578342750,15,1/6/2020,282,-85.306529,35.053585
1578346701,16,1/6/2020,283,-85.301156,35.05225
1578366715,22,1/6/2020,288,-85.261629,35.051779
1578366191,22,1/6/2020,288,-85.26365,35.04873
1578317546,8,1/6/2020,376,-85.156453,35.072019
1578311794,6,1/6/2020,377,-85.141215,35.068318
1578337486,14,1/6/2020,445,-85.204432,35.082837
1578316929,8,1/6/2020,459,-85.069448,35.086765
1578332805,12,1/6/2020,461,-85.058564,35.082705
1578332805,12,1/6/2020,461,-85.058564,35.082705
1578332805,12,1/6/2020,461,-85.058564,35.082705
1578332789,12,1/6/2020,461,-85.058564,35.082705
1578332658,12,1/6/2020,461,-85.058564,35.082705
1578340067,14,1/6/2020,466,-85.329331,35.098406
1578333409,12,1/6/2020,475,-85.238209,35.094725
1578312700,7,1/6/2020,539,-85.261004,35.114607
1578345179,16,1/6/2020,566,-85.239637,35.122571
1578343908,15,1/6/2020,566,-85.239625,35.121975
1578343709,15,1/6/2020,586,-85.240731,35.135659
1578333626,13,1/6/2020,625,-85.249217,35.148584
1578316967,8,1/6/2020,681,-85.244196,35.182118
1578422937,13,1/7/2020,39,-85.303962,34.992684
1578439310,18,1/7/2020,42,-85.28276,34.998205
1578424284,14,1/7/2020,68,-85.221655,35.004334
1578407575,9,1/7/2020,70,-85.211162,35.001823
1578406786,9,1/7/2020,97,-85.29589,35.01579
1578439350,18,1/7/2020,100,-85.277129,35.009093
1578436931,17,1/7/2020,102,-85.256728,35.009607
1578440795,18,1/7/2020,104,-85.237709,35.008661
1578425196,14,1/7/2020,104,-85.237709,35.008661
1578425286,14,1/7/2020,105,-85.231596,35.006421
1578399621,7,1/7/2020,105,-85.230901,35.007378
1578401567,7,1/7/2020,109,-85.200274,35.008246
1578406638,9,1/7/2020,111,-85.190369,35.011004
1578399803,7,1/7/2020,113,-85.176864,35.01057
1578417023,12,1/7/2020,135,-85.307402,35.019248
1578436155,17,1/7/2020,136,-85.297892,35.021809
1578429281,15,1/7/2020,136,-85.297892,35.021809
1578439031,18,1/7/2020,139,-85.28069,35.016491
1578435643,17,1/7/2020,139,-85.276945,35.015381
1578398678,7,1/7/2020,153,-85.177674,35.019094
1578442786,19,1/7/2020,168,-85.362876,35.029186
1578442769,19,1/7/2020,168,-85.36343,35.027937
1578404411,8,1/7/2020,175,-85.310189,35.026626
1578432449,16,1/7/2020,190,-85.195102,35.029388
1578432449,16,1/7/2020,190,-85.195102,35.029388
1578432445,16,1/7/2020,190,-85.195154,35.0292
1578432445,16,1/7/2020,190,-85.195386,35.029316
1578432429,16,1/7/2020,190,-85.195102,35.029388
1578432423,16,1/7/2020,190,-85.193181,35.030344
1578431052,16,1/7/2020,195,-85.156693,35.026631
1578425095,14,1/7/2020,196,-85.153161,35.033483
1578417260,12,1/7/2020,196,-85.155149,35.030942
1578400814,7,1/7/2020,198,-85.135135,35.032279
1578399032,7,1/7/2020,200,-85.124033,35.029954
1578450523,21,1/7/2020,212,-85.305593,35.032214
1578455350,22,1/7/2020,216,-85.280457,35.034824
1578455317,22,1/7/2020,216,-85.280202,35.034967
1578428655,15,1/7/2020,216,-85.275833,35.030026
1578415863,11,1/7/2020,232,-85.156744,35.037712
1578413661,11,1/7/2020,233,-85.153864,35.036923
1578402656,8,1/7/2020,236,-85.132229,35.037222
1578436284,17,1/7/2020,246,-85.304757,35.041876
1578418181,12,1/7/2020,252,-85.259513,35.039694
1578421326,13,1/7/2020,266,-85.15508,35.04233
1578421054,13,1/7/2020,266,-85.156949,35.042868
1578429713,15,1/7/2020,281,-85.309322,35.054566
1578401150,7,1/7/2020,281,-85.309493,35.055404
1578387728,4,1/7/2020,282,-85.309567,35.049668
1578436756,17,1/7/2020,283,-85.301304,35.051994
1578453388,22,1/7/2020,304,-85.144809,35.049504
1578453388,22,1/7/2020,304,-85.144809,35.049504
1578453251,22,1/7/2020,304,-85.144809,35.049504
1578419591,12,1/7/2020,317,-85.305784,35.061989
1578434386,16,1/7/2020,357,-85.289312,35.069371
1578442528,19,1/7/2020,377,-85.143907,35.070273
1578398461,7,1/7/2020,382,-85.105657,35.075656
1578429716,15,1/7/2020,406,-85.203655,35.079685
1578398605,7,1/7/2020,423,-85.078179,35.082723
1578398604,7,1/7/2020,423,-85.078179,35.082723
1578398604,7,1/7/2020,423,-85.078179,35.082723
1578398539,7,1/7/2020,423,-85.078179,35.082723
1578398469,7,1/7/2020,423,-85.078179,35.082723
1578418262,12,1/7/2020,429,-85.330212,35.09267
1578439684,18,1/7/2020,445,-85.206679,35.082649
1578398503,7,1/7/2020,459,-85.073441,35.084142
1578398457,7,1/7/2020,459,-85.07327,35.084202
1578398951,7,1/7/2020,460,-85.065146,35.088278
1578397711,6,1/7/2020,533,-85.3161,35.118812
1578436714,17,1/7/2020,539,-85.260077,35.113821
1578436704,17,1/7/2020,539,-85.260077,35.113821
1578404544,8,1/7/2020,566,-85.238444,35.122929
1578411911,10,1/7/2020,592,-85.195041,35.131601
1578411911,10,1/7/2020,592,-85.195041,35.131601
1578411797,10,1/7/2020,592,-85.195041,35.131601
1578411792,10,1/7/2020,592,-85.195016,35.131588
1578440291,18,1/7/2020,596,-85.130641,35.125537
1578424776,14,1/7/2020,625,-85.249024,35.140653
1578499073,10,1/8/2020,68,-85.224552,35.004693
1578495753,10,1/8/2020,104,-85.242831,35.012894
1578517595,16,1/8/2020,105,-85.231596,35.006421
1578499079,10,1/8/2020,107,-85.216379,35.009723
1578516967,15,1/8/2020,124,-85.384217,35.018905
1578511750,14,1/8/2020,130,-85.341613,35.023411
1578521860,17,1/8/2020,137,-85.293208,35.016024
1578521242,17,1/8/2020,150,-85.19614,35.0238
1578518123,16,1/8/2020,180,-85.27073,35.03143
1578491157,8,1/8/2020,180,-85.266832,35.031026
1578521701,17,1/8/2020,182,-85.254881,35.027655
1578538741,21,1/8/2020,183,-85.246468,35.024158
1578519650,16,1/8/2020,212,-85.304479,35.033705
1578490446,8,1/8/2020,212,-85.302885,35.036544
1578488814,8,1/8/2020,215,-85.282862,35.038935
1578520257,16,1/8/2020,217,-85.26761,35.034727
1578521629,17,1/8/2020,218,-85.264294,35.031053
1578508710,13,1/8/2020,223,-85.224144,35.035171
1578508710,13,1/8/2020,223,-85.224144,35.035171
1578508659,13,1/8/2020,223,-85.224144,35.035171
1578512124,14,1/8/2020,224,-85.219714,35.03487
1578490071,8,1/8/2020,231,-85.168199,35.041233
1578490071,8,1/8/2020,231,-85.168199,35.041233
1578490050,8,1/8/2020,231,-85.168199,35.041233
1578501665,11,1/8/2020,232,-85.159313,35.033379
1578540179,22,1/8/2020,245,-85.314016,35.049911
1578539342,22,1/8/2020,245,-85.31401,35.05019
1578527606,18,1/8/2020,245,-85.314188,35.049615
1578523731,17,1/8/2020,246,-85.307153,35.045547
1578490855,8,1/8/2020,248,-85.291404,35.041063
1578490855,8,1/8/2020,248,-85.291404,35.041063
1578490797,8,1/8/2020,248,-85.290932,35.041926
1578489879,8,1/8/2020,253,-85.256664,35.04964
1578494616,9,1/8/2020,255,-85.242539,35.048515
1578494616,9,1/8/2020,255,-85.240227,35.04847
1578494522,9,1/8/2020,255,-85.240227,35.04847
1578515067,15,1/8/2020,266,-85.16043,35.04416
1578515067,15,1/8/2020,266,-85.16043,35.04416
1578514983,15,1/8/2020,266,-85.16043,35.04416
1578540123,22,1/8/2020,281,-85.314703,35.053533
1578539804,22,1/8/2020,281,-85.314444,35.053305
1578524691,18,1/8/2020,282,-85.308387,35.047125
1578484504,6,1/8/2020,286,-85.277176,35.048789
1578490303,8,1/8/2020,287,-85.268992,35.055589
1578538508,21,1/8/2020,307,-85.120562,35.053429
1578535341,21,1/8/2020,307,-85.120562,35.053429
1578482966,6,1/8/2020,307,-85.126783,35.055188
1578482966,6,1/8/2020,307,-85.126783,35.055188
1578482930,6,1/8/2020,307,-85.126783,35.055188
1578482869,6,1/8/2020,307,-85.126783,35.055188
1578494720,9,1/8/2020,319,-85.296023,35.060062
1578520973,17,1/8/2020,357,-85.28921,35.06875
1578520971,17,1/8/2020,357,-85.289238,35.067734
1578520964,17,1/8/2020,357,-85.28932,35.06901
1578504603,12,1/8/2020,360,-85.26977,35.071166
1578494114,9,1/8/2020,375,-85.157528,35.069278
1578521818,17,1/8/2020,410,-85.17141,35.07441
1578522631,17,1/8/2020,423,-85.078216,35.082937
1578513623,15,1/8/2020,433,-85.291874,35.084751
1578533733,20,1/8/2020,466,-85.327973,35.098369
1578506300,12,1/8/2020,469,-85.280918,35.097491
1578507283,13,1/8/2020,475,-85.24303,35.095546
1578518460,16,1/8/2020,478,-85.218494,35.091529
1578483513,6,1/8/2020,496,-85.348061,35.105783
1578483758,6,1/8/2020,498,-85.333517,35.105778
1578507844,13,1/8/2020,518,-85.160277,35.104579
1578499379,11,1/8/2020,540,-85.256848,35.114504
1578523585,17,1/8/2020,605,-85.245876,35.137652
1578513668,15,1/8/2020,627,-85.229724,35.141442
1578513668,15,1/8/2020,627,-85.229724,35.141442
1578511896,14,1/8/2020,627,-85.229724,35.141442
1578515878,15,1/8/2020,680,-85.246697,35.182577
1578579276,9,1/9/2020,4,-85.405751,34.986406
1578603405,15,1/9/2020,28,-85.399774,34.99451
1578576253,8,1/9/2020,51,-85.133984,34.994548
1578618627,20,1/9/2020,68,-85.227148,35.005132
1578618625,20,1/9/2020,68,-85.222083,35.004561
1578569656,6,1/9/2020,85,-85.385665,35.016265
1578618620,20,1/9/2020,104,-85.238046,35.008957
1578612186,18,1/9/2020,104,-85.243044,35.015209
1578612186,18,1/9/2020,104,-85.243044,35.015209
1578612150,18,1/9/2020,104,-85.243044,35.015209
1578612080,18,1/9/2020,104,-85.243683,35.011387
