Response Date,Fixed Time CallClosed,Address,City,Latitude,Longitude,Problem,Unix,Date,Hour,Grid_Num
1/1/2020 16:35,1/1/2020 16:41,180 INTERSTATE 75 SB,CHATTANOOGA,35.007414,-85.203262,ACC3-MVC Unknown Injuries,1577894400,1/1/2020,16,109
1/1/2020 16:47,06:42.2,2217 Hamilton Place Blvd,CHATTANOOGA,35.040321,-85.155778,ACC3-MVC Unknown Injuries,1577894400,1/1/2020,16,266
1/1/2020 16:48,1/1/2020 17:30,Wooten Rd / Champion Rd,HAMILTON COUNTY,35.116782,-85.163809,ACC2-MVC No Injuries,1577894400,1/1/2020,16,549
1/1/2020 16:48,1/1/2020 16:48,Champion Rd / Wooten Rd,HAMILTON COUNTY,35.116782,-85.163809,ACC3-MVC Unknown Injuries,1577894400,1/1/2020,16,549
1/1/2020 16:56,26:00.8,9334 Dayton Pike,SODDY DAISY,35.234297,-85.199279,ACC2-MVC No Injuries,1577894400,1/1/2020,16,
1/1/2020 17:12,00:12.4,6300 HARRISON OOLTEWAH RD,HAMILTON COUNTY,35.122999,-85.121616,ACC2-MVC No Injuries,1577898000,1/1/2020,17,576
1/1/2020 17:14,44:19.9,1209-1299 W Mississippi Ave,CHATTANOOGA,35.07758,-85.30142,ACC2-MVC No Injuries,1577898000,1/1/2020,17,393
1/1/2020 17:16,27:37.8,5800 Edgmon Rd,COLLEGEDALE,35.071976,-85.035406,ACC2-MVC No Injuries,1577898000,1/1/2020,17,
1/1/2020 17:52,1/1/2020 19:03,400-499 Market St,CHATTANOOGA,35.052211,-85.30963,ACC3-MVC Unknown Injuries,1577898000,1/1/2020,17,282
1/1/2020 18:03,42:04.9,8119 Standifer Gap Rd,HAMILTON COUNTY,35.042244,-85.11331,ACC2-MVC No Injuries,1577901600,1/1/2020,18,
1/1/2020 18:05,32:06.0,6225 Champion Rd,HAMILTON COUNTY,35.117088,-85.164076,ACC2-MVC No Injuries,1577901600,1/1/2020,18,549
1/1/2020 18:11,03:46.1,7300 LEE HWY,CHATTANOOGA,35.052925,-85.147887,ACC2-MVC No Injuries,1577901600,1/1/2020,18,304
1/1/2020 18:32,13:31.4,7053 Mccutcheon Rd,CHATTANOOGA,35.046625,-85.156295,ACC2-MVC No Injuries,1577901600,1/1/2020,18,267
1/1/2020 19:17,42:00.9,180 HIGHWAY 153 SB,CHATTANOOGA,35.045502,-85.187615,ACC2-MVC No Injuries,1577905200,1/1/2020,19,262
1/1/2020 22:44,28:54.5,3700-3799 Clio Ave,CHATTANOOGA,35.001516,-85.290968,ACC1-MVC Injuries,1577916000,1/1/2020,22,63
1/1/2020 22:45,58:48.8,3700-3799 Clio Ave,CHATTANOOGA,35.001516,-85.290968,ACC1-MVC Injuries,1577916000,1/1/2020,22,63
1/1/2020 22:45,32:30.4,3700-3799 Clio Ave,CHATTANOOGA,35.001516,-85.290968,ACC1-MVC Injuries,1577916000,1/1/2020,22,63
1/1/2020 23:33,00:20.9,3130 Navajo Dr,CHATTANOOGA,35.020356,-85.258224,ACC2-MVC No Injuries,1577919600,1/1/2020,23,142
1/1/2020 23:38,11:04.1,Standifer Gap Rd / Ooltewah Ringgold Rd,HAMILTON COUNTY,35.014056,-85.089929,ACC2-MVC No Injuries,1577919600,1/1/2020,23,
1/1/2020 23:46,48:43.5,3954 CROMWELL RD,CHATTANOOGA,35.057568,-85.206604,ACC1-MVC Injuries,1577919600,1/1/2020,23,331
1/1/2020 23:46,06:02.1,4110-4249 Cromwell Rd,CHATTANOOGA,35.066104,-85.198864,ACC1-MVC Injuries,1577919600,1/1/2020,23,332
1/1/2020 23:46,16:00.2,4110-4249 Cromwell Rd,CHATTANOOGA,35.066104,-85.198864,ACC1-MVC Injuries,1577919600,1/1/2020,23,332
1/2/2020 23:38,28:16.0,Taft Hwy / W Fairmount Rd,HAMILTON COUNTY,35.179403,-85.336065,ACC2-MVC No Injuries,1578006000,1/2/2020,23,
1/2/2020 23:24,1/2/2020 23:42,6830 - 6879 E Brainerd Rd,CHATTANOOGA,35.016889,-85.181912,ACC2-MVC No Injuries,1578006000,1/2/2020,23,112
1/2/2020 23:07,1/3/2020 0:15,5328-5335 Highway 153,CHATTANOOGA,35.130609,-85.244244,ACC2-MVC No Injuries,1578006000,1/2/2020,23,586
1/2/2020 22:17,1/2/2020 22:33,Old Hixson Pike / Grubb Rd,CHATTANOOGA,35.143564,-85.234354,ACC2-MVC No Injuries,1578002400,1/2/2020,22,627
1/2/2020 22:14,1/2/2020 22:35,1900 - 2099 Cummings Hwy,CHATTANOOGA,35.013733,-85.328307,ACC2-MVC No Injuries,1578002400,1/2/2020,22,93
1/2/2020 22:03,48:34.6,5500 Brainerd Rd,CHATTANOOGA,35.009919,-85.220213,ACC2-MVC No Injuries,1578002400,1/2/2020,22,107
1/2/2020 20:54,1/2/2020 20:57,600 Highway 153 Nb,CHATTANOOGA,35.094661,-85.225106,ACC3-MVC Unknown Injuries,1577995200,1/2/2020,20,477
1/2/2020 20:54,29:24.6,730 - 790 Highway 153 Nb,CHATTANOOGA,35.117108,-85.233435,ACC2-MVC No Injuries,1577995200,1/2/2020,20,567
1/2/2020 20:54,1/2/2020 21:06,2100 Market St,CHATTANOOGA,35.030162,-85.308331,ACC2-MVC No Injuries,1577995200,1/2/2020,20,212
1/2/2020 20:21,1/2/2020 20:48,Lovell Rd / W Ridge Trail Rd,SODDY DAISY,35.231336,-85.168134,ACC2-MVC No Injuries,1577995200,1/2/2020,20,
1/2/2020 20:18,22:01.8,2100 Market St,CHATTANOOGA,35.030162,-85.308331,ACC3-MVC Unknown Injuries,1577995200,1/2/2020,20,212
1/2/2020 19:25,45:04.2,301 E Martin Luther King Blvd,CHATTANOOGA,35.044821,-85.305288,ACC2-MVC No Injuries,1577991600,1/2/2020,19,246
1/2/2020 19:09,1/2/2020 19:12,540 HIGHWAY 27 NB,RED BANK,35.104584,-85.313248,ACC2-MVC No Injuries,1577991600,1/2/2020,19,501
1/2/2020 19:08,31:02.5,7620-7715 Noah Reid Rd,CHATTANOOGA,35.073087,-85.171235,ACC2-MVC No Injuries,1577991600,1/2/2020,19,410
1/2/2020 19:06,1/2/2020 19:08,411-639 Highway 27 Nb,RED BANK,35.1105,-85.307896,ACC2-MVC No Injuries,1577991600,1/2/2020,19,534
1/2/2020 19:05,29:41.1,658 Highway 27 Nb,RED BANK,35.118008,-85.300393,ACC2-MVC No Injuries,1577991600,1/2/2020,19,
1/2/2020 18:54,1/2/2020 19:14,4998 Ooltewah Ringgold Rd,COLLEGEDALE,35.059596,-85.066702,ACC1-MVC Injuries,1577988000,1/2/2020,18,
1/2/2020 18:54,05:08.9,4998 Ooltewah Ringgold Rd,COLLEGEDALE,35.059596,-85.066702,ACC1-MVC Injuries,1577988000,1/2/2020,18,
1/2/2020 18:53,1/2/2020 19:46,4998 Ooltewah Ringgold Rd,COLLEGEDALE,35.059596,-85.066702,ACC1-MVC Injuries,1577988000,1/2/2020,18,
1/2/2020 18:42,1/2/2020 18:47,1 - 9 EXIT 7 ON RAMP SB,CHATTANOOGA,35.059495,-85.131662,ACC3-MVC Unknown Injuries,1577988000,1/2/2020,18,341
1/2/2020 18:42,1/2/2020 18:59,1-9 Exit 7 On Ramp Sb,CHATTANOOGA,35.059496,-85.131659,ACC1-MVC Injuries,1577988000,1/2/2020,18,341
1/2/2020 18:42,07:34.3,1-9 Exit 7 On Ramp Sb,CHATTANOOGA,35.059496,-85.131659,ACC1-MVC Injuries,1577988000,1/2/2020,18,341
1/2/2020 18:41,42:18.8,7550 BONNY OAKS DR,CHATTANOOGA,35.059567,-85.131539,ACC1-MVC Injuries,1577988000,1/2/2020,18,341
1/2/2020 18:36,09:06.0,Ooltewah Ringgold Rd / Standifer Gap Rd,HAMILTON COUNTY,35.014056,-85.089929,ACC2-MVC No Injuries,1577988000,1/2/2020,18,
1/2/2020 18:33,51:16.7,22 N GERMANTOWN RD,CHATTANOOGA,35.025185,-85.245882,ACC2-MVC No Injuries,1577988000,1/2/2020,18,183
1/2/2020 18:13,1/2/2020 18:48,3600 Brainerd Rd,CHATTANOOGA,35.023643,-85.246419,ACC2-MVC No Injuries,1577988000,1/2/2020,18,183
1/2/2020 18:08,00:01.6,5500-5721 Hixson Pike,CHATTANOOGA,35.145398,-85.223574,ACC2-MVC No Injuries,1577988000,1/2/2020,18,628
1/2/2020 18:01,1/2/2020 19:10,3502 RINGGOLD RD,EAST RIDGE,35.004344,-85.261241,ACC2-MVC No Injuries,1577988000,1/2/2020,18,
1/2/2020 18:00,1/2/2020 18:32,18310 INTERSTATE 24 WB,CHATTANOOGA,35.014516,-85.252059,ACC2-MVC No Injuries,1577988000,1/2/2020,18,102
1/2/2020 17:53,14:24.4,7099 Lee Hwy,CHATTANOOGA,35.047421,-85.158404,ACC2-MVC No Injuries,1577984400,1/2/2020,17,302
1/2/2020 17:49,32:58.9,6236 Lee Hwy,CHATTANOOGA,35.03064,-85.183996,ACC2-MVC No Injuries,1577984400,1/2/2020,17,192
1/2/2020 17:39,1/2/2020 18:51,3816 Brainerd Rd,CHATTANOOGA,35.022191,-85.242385,ACC2-MVC No Injuries,1577984400,1/2/2020,17,144
1/2/2020 17:38,1/2/2020 18:51,4600 JERSEY PIKE,CHATTANOOGA,35.079614,-85.187047,ACC2-MVC No Injuries,1577984400,1/2/2020,17,408
1/2/2020 17:25,55:55.7,Mauldeth Rd / Hixson Pike,CHATTANOOGA,35.10998,-85.27098,ACC2-MVC No Injuries,1577984400,1/2/2020,17,505
1/2/2020 17:20,38:31.4,E Brainerd Rd / Vance Rd,CHATTANOOGA,35.019181,-85.18896,ACC2-MVC No Injuries,1577984400,1/2/2020,17,151
1/2/2020 17:18,45:30.6,1300 Taft Hwy,SIGNAL MOUNTAIN,35.139874,-85.328108,ACC2-MVC No Injuries,1577984400,1/2/2020,17,
1/2/2020 17:18,49:43.3,526 E MARTIN LUTHER KING BLVD,CHATTANOOGA,35.043222,-85.302106,ACC2-MVC No Injuries,1577984400,1/2/2020,17,246
1/2/2020 17:18,41:36.0,4204 Rossville Blvd,CHATTANOOGA,34.994867,-85.290403,ACC2-MVC No Injuries,1577984400,1/2/2020,17,41
1/2/2020 17:12,50:37.7,4618-4699 HIGHWAY 58,CHATTANOOGA,35.086219,-85.191917,ACC2-MVC No Injuries,1577984400,1/2/2020,17,447
1/2/2020 16:39,09:56.3,2500 Market St,,35.026626,-85.310189,ACC2-MVC No Injuries,1577980800,1/2/2020,16,175
1/2/2020 16:30,09:16.4,200 Interstate 75 Sb,CHATTANOOGA,35.008246,-85.200274,ACC2-MVC No Injuries,1577980800,1/2/2020,16,109
1/2/2020 16:25,1/2/2020 16:36,2100 Hamilton Place Blvd,CHATTANOOGA,35.034528,-85.158706,ACCDEL-MVC Delayed,1577980800,1/2/2020,16,232
1/2/2020 16:15,50:12.9,500 Interstate 75 Sb,CHATTANOOGA,35.035266,-85.163861,ACC2-MVC No Injuries,1577980800,1/2/2020,16,231
1/2/2020 15:58,1/2/2020 16:47,18180 INTERSTATE 24 WB,CHATTANOOGA,35.016904,-85.26938,ACC2-MVC No Injuries,1577977200,1/2/2020,15,101
1/2/2020 15:51,19:39.0,201 Browns Ferry Rd,CHATTANOOGA,35.026282,-85.364611,ACC2-MVC No Injuries,1577977200,1/2/2020,15,168
1/2/2020 15:41,1/2/2020 15:43,2220 Red Tail Ln,HAMILTON COUNTY,35.03109,-85.122343,ACCDEL-MVC Delayed,1577977200,1/2/2020,15,200
1/2/2020 15:40,49:14.8,E 3rd St / Lookout St,CHATTANOOGA,35.053585,-85.306529,ACC2-MVC No Injuries,1577977200,1/2/2020,15,282
1/2/2020 15:34,1/2/2020 15:38,9207 W Ridge Trail Rd,HAMILTON COUNTY,35.221413,-85.16154,ACC4-MVC Entrapment,1577977200,1/2/2020,15,
1/2/2020 15:34,34:35.5,9207 W Ridge Trail Rd,HAMILTON COUNTY,35.221413,-85.16154,ACC4-MVC Entrapment,1577977200,1/2/2020,15,
1/2/2020 15:27,1/2/2020 15:57,9207 W Ridge Trail Rd,HAMILTON COUNTY,35.221413,-85.16154,ACC4-MVC Entrapment,1577977200,1/2/2020,15,
1/2/2020 15:27,04:56.2,9207 W Ridge Trail Rd,HAMILTON COUNTY,35.221413,-85.16154,ACC4-MVC Entrapment,1577977200,1/2/2020,15,
1/2/2020 15:26,58:35.3,301-999 Birmingham Hwy,CHATTANOOGA,34.995454,-85.390058,ACC2-MVC No Injuries,1577977200,1/2/2020,15,30
1/2/2020 15:25,1/2/2020 16:15,9207 W Ridge Trail Rd,HAMILTON COUNTY,35.221413,-85.16154,ACC4-MVC Entrapment,1577977200,1/2/2020,15,
1/2/2020 15:20,12:46.4,1001 Airport Rd,CHATTANOOGA,35.037454,-85.197073,ACCDEL-MVC Delayed,1577977200,1/2/2020,15,227
1/2/2020 14:55,37:45.6,506 W Shadowlawn Dr,CHATTANOOGA,34.998151,-85.273287,ACC2-MVC No Injuries,1577973600,1/2/2020,14,65
1/2/2020 14:51,58:41.6,1500 E Ridge Ave,EAST RIDGE,34.997274,-85.243483,ACC3-MVC Unknown Injuries,1577973600,1/2/2020,14,
1/2/2020 14:50,25:16.1,1500 E Ridge Ave,EAST RIDGE,34.997274,-85.243483,ACC3-MVC Unknown Injuries,1577973600,1/2/2020,14,
1/2/2020 14:49,03:12.9,18460 INTERSTATE 24 WB,CHATTANOOGA,35.005132,-85.227148,ACC2-MVC No Injuries,1577973600,1/2/2020,14,68
1/2/2020 14:44,1/2/2020 16:16,60 Highway 153 Nb,CHATTANOOGA,35.031302,-85.1819,ACC2-MVC No Injuries,1577973600,1/2/2020,14,192
1/2/2020 14:41,16:22.3,Ashland Ter / Norcross Rd,CHATTANOOGA,35.114607,-85.261004,ACC2-MVC No Injuries,1577973600,1/2/2020,14,539
1/2/2020 14:34,26:24.9,18180 INTERSTATE 24 EB,CHATTANOOGA,35.016958,-85.26894,ACC2-MVC No Injuries,1577973600,1/2/2020,14,101
1/2/2020 14:33,05:08.7,4538 Highway 58,CHATTANOOGA,35.084423,-85.195944,ACC2-MVC No Injuries,1577973600,1/2/2020,14,407
1/2/2020 14:33,56:30.6,1400 - 1499 Dodds Ave,CHATTANOOGA,35.022993,-85.268996,ACC2-MVC No Injuries,1577973600,1/2/2020,14,140
1/2/2020 14:29,36:44.0,1000 ASHLAND TER,CHATTANOOGA,35.116283,-85.263069,ACC2-MVC No Injuries,1577973600,1/2/2020,14,563
1/2/2020 14:25,30:36.6,4923-5099 Brainerd Rd,CHATTANOOGA,35.0124,-85.226983,ACC1-MVC Injuries,1577973600,1/2/2020,14,106
1/2/2020 14:25,1/2/2020 14:27,4923-5099 Brainerd Rd,CHATTANOOGA,35.0124,-85.226983,ACC1-MVC Injuries,1577973600,1/2/2020,14,106
1/2/2020 14:24,56:33.5,4900-4922 Brainerd Rd,CHATTANOOGA,35.012538,-85.227338,ACC1-MVC Injuries,1577973600,1/2/2020,14,106
1/2/2020 14:24,42:22.2,4900-4922 Brainerd Rd,CHATTANOOGA,35.012538,-85.227338,ACC1-MVC Injuries,1577973600,1/2/2020,14,106
1/2/2020 14:24,1/2/2020 14:28,4923-5099 Brainerd Rd,CHATTANOOGA,35.0124,-85.226983,ACC1-MVC Injuries,1577973600,1/2/2020,14,106
1/2/2020 14:23,54:24.0,4900-4922 Brainerd Rd,CHATTANOOGA,35.012538,-85.227338,ACC1-MVC Injuries,1577973600,1/2/2020,14,106
1/2/2020 13:59,22:37.6,17380 Interstate 24 Wb,CHATTANOOGA,35.016395,-85.385899,ACC1-MVC Injuries,1577970000,1/2/2020,13,85
1/2/2020 13:59,20:57.0,17380 Interstate 24 Wb,CHATTANOOGA,35.016395,-85.385899,ACC1-MVC Injuries,1577970000,1/2/2020,13,85
1/2/2020 13:58,1/2/2020 14:38,17380 Interstate 24 Wb,CHATTANOOGA,35.016395,-85.385899,ACC1-MVC Injuries,1577970000,1/2/2020,13,85
1/2/2020 13:34,51:00.0,4000-8599 HICKORY VALLEY RD,CHATTANOOGA,35.083387,-85.157485,ACC3-MVC Unknown Injuries,1577970000,1/2/2020,13,451
1/2/2020 13:29,33:28.6,6105 Ringgold Rd,EAST RIDGE,34.99019,-85.21483,ACC2-MVC No Injuries,1577970000,1/2/2020,13,
1/2/2020 13:02,55:07.9,3900 ST ELMO AVE,CHATTANOOGA,35.010378,-85.328461,ACC2-MVC No Injuries,1577970000,1/2/2020,13,93
1/2/2020 12:45,32:09.6,7300 STANDIFER GAP RD,CHATTANOOGA,35.05224,-85.149942,ACC2-MVC No Injuries,1577966400,1/2/2020,12,303
1/2/2020 12:16,1/2/2020 13:00,10 INTERSTATE 75 NB,EAST RIDGE,34.986821,-85.20184,ACC2-MVC No Injuries,1577966400,1/2/2020,12,
1/2/2020 11:50,27:37.6,1797-1799 Dayton Blvd,RED BANK,35.08413,-85.3177,ACC2-MVC No Injuries,1577962800,1/2/2020,11,430
1/2/2020 11:48,03:22.6,3101-3199 8th Ave,CHATTANOOGA,35.005544,-85.281442,ACC1-MVC Injuries,1577962800,1/2/2020,11,64
1/2/2020 11:48,33:43.7,3101-3199 8th Ave,CHATTANOOGA,35.005544,-85.281442,ACC1-MVC Injuries,1577962800,1/2/2020,11,64
1/2/2020 11:48,1/2/2020 11:50,3101-3199 8th Ave,CHATTANOOGA,35.005544,-85.281442,ACC1-MVC Injuries,1577962800,1/2/2020,11,64
1/2/2020 11:45,1/2/2020 12:09,E 32nd St / 8th Ave,CHATTANOOGA,35.005304,-85.281564,ACC3-MVC Unknown Injuries,1577962800,1/2/2020,11,64
1/2/2020 10:59,1/2/2020 11:30,Standifer Gap Rd / Quail Run Dr,HAMILTON COUNTY,35.027024,-85.101104,ACC2-MVC No Injuries,1577959200,1/2/2020,10,
1/2/2020 10:59,1/2/2020 11:02,8700 - 8709 Standifer Gap Rd,HAMILTON COUNTY,35.026238,-85.100497,ACC2-MVC No Injuries,1577959200,1/2/2020,10,
1/2/2020 10:43,1/2/2020 11:35,8350 Hickory Valley Rd,CHATTANOOGA,35.094968,-85.159806,ACC2-MVC No Injuries,1577959200,1/2/2020,10,486
1/2/2020 10:26,49:20.4,6301 Enterprise Park Dr,CHATTANOOGA,35.069285,-85.176412,ACC2-MVC No Injuries,1577959200,1/2/2020,10,373
1/2/2020 10:00,11:02.2,200 Shearer St,SODDY DAISY,35.221273,-85.211925,ACCDEL-MVC Delayed,1577959200,1/2/2020,10,
1/2/2020 9:07,46:13.4,2440 Williams St,CHATTANOOGA,35.027795,-85.313613,ACC2-MVC No Injuries,1577955600,1/2/2020,9,174
1/2/2020 8:48,1/2/2020 9:10,1918 Randolph St,CHATTANOOGA,35.017501,-85.273333,ACCDEL-MVC Delayed,1577952000,1/2/2020,8,139
1/2/2020 7:41,1/2/2020 7:58,6000 Shallowford Rd,CHATTANOOGA,35.054079,-85.189339,ACC2-MVC No Injuries,1577948400,1/2/2020,7,298
1/2/2020 7:15,1/2/2020 8:18,4500-4599 N ACCESS RD,CHATTANOOGA,35.108072,-85.240821,ACC2-MVC No Injuries,1577948400,1/2/2020,7,509
1/3/2020 22:15,00:36.2,515 Vine St,CHATTANOOGA,35.049178,-85.302365,ACC2-MVC No Injuries,1578088800,1/3/2020,22,247
1/3/2020 21:42,03:06.4,Browns Ferry Rd / Adkins Rd,CHATTANOOGA,35.034197,-85.360691,ACC2-MVC No Injuries,1578085200,1/3/2020,21,206
1/3/2020 20:55,37:01.0,2288 Gunbarrel Rd,CHATTANOOGA,35.037485,-85.149705,ACC2-MVC No Injuries,1578081600,1/3/2020,20,233
1/3/2020 20:39,13:34.5,1009 Fuller Glen Cir,HAMILTON COUNTY,34.997455,-85.121573,ACC1-MVC Injuries,1578081600,1/3/2020,20,
1/3/2020 20:39,09:09.1,1009 Fuller Glen Cir,HAMILTON COUNTY,34.997455,-85.121573,ACC1-MVC Injuries,1578081600,1/3/2020,20,
1/3/2020 20:38,52:20.0,1009 Fuller Glen Cir,HAMILTON COUNTY,34.997455,-85.121573,ACC2-MVC No Injuries,1578081600,1/3/2020,20,
1/3/2020 20:21,46:37.3,3831 Ooltewah Ringgold Rd,HAMILTON COUNTY,35.042059,-85.076032,ACC2-MVC No Injuries,1578081600,1/3/2020,20,
1/3/2020 19:55,1/3/2020 21:18,Bonny Oaks Dr / Holiday Hills Dr,CHATTANOOGA,35.074566,-85.169605,ACC2-MVC No Injuries,1578078000,1/3/2020,19,374
1/3/2020 19:52,12:08.2,6574 E Brainerd Rd,CHATTANOOGA,35.018333,-85.189464,ACCDEL-MVC Delayed,1578078000,1/3/2020,19,151
1/3/2020 19:27,36:43.0,1515 Dodson Ave,CHATTANOOGA,35.054131,-85.2603,ACC2-MVC No Injuries,1578078000,1/3/2020,19,288
1/3/2020 19:18,41:08.2,2303 E 23rd St,CHATTANOOGA,35.017328,-85.276601,ACC2-MVC No Injuries,1578078000,1/3/2020,19,139
1/3/2020 19:07,57:46.5,5013 Hixson Pike,CHATTANOOGA,35.13371,-85.242389,ACC2-MVC No Injuries,1578078000,1/3/2020,19,586
1/3/2020 19:01,24:46.0,6301-6315 Bonny Oaks Dr,CHATTANOOGA,35.07443,-85.17402,ACC1-MVC Injuries,1578078000,1/3/2020,19,410
1/3/2020 19:01,21:56.5,6301-6315 Bonny Oaks Dr,CHATTANOOGA,35.07443,-85.17402,ACC1-MVC Injuries,1578078000,1/3/2020,19,410
1/3/2020 18:59,36:15.3,6301-6315 Bonny Oaks Dr,CHATTANOOGA,35.07443,-85.17402,ACC1-MVC Injuries,1578074400,1/3/2020,18,410
1/3/2020 18:57,04:36.1,1915 Northpoint Blvd,CHATTANOOGA,35.138872,-85.246645,ACC1-MVC Injuries,1578074400,1/3/2020,18,605
1/3/2020 18:57,04:32.4,1915 Northpoint Blvd,CHATTANOOGA,35.138872,-85.246645,ACC1-MVC Injuries,1578074400,1/3/2020,18,605
1/3/2020 18:56,25:24.3,1915 Northpoint Blvd,CHATTANOOGA,35.138872,-85.246645,ACC1-MVC Injuries,1578074400,1/3/2020,18,605
1/3/2020 18:50,07:07.1,2100 Hamilton Place Blvd,CHATTANOOGA,35.034346,-85.159481,ACC2-MVC No Injuries,1578074400,1/3/2020,18,232
1/3/2020 18:49,02:49.9,1100 Interstate 75 Nb,CHATTANOOGA,35.082723,-85.078179,ACC2-MVC No Injuries,1578074400,1/3/2020,18,423
1/3/2020 18:48,53:34.1,2020 Gunbarrel Rd,CHATTANOOGA,35.030942,-85.155149,ACC2-MVC No Injuries,1578074400,1/3/2020,18,196
1/3/2020 18:46,20:55.4,96 Walnut St,CHATTANOOGA,35.0558,-85.307606,ACC2-MVC No Injuries,1578074400,1/3/2020,18,317
1/3/2020 18:43,36:22.7,5466 Highway 153,CHATTANOOGA,35.139635,-85.247651,ACC2-MVC No Injuries,1578074400,1/3/2020,18,605
1/3/2020 18:46,1/3/2020 19:18,2501 Riverside Dr,CHATTANOOGA,35.069701,-85.261949,ACC2-MVC No Injuries,1578074400,1/3/2020,18,361
1/3/2020 18:35,02:27.9,5300 Ringgold Rd,EAST RIDGE,34.994961,-85.235357,ACC2-MVC No Injuries,1578074400,1/3/2020,18,
1/3/2020 18:34,1/3/2020 18:37,18100 Interstate 24 Eb,CHATTANOOGA,35.016491,-85.28069,ACC2-MVC No Injuries,1578074400,1/3/2020,18,139
1/3/2020 18:33,1/3/2020 19:09,OLD RINGGOLD RD / CHICKALILLY DR,EAST RIDGE,35.010209,-85.267746,ACC3-MVC Unknown Injuries,1578074400,1/3/2020,18,101
1/3/2020 18:32,47:43.0,OLD RINGGOLD RD / CHICKALILLY DR,EAST RIDGE,35.010209,-85.267746,ACC3-MVC Unknown Injuries,1578074400,1/3/2020,18,101
