Accident,Longitude,Latitude,Unix,Hour,Date,Join_Count,GRID_ID,Grid_Num,NBR_LANES,TY_TERRAIN,FUNC_CLASS,cloudCover,dewPoint,humidity,precipIntensity,pressure,temperature,uvIndex,visibility,windSpeed,Rain,Cloudy,Foggy,Snow,Clear,RainBefore,DayFrame,WeekDay,DayOfWeek
1,-85.163809,35.116782,1577894400,16,1/1/2020,11,AP-13,549,2,2,19,0.28,29.42,0.57,0.0011,1019.2,43.81,2,10,2.71,0,0,0,0,1,0,4,1,2
1,-85.121616,35.122999,1577898000,17,1/1/2020,75,AV-12,576,2,2,14,0.32,27.26,0.45,0,1017.9,47.69,2,10,3.24,0,1,0,0,0,0,4,1,2
1,-85.30142,35.07758,1577898000,17,1/1/2020,98,X-17,393,2,2,19,0.32,27.25,0.45,0,1017.9,47.72,2,10,3.36,0,1,0,0,0,0,4,1,2
1,-85.30963,35.052211,1577898000,17,1/1/2020,999,W-20,282,2,2,16,0.32,27.07,0.44,0,1017.9,48,2,10,3.37,0,1,0,0,0,0,4,1,2
1,-85.164076,35.117088,1577901600,18,1/1/2020,11,AP-13,549,2,2,19,0.3,25.15,0.35,0,1016.8,52.17,2,10,3.61,0,0,0,0,1,0,4,1,2
1,-85.147887,35.052925,1577901600,18,1/1/2020,164,AS-20,304,2,2,16,0.32,24.12,0.33,0,1017,52.27,2,10,3.58,0,1,0,0,0,0,4,1,2
1,-85.156295,35.046625,1577901600,18,1/1/2020,183,AR-21,267,2,2,19,0.32,23.93,0.33,0,1017,52.27,2,10,3.59,0,1,0,0,0,0,4,1,2
1,-85.187615,35.045502,1577905200,19,1/1/2020,87,AM-21,262,2,2,19,0.3,20.79,0.27,0,1016.2,53.9,2,10,3.55,0,0,0,0,1,0,1,1,2
1,-85.290968,35.001516,1577916000,22,1/1/2020,250,Y-26,63,2,2,19,0.26,23.04,0.32,0,1015.7,52.15,0,10,2.5,0,0,0,0,1,0,1,1,2
1,-85.290968,35.001516,1577916000,22,1/1/2020,250,Y-26,63,2,2,19,0.26,23.04,0.32,0,1015.7,52.15,0,10,2.5,0,0,0,0,1,0,1,1,2
1,-85.290968,35.001516,1577916000,22,1/1/2020,250,Y-26,63,2,2,19,0.26,23.04,0.32,0,1015.7,52.15,0,10,2.5,0,0,0,0,1,0,1,1,2
1,-85.258224,35.020356,1577919600,23,1/1/2020,91,AD-24,142,2,2,19,0.24,25.38,0.42,0.0004,1015.5,47.28,0,10,2.07,0,0,0,0,1,0,1,1,2
1,-85.206604,35.057568,1577919600,23,1/1/2020,14,AK-19,331,2,2,19,0.25,25.96,0.43,0,1015.7,47.61,0,10,1.75,0,0,0,0,1,0,1,1,2
1,-85.198864,35.066104,1577919600,23,1/1/2020,181,AL-19,332,2,2,12,0.25,26.1,0.43,0,1015.6,47.48,0,10,1.99,0,0,0,0,1,0,1,1,2
1,-85.198864,35.066104,1577919600,23,1/1/2020,181,AL-19,332,2,2,12,0.25,26.1,0.43,0,1015.6,47.48,0,10,1.99,0,0,0,0,1,0,1,1,2
1,-85.181912,35.016889,1578006000,23,1/2/2020,626,AN-25,112,2,2,14,0.99,44.82,0.9,0.1296,1010.4,47.75,0,4.379,5.48,1,0,0,0,0,1,1,1,3
1,-85.244244,35.130609,1578006000,23,1/2/2020,689,AF-11,586,4,2,14,0.99,43.48,0.89,0.1055,1010.1,46.54,0,3.371,6.75,1,0,0,0,0,1,1,1,3
1,-85.234354,35.143564,1578002400,22,1/2/2020,139,AG-9,627,2,2,19,1,42.97,0.9,0.0968,1010.9,45.87,0,4.634,6.38,1,0,0,0,0,1,1,1,3
1,-85.328307,35.013733,1578002400,22,1/2/2020,375,T-25,93,2,2,19,1,43.21,0.89,0.1017,1010.7,46.4,0,5.184,6.69,1,0,0,0,0,1,1,1,3
1,-85.220213,35.009919,1578002400,22,1/2/2020,592,AI-25,107,2,2,19,1,44.29,0.9,0.0876,1011.1,47.05,0,5.27,5.41,1,0,0,0,0,1,1,1,3
1,-85.225106,35.094661,1577995200,20,1/2/2020,103,AH-15,477,4,2,12,0.99,42.6,0.92,0.0702,1012.3,44.85,1,4.733,5.28,1,0,0,0,0,1,1,1,3
1,-85.233435,35.117108,1577995200,20,1/2/2020,58,AG-12,567,2,2,12,0.99,42.37,0.92,0.0641,1012.2,44.65,1,4.322,5.34,1,0,0,0,0,1,1,1,3
1,-85.308331,35.030162,1577995200,20,1/2/2020,561,W-22,212,2,2,19,0.99,42.92,0.91,0.0762,1012.1,45.51,1,4.918,5.72,1,0,0,0,0,1,1,1,3
1,-85.308331,35.030162,1577995200,20,1/2/2020,561,W-22,212,2,2,19,0.99,42.92,0.91,0.0762,1012.1,45.51,1,4.918,5.72,1,0,0,0,0,1,1,1,3
1,-85.305288,35.044821,1577991600,19,1/2/2020,543,W-21,246,2,2,17,0.95,43.04,0.91,0.028,1013.2,45.47,2,7.568,5.77,1,0,0,0,0,1,1,1,3
1,-85.313248,35.104584,1577991600,19,1/2/2020,11,V-14,501,2,2,19,0.95,42.42,0.92,0.0269,1013.2,44.67,2,6.302,5.94,1,0,0,0,0,1,1,1,3
1,-85.171235,35.073087,1577991600,19,1/2/2020,77,AO-17,410,2,2,19,0.94,42.62,0.91,0.0279,1013.4,44.96,2,7.421,6.17,1,0,0,0,0,1,1,1,3
1,-85.307896,35.1105,1577991600,19,1/2/2020,27,W-13,534,2,2,19,0.95,42.38,0.92,0.0268,1013.2,44.6,2,6.283,5.94,1,0,0,0,0,1,1,1,3
1,-85.131662,35.059495,1577988000,18,1/2/2020,262,AU-19,341,5,2,16,0.97,42.35,0.92,0.0273,1014.7,44.46,2,10,6.25,1,0,0,0,0,1,4,1,3
1,-85.131659,35.059496,1577988000,18,1/2/2020,262,AU-19,341,5,2,16,0.97,42.35,0.92,0.0273,1014.7,44.46,2,10,6.25,1,0,0,0,0,1,4,1,3
1,-85.131659,35.059496,1577988000,18,1/2/2020,262,AU-19,341,5,2,16,0.97,42.35,0.92,0.0273,1014.7,44.46,2,10,6.25,1,0,0,0,0,1,4,1,3
1,-85.131539,35.059567,1577988000,18,1/2/2020,262,AU-19,341,5,2,16,0.97,42.35,0.92,0.0273,1014.7,44.46,2,10,6.25,1,0,0,0,0,1,4,1,3
1,-85.245882,35.025185,1577988000,18,1/2/2020,485,AE-23,183,2,2,19,0.98,42.72,0.94,0.0291,1014.6,44.4,2,10,4.81,1,0,0,0,0,1,4,1,3
1,-85.246419,35.023643,1577988000,18,1/2/2020,485,AE-23,183,2,2,19,0.98,42.72,0.94,0.0291,1014.6,44.4,2,10,4.81,1,0,0,0,0,1,4,1,3
1,-85.223574,35.145398,1577988000,18,1/2/2020,97,AH-9,628,2,2,19,0.96,41.1,0.91,0.0284,1014.5,43.46,2,7.027,6.01,1,0,0,0,0,1,4,1,3
1,-85.252059,35.014516,1577988000,18,1/2/2020,501,AD-25,102,2,2,19,0.98,42.65,0.93,0.0284,1014.6,44.47,2,10,4.86,1,0,0,0,0,1,4,1,3
1,-85.158404,35.047421,1577984400,17,1/2/2020,92,AQ-20,302,2,2,19,0.99,40.69,0.91,0.0596,1015.9,43.28,2,7.755,6.32,1,0,0,0,0,1,4,1,3
1,-85.183996,35.03064,1577984400,17,1/2/2020,535,AN-23,192,5,2,14,1,41.98,0.92,0.0604,1016.2,44.14,2,6.354,6.01,1,0,0,0,0,1,4,1,3
1,-85.242385,35.022191,1577984400,17,1/2/2020,259,AF-24,144,2,2,19,1,41.72,0.92,0.0614,1015.9,43.78,2,7.132,5.36,1,0,0,0,0,1,4,1,3
1,-85.187047,35.079614,1577984400,17,1/2/2020,174,AM-17,408,2,2,19,0.99,40.54,0.91,0.0591,1015.8,42.99,2,7.586,6.17,1,0,0,0,0,1,4,1,3
1,-85.27098,35.10998,1577984400,17,1/2/2020,83,AB-14,505,2,2,19,0.98,40.13,0.91,0.0601,1015.6,42.48,2,7.855,5.86,1,0,0,0,0,1,4,1,3
1,-85.18896,35.019181,1577984400,17,1/2/2020,173,AM-24,151,2,2,14,1,41.94,0.92,0.0604,1016.1,44.15,2,6.617,5.86,1,0,0,0,0,1,4,1,3
1,-85.302106,35.043222,1577984400,17,1/2/2020,543,W-21,246,2,2,17,0.99,41.33,0.91,0.0653,1015.6,43.7,2,8.036,5.35,1,0,0,0,0,1,4,1,3
1,-85.290403,34.994867,1577984400,17,1/2/2020,256,Y-27,41,2,2,19,1,40.98,0.91,0.0658,1015.6,43.35,2,8.119,5.09,1,0,0,0,0,1,4,1,3
1,-85.191917,35.086219,1577984400,17,1/2/2020,260,AM-16,447,2,2,19,0.99,40.47,0.91,0.0588,1015.8,42.88,2,7.716,6.21,1,0,0,0,0,1,4,1,3
1,-85.310189,35.026626,1577980800,16,1/2/2020,221,W-23,175,8,2,11,0.95,40.25,0.9,0.0452,1016.4,42.98,2,9.021,5.63,1,0,0,0,0,1,4,1,3
1,-85.200274,35.008246,1577980800,16,1/2/2020,833,AK-25,109,8,2,11,0.97,41.15,0.91,0.0381,1016.8,43.66,2,8.896,5.36,1,0,0,0,0,1,4,1,3
1,-85.158706,35.034528,1577980800,16,1/2/2020,884,AQ-22,232,2,2,17,0.96,40.07,0.88,0.0408,1016.7,43.32,2,8.924,6.28,1,0,0,0,0,1,4,1,3
1,-85.163861,35.035266,1577980800,16,1/2/2020,174,AP-22,231,2,2,19,0.96,40.04,0.88,0.0411,1016.7,43.39,2,8.932,6.03,1,0,0,0,0,1,4,1,3
1,-85.26938,35.016904,1577977200,15,1/2/2020,322,AB-25,101,2,2,19,0.99,39.64,0.89,0.0442,1016.9,42.72,1,8.864,5.5,1,0,0,0,0,1,4,1,3
1,-85.364611,35.026282,1577977200,15,1/2/2020,402,O-23,168,4,2,19,0.98,39.15,0.89,0.0528,1016.6,42.27,1,8.477,5.24,1,0,0,0,0,1,4,1,3
1,-85.122343,35.03109,1577977200,15,1/2/2020,54,AV-23,200,2,2,19,1,39.03,0.86,0.0398,1017,42.8,1,9.009,6.97,1,0,0,0,0,1,4,1,3
1,-85.306529,35.053585,1577977200,15,1/2/2020,999,W-20,282,2,2,16,0.98,38.99,0.88,0.0489,1016.7,42.31,1,8.821,5.58,1,0,0,0,0,1,4,1,3
1,-85.390058,34.995454,1577977200,15,1/2/2020,28,L-27,30,2,2,16,0.98,39.56,0.89,0.0569,1016.6,42.45,1,8.25,5.06,1,0,0,0,0,1,4,1,3
1,-85.197073,35.037454,1577977200,15,1/2/2020,68,AL-22,227,2,2,19,1,40.73,0.87,0.0166,1017.4,44.35,1,8.152,4.88,1,0,0,0,0,1,4,1,3
1,-85.273287,34.998151,1577973600,14,1/2/2020,61,AA-26,65,2,2,19,1,38.07,0.85,0.0277,1016.4,42.36,0,9.987,5.04,1,0,0,0,0,0,4,1,3
1,-85.227148,35.005132,1577973600,14,1/2/2020,486,AH-26,68,2,2,19,1,37.45,0.83,0.0219,1016.4,42.28,0,10,5.15,1,0,0,0,0,0,4,1,3
1,-85.1819,35.031302,1577973600,14,1/2/2020,535,AN-23,192,5,2,14,1,37.27,0.83,0.015,1016.2,42.19,0,10,5.35,1,0,0,0,0,0,4,1,3
1,-85.261004,35.114607,1577973600,14,1/2/2020,176,AC-13,539,2,2,19,0.98,36.82,0.84,0.0217,1016.3,41.19,0,9.969,5.78,1,0,0,0,0,0,4,1,3
1,-85.26894,35.016958,1577973600,14,1/2/2020,322,AB-25,101,2,2,19,0.99,38.03,0.85,0.0267,1016.3,42.28,0,10,5.1,1,0,0,0,0,0,4,1,3
1,-85.195944,35.084423,1577973600,14,1/2/2020,168,AL-17,407,2,2,19,0.99,36.97,0.83,0.0195,1016.3,41.77,0,10,5.84,1,0,0,0,0,0,4,1,3
1,-85.268996,35.022993,1577973600,14,1/2/2020,399,AB-24,140,2,2,19,0.99,37.73,0.84,0.0264,1016.3,42.08,0,9.998,5.14,1,0,0,0,0,0,4,1,3
1,-85.263069,35.116283,1577973600,14,1/2/2020,176,AC-12,563,2,2,16,0.97,36.88,0.85,0.0226,1016.3,41.13,0,9.962,5.83,1,0,0,0,0,0,4,1,3
1,-85.226983,35.0124,1577973600,14,1/2/2020,563,AH-25,106,2,2,19,1,37.4,0.83,0.0203,1016.3,42.18,0,10,5.1,1,0,0,0,0,0,4,1,3
1,-85.226983,35.0124,1577973600,14,1/2/2020,563,AH-25,106,2,2,19,1,37.4,0.83,0.0203,1016.3,42.18,0,10,5.1,1,0,0,0,0,0,4,1,3
1,-85.227338,35.012538,1577973600,14,1/2/2020,563,AH-25,106,2,2,19,1,37.4,0.83,0.0203,1016.3,42.18,0,10,5.1,1,0,0,0,0,0,4,1,3
1,-85.227338,35.012538,1577973600,14,1/2/2020,563,AH-25,106,2,2,19,1,37.4,0.83,0.0203,1016.3,42.18,0,10,5.1,1,0,0,0,0,0,4,1,3
1,-85.226983,35.0124,1577973600,14,1/2/2020,563,AH-25,106,2,2,19,1,37.4,0.83,0.0203,1016.3,42.18,0,10,5.1,1,0,0,0,0,0,4,1,3
1,-85.227338,35.012538,1577973600,14,1/2/2020,563,AH-25,106,2,2,19,1,37.4,0.83,0.0203,1016.3,42.18,0,10,5.1,1,0,0,0,0,0,4,1,3
1,-85.385899,35.016395,1577970000,13,1/2/2020,111,L-25,85,2,2,11,0.97,36.09,0.77,0.0105,1015.6,42.77,0,10,4.51,1,0,0,0,0,0,3,1,3
1,-85.385899,35.016395,1577970000,13,1/2/2020,111,L-25,85,2,2,11,0.97,36.09,0.77,0.0105,1015.6,42.77,0,10,4.51,1,0,0,0,0,0,3,1,3
1,-85.385899,35.016395,1577970000,13,1/2/2020,111,L-25,85,2,2,11,0.97,36.09,0.77,0.0105,1015.6,42.77,0,10,4.51,1,0,0,0,0,0,3,1,3
1,-85.157485,35.083387,1577970000,13,1/2/2020,17,AQ-16,451,2,2,17,1,35.17,0.74,0.0069,1015.8,43.04,0,10,5.6,0,1,0,0,0,0,3,1,3
1,-85.328461,35.010378,1577970000,13,1/2/2020,375,T-25,93,2,2,19,0.98,35.91,0.76,0.0098,1015.7,42.81,0,10,4.51,1,0,0,0,0,0,3,1,3
1,-85.149942,35.05224,1577966400,12,1/2/2020,63,AR-20,303,2,2,19,0.98,32.78,0.65,0.0028,1015.3,43.79,0,10,5.75,0,1,0,0,0,0,3,1,3
1,-85.3177,35.08413,1577962800,11,1/2/2020,350,U-16,430,2,2,12,0.98,30.98,0.61,0.0005,1014.8,43.69,0,10,5.34,0,1,0,0,0,0,3,1,3
1,-85.281442,35.005544,1577962800,11,1/2/2020,134,Z-26,64,2,2,19,0.98,30.53,0.59,0.0005,1014.9,43.84,0,10,4.9,0,1,0,0,0,0,3,1,3
1,-85.281442,35.005544,1577962800,11,1/2/2020,134,Z-26,64,2,2,19,0.98,30.53,0.59,0.0005,1014.9,43.84,0,10,4.9,0,1,0,0,0,0,3,1,3
1,-85.281442,35.005544,1577962800,11,1/2/2020,134,Z-26,64,2,2,19,0.98,30.53,0.59,0.0005,1014.9,43.84,0,10,4.9,0,1,0,0,0,0,3,1,3
1,-85.281564,35.005304,1577962800,11,1/2/2020,134,Z-26,64,2,2,19,0.98,30.53,0.59,0.0005,1014.9,43.84,0,10,4.9,0,1,0,0,0,0,3,1,3
1,-85.159806,35.094968,1577959200,10,1/2/2020,8,AQ-15,486,2,2,17,0.96,29.94,0.59,0,1015.2,43.26,0,10,5.47,0,1,0,0,0,0,3,1,3
1,-85.176412,35.069285,1577959200,10,1/2/2020,24,AO-18,373,2,2,19,0.95,30.19,0.58,0,1015.2,43.8,0,10,4.79,0,1,0,0,0,0,3,1,3
1,-85.313613,35.027795,1577955600,9,1/2/2020,679,V-23,174,2,2,19,0.96,29.27,0.58,0.001,1015.6,43.02,0,10,4.25,0,1,0,0,0,0,2,1,3
1,-85.273333,35.017501,1577952000,8,1/2/2020,882,AA-24,139,2,2,19,0.91,28.58,0.58,0.001,1015.8,42.24,0,10,3.8,0,1,0,0,0,0,2,1,3
1,-85.189339,35.054079,1577948400,7,1/2/2020,267,AM-20,298,4,2,14,0.83,29.05,0.57,0,1015.5,43.27,0,10,5.24,0,1,0,0,0,0,2,1,3
1,-85.240821,35.108072,1577948400,7,1/2/2020,27,AF-14,509,4,2,16,0.84,28.58,0.6,0.0015,1015.3,41.34,0,10,4.93,0,1,0,0,0,0,2,1,3
1,-85.302365,35.049178,1578088800,22,1/3/2020,430,X-21,247,2,2,19,0.86,56.36,0.96,0.0419,1010.9,57.46,0,8.845,4.68,1,0,0,0,0,1,1,1,4
1,-85.360691,35.034197,1578085200,21,1/3/2020,29,O-22,206,2,2,19,0.88,56.5,0.97,0.0496,1010.4,57.28,1,8.843,5.09,1,0,0,0,0,1,1,1,4
1,-85.149705,35.037485,1578081600,20,1/3/2020,1359,AR-22,233,4,2,19,0.94,55.88,0.94,0.0326,1009.9,57.45,1,6.889,4.64,1,0,0,0,0,1,1,1,4
1,-85.169605,35.074566,1578078000,19,1/3/2020,146,AP-18,374,2,2,19,0.88,55.17,0.97,0.0212,1010.2,55.95,2,4.935,4.27,1,0,0,0,0,1,1,1,4
1,-85.189464,35.018333,1578078000,19,1/3/2020,173,AM-24,151,2,2,14,0.93,55.64,0.98,0.0192,1009.9,56.13,2,4.033,3.83,1,0,0,0,0,1,1,1,4
1,-85.2603,35.054131,1578078000,19,1/3/2020,221,AC-20,288,2,2,19,0.91,55.47,0.97,0.0202,1010.2,56.27,2,4.735,3.91,1,0,0,0,0,1,1,1,4
1,-85.276601,35.017328,1578078000,19,1/3/2020,882,AA-24,139,2,2,19,0.91,55.63,0.96,0.0171,1010.2,56.63,2,5.167,3.71,1,0,0,0,0,1,1,1,4
1,-85.242389,35.13371,1578078000,19,1/3/2020,689,AF-11,586,4,2,14,0.88,55.2,0.98,0.0218,1010.2,55.89,2,4.188,4.1,1,0,0,0,0,1,1,1,4
1,-85.17402,35.07443,1578078000,19,1/3/2020,77,AO-17,410,2,2,19,0.88,55.15,0.97,0.0218,1010.2,55.91,2,4.864,4.26,1,0,0,0,0,1,1,1,4
1,-85.17402,35.07443,1578078000,19,1/3/2020,77,AO-17,410,2,2,19,0.88,55.15,0.97,0.0218,1010.2,55.91,2,4.864,4.26,1,0,0,0,0,1,1,1,4
1,-85.17402,35.07443,1578074400,18,1/3/2020,77,AO-17,410,2,2,19,0.95,54.44,0.98,0.0211,1010.8,54.91,2,4.346,2.73,1,0,0,0,0,1,4,1,4
1,-85.246645,35.138872,1578074400,18,1/3/2020,430,AE-10,605,6,2,14,0.96,54.65,1,0.0265,1010.8,54.75,2,3.774,3.18,1,0,0,0,0,1,4,1,4
1,-85.246645,35.138872,1578074400,18,1/3/2020,430,AE-10,605,6,2,14,0.96,54.65,1,0.0265,1010.8,54.75,2,3.774,3.18,1,0,0,0,0,1,4,1,4
1,-85.246645,35.138872,1578074400,18,1/3/2020,430,AE-10,605,6,2,14,0.96,54.65,1,0.0265,1010.8,54.75,2,3.774,3.18,1,0,0,0,0,1,4,1,4
1,-85.247651,35.139635,1578074400,18,1/3/2020,430,AE-10,605,6,2,14,0.96,54.65,1,0.0265,1010.8,54.75,2,3.774,3.18,1,0,0,0,0,1,4,1,4
1,-85.24787,35.138682,1578074400,18,1/3/2020,430,AE-10,605,6,2,14,0.96,54.65,1,0.0265,1010.8,54.75,2,3.774,3.18,1,0,0,0,0,1,4,1,4
1,-85.159481,35.034346,1578074400,18,1/3/2020,884,AQ-22,232,2,2,17,0.95,54.92,0.99,0.0205,1010.8,55.32,2,4.125,2.45,1,0,0,0,0,1,4,1,4
1,-85.078179,35.082723,1578074400,18,1/3/2020,322,BB-17,423,2,2,19,0.94,54.64,0.99,0.0148,1010.9,54.89,2,5.696,3.07,1,0,0,0,0,1,4,1,4
1,-85.155149,35.030942,1578074400,18,1/3/2020,648,AR-23,196,2,2,17,0.95,54.94,0.99,0.0133,1010.8,55.31,2,4.299,2.59,1,0,0,0,0,1,4,1,4
1,-85.307606,35.0558,1578074400,18,1/3/2020,450,W-19,317,2,2,19,0.95,54.76,0.98,0.0215,1010.8,55.24,2,3.711,2.78,1,0,0,0,0,1,4,1,4
1,-85.261949,35.069701,1578074400,18,1/3/2020,18,AC-18,361,2,2,19,0.95,54.58,0.98,0.0215,1010.8,55.03,2,3.636,2.74,1,0,0,0,0,1,4,1,4
1,-85.28069,35.016491,1578074400,18,1/3/2020,882,AA-24,139,2,2,19,0.95,54.85,0.98,0.0168,1010.8,55.35,2,3.747,2.56,1,0,0,0,0,1,4,1,4
1,-85.28069,35.016491,1578074400,18,1/3/2020,882,AA-24,139,2,2,19,0.95,54.85,0.98,0.0168,1010.8,55.35,2,3.747,2.56,1,0,0,0,0,1,4,1,4
1,-85.267746,35.010209,1578074400,18,1/3/2020,322,AB-25,101,2,2,19,0.95,54.7,1,0.0162,1010.8,54.7,2,3.727,2.53,1,0,0,0,0,1,4,1,4
1,-85.267746,35.010209,1578074400,18,1/3/2020,322,AB-25,101,2,2,19,0.95,54.7,1,0.0162,1010.8,54.7,2,3.727,2.53,1,0,0,0,0,1,4,1,4
1,-85.273628,34.987189,1578074400,18,1/3/2020,45,AB-28,20,2,2,19,0.94,54.78,1,0.014,1010.8,54.8,2,3.903,2.57,1,0,0,0,0,1,4,1,4
1,-85.261663,35.141736,1578074400,18,1/3/2020,81,AC-9,623,2,2,19,0.96,54.54,1,0.0277,1010.8,54.54,2,3.692,3.22,1,0,0,0,0,1,4,1,4
1,-85.260189,35.141396,1578074400,18,1/3/2020,81,AC-9,623,2,2,19,0.96,54.54,1,0.0277,1010.8,54.54,2,3.692,3.22,1,0,0,0,0,1,4,1,4
1,-85.252059,35.014516,1578074400,18,1/3/2020,501,AD-25,102,2,2,19,0.95,54.69,1,0.0166,1010.8,54.74,2,3.615,2.44,1,0,0,0,0,1,4,1,4
1,-85.252059,35.014516,1578074400,18,1/3/2020,501,AD-25,102,2,2,19,0.95,54.69,1,0.0166,1010.8,54.74,2,3.615,2.44,1,0,0,0,0,1,4,1,4
1,-85.252059,35.014516,1578074400,18,1/3/2020,501,AD-25,102,2,2,19,0.95,54.69,1,0.0166,1010.8,54.74,2,3.615,2.44,1,0,0,0,0,1,4,1,4
1,-85.07423,35.062983,1578074400,18,1/3/2020,48,BB-19,347,4,2,14,0.94,54.74,0.99,0.0142,1010.9,54.92,2,5.563,3.07,1,0,0,0,0,1,4,1,4
1,-85.249642,35.152639,1578074400,18,1/3/2020,447,AE-8,642,2,2,19,0.96,54.69,1,0.0283,1010.8,54.69,2,3.76,3.26,1,0,0,0,0,1,4,1,4
1,-85.249642,35.152639,1578074400,18,1/3/2020,447,AE-8,642,2,2,19,0.96,54.69,1,0.0283,1010.8,54.69,2,3.76,3.26,1,0,0,0,0,1,4,1,4
1,-85.051507,35.105349,1578074400,18,1/3/2020,124,BF-14,526,2,2,19,0.95,54.49,0.98,0.0153,1010.9,54.92,2,6.28,3.08,1,0,0,0,0,1,4,1,4
1,-85.292582,35.005752,1578074400,18,1/3/2020,164,Y-25,98,2,2,19,0.94,54.94,0.98,0.0162,1010.8,55.57,2,3.839,2.74,1,0,0,0,0,1,4,1,4
1,-85.292582,35.005752,1578074400,18,1/3/2020,164,Y-25,98,2,2,19,0.94,54.94,0.98,0.0162,1010.8,55.57,2,3.839,2.74,1,0,0,0,0,1,4,1,4
1,-85.292582,35.005752,1578074400,18,1/3/2020,164,Y-25,98,2,2,19,0.94,54.94,0.98,0.0162,1010.8,55.57,2,3.839,2.74,1,0,0,0,0,1,4,1,4
1,-85.310881,35.050618,1578074400,18,1/3/2020,999,W-20,282,2,2,16,0.95,54.98,0.98,0.0208,1010.8,55.47,2,3.731,2.74,1,0,0,0,0,1,4,1,4
1,-85.259012,35.019636,1578070800,17,1/3/2020,206,AC-24,141,2,2,19,0.82,53.6,0.99,0.0197,1011.4,53.97,2,8.942,1.64,1,0,0,0,0,1,4,1,4
1,-85.259012,35.019636,1578070800,17,1/3/2020,206,AC-24,141,2,2,19,0.82,53.6,0.99,0.0197,1011.4,53.97,2,8.942,1.64,1,0,0,0,0,1,4,1,4
1,-85.254192,35.015818,1578070800,17,1/3/2020,501,AD-25,102,2,2,19,0.82,53.72,0.99,0.0196,1011.5,54.1,2,8.809,1.57,1,0,0,0,0,1,4,1,4
1,-85.249642,35.152639,1578070800,17,1/3/2020,447,AE-8,642,2,2,19,0.85,53.68,0.98,0.0212,1011.3,54.27,2,9.187,2.58,1,0,0,0,0,1,4,1,4
