Latitude,Longitude,Hour,WeekDay,WeekEnd,Visibility,Precipitation_Intensity,Precip_Intensity_Max,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Grid_Block,Grid_Row,Grid_Col,Highway,Land_Use_Mode,Road_Count,Event,Conditions,EventBefore,ConditionBefore,Precipitation_Type
34.9996,-85.21306818,0,,,,,,,,,,,,67,,,0,7,18,,,,,
34.9996,-85.20511364,0,,,,,,,,,,,,68,,,0,7,22,,,,,
34.9996,-85.19715909,0,,,,,,,,,,,,69,,,0,7,26,,,,,
34.9996,-85.18920455,0,,,,,,,,,,,,70,,,0,7,17,,,,,
34.9996,-85.18125,0,,,,,,,,,,,,71,,,0,7,10,,,,,
34.9996,-85.17329545,0,,,,,,,,,,,,72,,,1,7,5,,,,,
34.9996,-85.16534091,0,,,,,,,,,,,,73,,,1,2,1,,,,,
34.9996,-85.15738636,0,,,,,,,,,,,,74,,,0,9,1,,,,,
34.9996,-85.14943182,0,,,,,,,,,,,,75,,,0,7,10,,,,,
34.9996,-85.14147727,0,,,,,,,,,,,,76,,,0,7,5,,,,,
34.9996,-85.13352273,0,,,,,,,,,,,,77,,,0,7,6,,,,,
34.9996,-85.12556818,0,,,,,,,,,,,,78,,,0,7,1,,,,,
34.9996,-85.11761364,0,,,,,,,,,,,,79,,,0,7,9,,,,,
34.9996,-85.10965909,0,,,,,,,,,,,,80,,,0,7,13,,,,,
34.9996,-85.10170455,0,,,,,,,,,,,,81,,,0,7,15,,,,,
34.9996,-85.09375,0,,,,,,,,,,,,82,,,0,7,13,,,,,
34.9996,-85.08579545,0,,,,,,,,,,,,83,,,0,7,8,,,,,
34.9996,-85.07784091,0,,,,,,,,,,,,84,,,0,7,7,,,,,
34.9996,-85.06988636,0,,,,,,,,,,,,85,,,0,7,9,,,,,
34.9996,-85.06193182,0,,,,,,,,,,,,86,,,0,7,4,,,,,
34.9996,-85.05397727,0,,,,,,,,,,,,87,,,0,7,6,,,,,
35.006,-85.39602273,0,,,,,,,,,,,,88,,,0,7,7,,,,,
35.006,-85.38806818,0,,,,,,,,,,,,89,,,0,7,3,,,,,
35.006,-85.38011364,0,,,,,,,,,,,,90,,,0,7,1,,,,,
35.006,-85.37215909,0,,,,,,,,,,,,91,,,0,7,8,,,,,
35.006,-85.36420455,0,,,,,,,,,,,,92,,,0,7,6,,,,,
35.006,-85.34034091,0,,,,,,,,,,,,95,,,1,0,2,,,,,
35.006,-85.33238636,0,,,,,,,,,,,,96,,,1,0,2,,,,,
35.006,-85.32443182,0,,,,,,,,,,,,97,,,0,5,3,,,,,
35.006,-85.31647727,0,,,,,,,,,,,,98,,,0,5,1,,,,,
35.006,-85.30852273,0,,,,,,,,,,,,99,,,0,0,0,,,,,
35.006,-85.30056818,0,,,,,,,,,,,,100,,,0,0,0,,,,,
35.006,-85.29261364,0,,,,,,,,,,,,101,,,0,7,14,,,,,
35.006,-85.28465909,0,,,,,,,,,,,,102,,,0,7,14,,,,,
35.006,-85.27670455,0,,,,,,,,,,,,103,,,0,7,14,,,,,
35.006,-85.26875,0,,,,,,,,,,,,104,,,0,7,17,,,,,
35.006,-85.26079545,0,,,,,,,,,,,,105,,,0,7,29,,,,,
35.006,-85.25284091,0,,,,,,,,,,,,106,,,0,7,19,,,,,
35.006,-85.24488636,0,,,,,,,,,,,,107,,,0,7,13,,,,,
35.006,-85.23693182,0,,,,,,,,,,,,108,,,0,7,22,,,,,
35.006,-85.22897727,0,,,,,,,,,,,,109,,,0,7,20,,,,,
35.006,-85.22102273,0,,,,,,,,,,,,110,,,0,7,20,,,,,
35.006,-85.21306818,0,,,,,,,,,,,,111,,,0,7,17,,,,,
35.006,-85.20511364,0,,,,,,,,,,,,112,,,0,7,19,,,,,
35.006,-85.19715909,0,,,,,,,,,,,,113,,,0,7,17,,,,,
35.006,-85.18920455,0,,,,,,,,,,,,114,,,0,7,20,,,,,
35.006,-85.18125,0,,,,,,,,,,,,115,,,1,7,23,,,,,
35.006,-85.17329545,0,,,,,,,,,,,,116,,,1,7,18,,,,,
35.006,-85.16534091,0,,,,,,,,,,,,117,,,1,7,17,,,,,
35.006,-85.15738636,0,,,,,,,,,,,,118,,,1,2,10,,,,,
35.006,-85.14943182,0,,,,,,,,,,,,119,,,1,2,4,,,,,
35.006,-85.14147727,0,,,,,,,,,,,,120,,,1,4,1,,,,,
35.006,-85.13352273,0,,,,,,,,,,,,121,,,0,7,5,,,,,
35.006,-85.12556818,0,,,,,,,,,,,,122,,,0,7,7,,,,,
35.006,-85.11761364,0,,,,,,,,,,,,123,,,0,7,9,,,,,
35.006,-85.10965909,0,,,,,,,,,,,,124,,,0,7,5,,,,,
35.006,-85.10170455,0,,,,,,,,,,,,125,,,0,4,3,,,,,
35.006,-85.09375,0,,,,,,,,,,,,126,,,0,7,8,,,,,
35.006,-85.08579545,0,,,,,,,,,,,,127,,,0,7,9,,,,,
35.006,-85.07784091,0,,,,,,,,,,,,128,,,0,7,4,,,,,
35.006,-85.06988636,0,,,,,,,,,,,,129,,,0,7,13,,,,,
35.006,-85.05397727,0,,,,,,,,,,,,131,,,0,7,13,,,,,
35.0124,-85.39602273,0,,,,,,,,,,,,132,,,0,7,16,,,,,
35.0124,-85.38806818,0,,,,,,,,,,,,133,,,0,7,5,,,,,
35.0124,-85.38011364,0,,,,,,,,,,,,134,,,0,7,5,,,,,
35.0124,-85.37215909,0,,,,,,,,,,,,135,,,0,0,3,,,,,
35.0124,-85.36420455,0,,,,,,,,,,,,136,,,0,0,1,,,,,
35.0124,-85.35625,0,,,,,,,,,,,,137,,,0,0,0,,,,,
35.0124,-85.34829545,0,,,,,,,,,,,,138,,,0,7,13,,,,,
35.0124,-85.34034091,0,,,,,,,,,,,,139,,,0,7,16,,,,,
35.0124,-85.33238636,0,,,,,,,,,,,,140,,,0,0,3,,,,,
35.0124,-85.32443182,0,,,,,,,,,,,,141,,,1,0,6,,,,,
35.0124,-85.31647727,0,,,,,,,,,,,,142,,,0,5,2,,,,,
35.0124,-85.30852273,0,,,,,,,,,,,,143,,,0,4,2,,,,,
35.0124,-85.30056818,0,,,,,,,,,,,,144,,,0,7,1,,,,,
35.0124,-85.29261364,0,,,,,,,,,,,,145,,,0,7,1,,,,,
35.0124,-85.28465909,0,,,,,,,,,,,,146,,,0,7,2,,,,,
35.0124,-85.27670455,0,,,,,,,,,,,,147,,,0,7,5,,,,,
35.0124,-85.26875,0,,,,,,,,,,,,148,,,0,0,11,,,,,
35.0124,-85.26079545,0,,,,,,,,,,,,149,,,0,0,12,,,,,
35.0124,-85.25284091,0,,,,,,,,,,,,150,,,0,7,17,,,,,
35.0124,-85.24488636,0,,,,,,,,,,,,151,,,0,0,5,,,,,
35.0124,-85.23693182,0,,,,,,,,,,,,152,,,0,7,6,,,,,
35.0124,-85.22897727,0,,,,,,,,,,,,153,,,0,0,21,,,,,
35.0124,-85.22102273,0,,,,,,,,,,,,154,,,0,7,28,,,,,
35.0124,-85.21306818,0,,,,,,,,,,,,155,,,1,7,14,,,,,
35.0124,-85.20511364,0,,,,,,,,,,,,156,,,1,7,21,,,,,
35.0124,-85.19715909,0,,,,,,,,,,,,157,,,0,7,18,,,,,
35.0124,-85.18920455,0,,,,,,,,,,,,158,,,1,7,26,,,,,
35.0124,-85.18125,0,,,,,,,,,,,,159,,,1,7,20,,,,,
35.0124,-85.17329545,0,,,,,,,,,,,,160,,,1,7,24,,,,,
35.0124,-85.16534091,0,,,,,,,,,,,,161,,,0,7,20,,,,,
35.0124,-85.15738636,0,,,,,,,,,,,,162,,,0,7,23,,,,,
35.0124,-85.14943182,0,,,,,,,,,,,,163,,,0,2,11,,,,,
35.0124,-85.14147727,0,,,,,,,,,,,,164,,,0,0,5,,,,,
35.0124,-85.13352273,0,,,,,,,,,,,,165,,,1,7,11,,,,,
35.0124,-85.12556818,0,,,,,,,,,,,,166,,,1,7,6,,,,,
35.0124,-85.11761364,0,,,,,,,,,,,,167,,,1,7,7,,,,,
35.0124,-85.10965909,0,,,,,,,,,,,,168,,,0,7,17,,,,,
35.0124,-85.10170455,0,,,,,,,,,,,,169,,,0,7,12,,,,,
35.0124,-85.09375,0,,,,,,,,,,,,170,,,0,7,10,,,,,
35.0124,-85.08579545,0,,,,,,,,,,,,171,,,0,7,9,,,,,
35.0124,-85.07784091,0,,,,,,,,,,,,172,,,0,7,15,,,,,
35.0124,-85.06988636,0,,,,,,,,,,,,173,,,0,7,10,,,,,
35.0124,-85.06193182,0,,,,,,,,,,,,174,,,0,7,9,,,,,
35.0124,-85.05397727,0,,,,,,,,,,,,175,,,0,7,8,,,,,
35.0188,-85.39602273,0,,,,,,,,,,,,176,,,0,7,18,,,,,
35.0188,-85.38806818,0,,,,,,,,,,,,177,,,0,7,17,,,,,
35.0188,-85.38011364,0,,,,,,,,,,,,178,,,0,7,8,,,,,
35.0188,-85.37215909,0,,,,,,,,,,,,179,,,0,0,3,,,,,
35.0188,-85.36420455,0,,,,,,,,,,,,180,,,0,0,1,,,,,
35.0188,-85.35625,0,,,,,,,,,,,,181,,,0,0,1,,,,,
35.0188,-85.34829545,0,,,,,,,,,,,,182,,,0,0,1,,,,,
35.0188,-85.34034091,0,,,,,,,,,,,,183,,,0,0,1,,,,,
35.0188,-85.33238636,0,,,,,,,,,,,,184,,,0,7,8,,,,,
35.0188,-85.32443182,0,,,,,,,,,,,,185,,,1,2,4,,,,,
35.0188,-85.31647727,0,,,,,,,,,,,,186,,,1,2,6,,,,,
35.0188,-85.30852273,0,,,,,,,,,,,,187,,,0,7,12,,,,,
35.0188,-85.30056818,0,,,,,,,,,,,,188,,,0,2,7,,,,,
35.0188,-85.29261364,0,,,,,,,,,,,,189,,,0,0,5,,,,,
35.0188,-85.28465909,0,,,,,,,,,,,,190,,,0,0,5,,,,,
35.0188,-85.27670455,0,,,,,,,,,,,,191,,,1,0,5,,,,,
35.0188,-85.26875,0,,,,,,,,,,,,192,,,1,0,3,,,,,
35.0188,-85.26079545,0,,,,,,,,,,,,193,,,1,2,15,,,,,
35.0188,-85.25284091,0,,,,,,,,,,,,194,,,0,0,13,,,,,
35.0188,-85.24488636,0,,,,,,,,,,,,195,,,0,5,5,,,,,
35.0188,-85.23693182,0,,,,,,,,,,,,196,,,1,7,7,,,,,
35.0188,-85.22897727,0,,,,,,,,,,,,197,,,1,2,17,,,,,
35.0188,-85.22102273,0,,,,,,,,,,,,198,,,1,7,23,,,,,
35.0188,-85.21306818,0,,,,,,,,,,,,199,,,1,7,28,,,,,
35.0188,-85.20511364,0,,,,,,,,,,,,200,,,1,7,23,,,,,
35.0188,-85.19715909,0,,,,,,,,,,,,201,,,1,7,20,,,,,
35.0188,-85.18920455,0,,,,,,,,,,,,202,,,1,7,25,,,,,
35.0188,-85.18125,0,,,,,,,,,,,,203,,,0,7,27,,,,,
35.0188,-85.17329545,0,,,,,,,,,,,,204,,,0,7,23,,,,,
35.0188,-85.16534091,0,,,,,,,,,,,,205,,,0,7,22,,,,,
35.0188,-85.15738636,0,,,,,,,,,,,,206,,,0,7,15,,,,,
35.0188,-85.14943182,0,,,,,,,,,,,,207,,,0,0,2,,,,,
35.0188,-85.14147727,0,,,,,,,,,,,,208,,,0,2,9,,,,,
35.0188,-85.13352273,0,,,,,,,,,,,,209,,,0,7,17,,,,,
35.0188,-85.12556818,0,,,,,,,,,,,,210,,,0,7,11,,,,,
35.0188,-85.11761364,0,,,,,,,,,,,,211,,,1,7,11,,,,,
35.0188,-85.10965909,0,,,,,,,,,,,,212,,,1,7,18,,,,,
35.0188,-85.10170455,0,,,,,,,,,,,,213,,,0,7,13,,,,,
35.0188,-85.09375,0,,,,,,,,,,,,214,,,0,7,9,,,,,
35.0188,-85.08579545,0,,,,,,,,,,,,215,,,0,7,7,,,,,
35.0188,-85.07784091,0,,,,,,,,,,,,216,,,0,7,9,,,,,
35.0188,-85.06988636,0,,,,,,,,,,,,217,,,0,7,10,,,,,
35.0188,-85.06193182,0,,,,,,,,,,,,218,,,0,7,11,,,,,
35.0188,-85.05397727,0,,,,,,,,,,,,219,,,0,7,4,,,,,
35.0252,-85.39602273,0,,,,,,,,,,,,220,,,0,7,12,,,,,
35.0252,-85.38806818,0,,,,,,,,,,,,221,,,0,7,11,,,,,
35.0252,-85.38011364,0,,,,,,,,,,,,222,,,0,7,6,,,,,
35.0252,-85.37215909,0,,,,,,,,,,,,223,,,0,7,3,,,,,
35.0252,-85.36420455,0,,,,,,,,,,,,224,,,0,7,3,,,,,
35.0252,-85.35625,0,,,,,,,,,,,,225,,,0,0,2,,,,,
35.0252,-85.34829545,0,,,,,,,,,,,,226,,,0,0,4,,,,,
35.0252,-85.34034091,0,,,,,,,,,,,,227,,,0,0,2,,,,,
35.0252,-85.33238636,0,,,,,,,,,,,,228,,,0,7,9,,,,,
35.0252,-85.32443182,0,,,,,,,,,,,,229,,,0,7,6,,,,,
35.0252,-85.31647727,0,,,,,,,,,,,,230,,,1,7,5,,,,,
35.0252,-85.30852273,0,,,,,,,,,,,,231,,,1,7,14,,,,,
35.0252,-85.30056818,0,,,,,,,,,,,,232,,,1,7,10,,,,,
35.0252,-85.29261364,0,,,,,,,,,,,,233,,,1,0,2,,,,,
35.0252,-85.28465909,0,,,,,,,,,,,,234,,,1,0,3,,,,,
35.0252,-85.27670455,0,,,,,,,,,,,,235,,,1,0,5,,,,,
35.0252,-85.26875,0,,,,,,,,,,,,236,,,0,2,1,,,,,
35.0252,-85.26079545,0,,,,,,,,,,,,237,,,1,5,2,,,,,
35.0252,-85.25284091,0,,,,,,,,,,,,238,,,0,7,13,,,,,
35.0252,-85.24488636,0,,,,,,,,,,,,239,,,1,7,12,,,,,
35.0252,-85.23693182,0,,,,,,,,,,,,240,,,1,2,12,,,,,
35.0252,-85.22897727,0,,,,,,,,,,,,241,,,0,2,14,,,,,
35.0252,-85.22102273,0,,,,,,,,,,,,242,,,0,7,30,,,,,
35.0252,-85.21306818,0,,,,,,,,,,,,243,,,0,7,28,,,,,
35.0252,-85.20511364,0,,,,,,,,,,,,244,,,0,7,29,,,,,
35.0252,-85.19715909,0,,,,,,,,,,,,245,,,0,7,16,,,,,
35.0252,-85.18920455,0,,,,,,,,,,,,246,,,0,7,26,,,,,
35.0252,-85.18125,0,,,,,,,,,,,,247,,,0,7,14,,,,,
35.0252,-85.17329545,0,,,,,,,,,,,,248,,,0,7,20,,,,,
35.0252,-85.16534091,0,,,,,,,,,,,,249,,,0,7,30,,,,,
35.0252,-85.15738636,0,,,,,,,,,,,,250,,,0,7,16,,,,,
35.0252,-85.14943182,0,,,,,,,,,,,,251,,,0,0,2,,,,,
35.0252,-85.14147727,0,,,,,,,,,,,,252,,,0,2,6,,,,,
35.0252,-85.13352273,0,,,,,,,,,,,,253,,,0,7,13,,,,,
35.0252,-85.12556818,0,,,,,,,,,,,,254,,,0,7,8,,,,,
35.0252,-85.11761364,0,,,,,,,,,,,,255,,,0,7,10,,,,,
35.0252,-85.10965909,0,,,,,,,,,,,,256,,,1,7,14,,,,,
35.0252,-85.10170455,0,,,,,,,,,,,,257,,,0,7,15,,,,,
35.0252,-85.09375,0,,,,,,,,,,,,258,,,0,7,9,,,,,
35.0252,-85.08579545,0,,,,,,,,,,,,259,,,0,7,12,,,,,
35.0252,-85.07784091,0,,,,,,,,,,,,260,,,0,7,7,,,,,
35.0252,-85.06988636,0,,,,,,,,,,,,261,,,0,7,8,,,,,
35.0252,-85.06193182,0,,,,,,,,,,,,262,,,0,7,15,,,,,
35.0252,-85.05397727,0,,,,,,,,,,,,263,,,0,7,10,,,,,
35.0316,-85.39602273,0,,,,,,,,,,,,264,,,0,7,15,,,,,
35.0316,-85.38806818,0,,,,,,,,,,,,265,,,0,7,14,,,,,
35.0316,-85.38011364,0,,,,,,,,,,,,266,,,0,7,12,,,,,
35.0316,-85.37215909,0,,,,,,,,,,,,267,,,0,7,11,,,,,
35.0316,-85.36420455,0,,,,,,,,,,,,268,,,0,7,8,,,,,
35.0316,-85.35625,0,,,,,,,,,,,,269,,,0,7,6,,,,,
35.0316,-85.34829545,0,,,,,,,,,,,,270,,,0,7,8,,,,,
35.0316,-85.34034091,0,,,,,,,,,,,,271,,,0,0,3,,,,,
35.0316,-85.32443182,0,,,,,,,,,,,,273,,,0,0,2,,,,,
35.0316,-85.31647727,0,,,,,,,,,,,,274,,,0,0,2,,,,,
35.0316,-85.30852273,0,,,,,,,,,,,,275,,,0,7,2,,,,,
35.0316,-85.30056818,0,,,,,,,,,,,,276,,,0,7,14,,,,,
35.0316,-85.29261364,0,,,,,,,,,,,,277,,,0,7,10,,,,,
35.0316,-85.28465909,0,,,,,,,,,,,,278,,,1,0,2,,,,,
35.0316,-85.27670455,0,,,,,,,,,,,,279,,,1,0,1,,,,,
35.0316,-85.26875,0,,,,,,,,,,,,280,,,0,0,0,,,,,
35.0316,-85.26079545,0,,,,,,,,,,,,281,,,0,2,1,,,,,
35.0316,-85.25284091,0,,,,,,,,,,,,282,,,1,5,2,,,,,
35.0316,-85.24488636,0,,,,,,,,,,,,283,,,1,2,14,,,,,
35.0316,-85.23693182,0,,,,,,,,,,,,284,,,1,7,25,,,,,
35.0316,-85.22897727,0,,,,,,,,,,,,285,,,0,7,30,,,,,
35.0316,-85.22102273,0,,,,,,,,,,,,286,,,0,2,15,,,,,
35.0316,-85.21306818,0,,,,,,,,,,,,287,,,0,7,17,,,,,
35.0316,-85.19715909,0,,,,,,,,,,,,289,,,0,7,25,,,,,
35.0316,-85.18920455,0,,,,,,,,,,,,290,,,0,7,28,,,,,
35.0316,-85.18125,0,,,,,,,,,,,,291,,,0,7,21,,,,,
35.0316,-85.17329545,0,,,,,,,,,,,,292,,,0,7,17,,,,,
35.0316,-85.16534091,0,,,,,,,,,,,,293,,,0,7,21,,,,,
35.0316,-85.15738636,0,,,,,,,,,,,,294,,,0,7,29,,,,,
35.0316,-85.14943182,0,,,,,,,,,,,,295,,,0,7,24,,,,,
35.0316,-85.14147727,0,,,,,,,,,,,,296,,,0,7,10,,,,,
35.0316,-85.13352273,0,,,,,,,,,,,,297,,,0,0,0,,,,,
35.0316,-85.12556818,0,,,,,,,,,,,,298,,,0,2,2,,,,,
35.0316,-85.11761364,0,,,,,,,,,,,,299,,,0,2,5,,,,,
35.0316,-85.10965909,0,,,,,,,,,,,,300,,,0,2,8,,,,,
35.0316,-85.10170455,0,,,,,,,,,,,,301,,,1,2,8,,,,,
35.0316,-85.09375,0,,,,,,,,,,,,302,,,1,7,13,,,,,
35.0316,-85.08579545,0,,,,,,,,,,,,303,,,1,7,16,,,,,
35.0316,-85.07784091,0,,,,,,,,,,,,304,,,0,0,3,,,,,
35.0316,-85.06988636,0,,,,,,,,,,,,305,,,0,2,3,,,,,
35.0316,-85.06193182,0,,,,,,,,,,,,306,,,0,7,8,,,,,
35.0316,-85.05397727,0,,,,,,,,,,,,307,,,0,2,5,,,,,
35.038,-85.39602273,0,,,,,,,,,,,,308,,,0,0,8,,,,,
35.038,-85.38806818,0,,,,,,,,,,,,309,,,0,7,12,,,,,
35.038,-85.36420455,0,,,,,,,,,,,,312,,,0,7,9,,,,,
35.038,-85.35625,0,,,,,,,,,,,,313,,,0,7,13,,,,,
35.038,-85.34829545,0,,,,,,,,,,,,314,,,0,7,15,,,,,
35.038,-85.34034091,0,,,,,,,,,,,,315,,,0,7,17,,,,,
35.038,-85.32443182,0,,,,,,,,,,,,317,,,0,0,4,,,,,
35.038,-85.31647727,0,,,,,,,,,,,,318,,,0,7,2,,,,,
35.038,-85.30852273,0,,,,,,,,,,,,319,,,0,7,5,,,,,
35.038,-85.30056818,0,,,,,,,,,,,,320,,,0,7,9,,,,,
35.038,-85.29261364,0,,,,,,,,,,,,321,,,0,0,1,,,,,
35.038,-85.28465909,0,,,,,,,,,,,,322,,,0,0,0,,,,,
35.038,-85.27670455,0,,,,,,,,,,,,323,,,0,0,0,,,,,
35.038,-85.26875,0,,,,,,,,,,,,324,,,0,0,8,,,,,
35.038,-85.26079545,0,,,,,,,,,,,,325,,,0,7,12,,,,,
35.038,-85.25284091,0,,,,,,,,,,,,326,,,0,7,9,,,,,
35.038,-85.24488636,0,,,,,,,,,,,,327,,,0,7,2,,,,,
35.038,-85.23693182,0,,,,,,,,,,,,328,,,0,0,0,,,,,
35.038,-85.22897727,0,,,,,,,,,,,,329,,,0,2,1,,,,,
35.038,-85.22102273,0,,,,,,,,,,,,330,,,0,5,4,,,,,
35.038,-85.21306818,0,,,,,,,,,,,,331,,,1,2,18,,,,,
35.038,-85.20511364,0,,,,,,,,,,,,332,,,0,4,21,,,,,
35.038,-85.19715909,0,,,,,,,,,,,,333,,,0,7,15,,,,,
35.038,-85.18920455,0,,,,,,,,,,,,334,,,0,7,14,,,,,
35.038,-85.18125,0,,,,,,,,,,,,335,,,0,7,16,,,,,
35.038,-85.17329545,0,,,,,,,,,,,,336,,,0,7,25,,,,,
35.038,-85.16534091,0,,,,,,,,,,,,337,,,0,7,25,,,,,
35.038,-85.15738636,0,,,,,,,,,,,,338,,,0,7,19,,,,,
35.038,-85.14943182,0,,,,,,,,,,,,339,,,0,7,14,,,,,
35.038,-85.14147727,0,,,,,,,,,,,,340,,,0,7,25,,,,,
35.038,-85.13352273,0,,,,,,,,,,,,341,,,0,7,24,,,,,
35.038,-85.12556818,0,,,,,,,,,,,,342,,,0,7,19,,,,,
35.038,-85.11761364,0,,,,,,,,,,,,343,,,0,7,15,,,,,
35.038,-85.10965909,0,,,,,,,,,,,,344,,,0,7,6,,,,,
35.038,-85.10170455,0,,,,,,,,,,,,345,,,0,2,1,,,,,
35.038,-85.09375,0,,,,,,,,,,,,346,,,0,2,7,,,,,
35.038,-85.08579545,0,,,,,,,,,,,,347,,,1,7,16,,,,,
35.038,-85.07784091,0,,,,,,,,,,,,348,,,1,7,9,,,,,
35.038,-85.06988636,0,,,,,,,,,,,,349,,,0,7,12,,,,,
35.038,-85.06193182,0,,,,,,,,,,,,350,,,1,7,9,,,,,
35.038,-85.05397727,0,,,,,,,,,,,,351,,,1,2,5,,,,,
35.0444,-85.39602273,0,,,,,,,,,,,,352,,,0,2,6,,,,,
35.0444,-85.36420455,0,,,,,,,,,,,,356,,,0,7,9,,,,,
35.0444,-85.35625,0,,,,,,,,,,,,357,,,0,7,10,,,,,
35.0444,-85.34829545,0,,,,,,,,,,,,358,,,0,7,13,,,,,
35.0444,-85.34034091,0,,,,,,,,,,,,359,,,0,7,10,,,,,
35.0444,-85.32443182,0,,,,,,,,,,,,361,,,0,7,9,,,,,
