,Accident,Route,Longitude,Latitude,sums,Log_Mile,City,Hour,Temperature,Temp_Max,Temp_Min,Daily_Avg_Temp,Monthly_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Event,Conditions,EventBefore,ConditionBefore,Probability,Prediction
53,,3304986001,-85.15870600000001,35.034528,5,1.464,,2,60.07,62.42,51.13,,,,55.36,0.84,3.0,,4.02,0.88,rain,0.0222,0.1005,1551445200,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
54,,3304428001,-85.24562,35.152975,9,0.551,,3,58.18,60.6,48.63,,,,52.9,0.83,3.0,,7.58,0.82,rain,0.0194,0.0942,1551448800,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,partly-cloudy-night,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,,
55,,33I0075001,-85.200274,35.008246,9,0.136,,3,59.79,62.09,51.04,,,,55.08,0.84,3.0,,5.89,0.89,rain,0.0213,0.1036,1551445200,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
56,,33I0075001,-85.21086600000001,35.001294,8,1.202,,3,59.82,62.11,51.11,,,,55.13,0.84,3.0,,5.85,0.89,rain,0.0212,0.1053,1551445200,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,cloudy,Overcast,,
57,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,3,59.38,61.36,50.42,,,,54.43,0.84,3.0,,6.28,0.89,rain,0.0202,0.104,1551445200,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
58,,33I0075001,-85.207205,35.005828,7,1.615,,3,59.81,62.1,51.07,,,,55.09,0.84,3.0,,5.89,0.89,rain,0.0212,0.1041,1551445200,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,cloudy,Overcast,cloudy,Overcast,,
59,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,3,59.9,62.48,51.32,,,,55.14,0.84,3.0,,5.79,0.89,rain,0.0223,0.1025,1551445200,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
60,,33I0024002,-85.297892,35.021809000000005,7,0.213,,3,59.47,61.02,50.45,,,,54.45,0.83,3.0,,5.92,0.89,rain,0.0201,0.104,1551445200,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
61,,33I0024002,-85.237709,35.008661,6,1.391,,3,59.5,61.83,50.85,,,,54.87,0.85,3.0,,6.08,0.89,rain,0.02,0.1021,1551445200,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,cloudy,Overcast,,
62,,3303603001,-85.181912,35.016889,6,0.002,,3,59.75,62.36,51.2,,,,55.05,0.84,3.0,,5.91,0.89,rain,0.0217,0.1027,1551445200,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
63,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,3,59.19,61.43,50.04,,,,54.06,0.83,3.0,,6.88,0.88,rain,0.021,0.0977,1551445200,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
64,,3303580001,-85.162464,35.044885,6,1.695,,3,59.84,62.38,51.03,,,,54.82,0.83,3.0,,6.23,0.88,rain,0.022,0.1,1551445200,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
65,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,3,58.97,61.26,50.47,,,,54.71,0.86,3.0,,6.19,0.89,rain,0.0197,0.1016,1551445200,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
66,,33I0024002,-85.28069,35.016490999999995,6,10.06,,3,59.44,61.3,50.58,,,,54.57,0.84,3.0,,6.02,0.89,rain,0.0194,0.1003,1551445200,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
67,,3303580001,-85.166282,35.046274,6,1.538,,3,59.85,62.38,51.02,,,,54.79,0.83,3.0,,6.27,0.88,rain,0.0219,0.1001,1551445200,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
68,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,3,58.84,60.0,49.26,,,,53.27,0.82,3.0,,4.12,0.82,rain,0.0195,0.0953,1551448800,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,partly-cloudy-night,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,,
69,,3303601001,-85.200161,35.055347999999995,5,0.679,,3,59.6,61.8,50.58,,,,54.37,0.83,3.0,,6.51,0.88,rain,0.0208,0.0975,1551445200,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
70,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,3,59.8,62.37,51.04,,,,54.9,0.84,3.0,,6.14,0.88,rain,0.0222,0.0999,1551445200,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
71,,3304986001,-85.15870600000001,35.034528,5,1.464,,3,59.86,62.42,51.13,,,,54.95,0.84,3.0,,6.06,0.88,rain,0.0222,0.1005,1551445200,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
72,,3304428001,-85.24562,35.152975,9,0.551,,4,58.24,60.6,48.63,,,,52.86,0.82,3.0,,5.86,0.82,rain,0.0194,0.0942,1551448800,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
73,,33I0075001,-85.200274,35.008246,9,0.136,,4,60.04,62.09,51.04,,,,55.04,0.84,3.0,,2.75,0.89,rain,0.0213,0.1036,1551445200,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
74,,33I0075001,-85.21086600000001,35.001294,8,1.202,,4,60.08,62.11,51.11,,,,55.11,0.84,3.0,,2.69,0.89,rain,0.0212,0.1053,1551445200,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,cloudy,Overcast,,
75,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,4,59.62,61.36,50.42,,,,54.28,0.82,3.0,,2.56,0.89,rain,0.0202,0.104,1551445200,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
76,,33I0075001,-85.207205,35.005828,7,1.615,,4,60.06,62.1,51.07,,,,55.06,0.84,3.0,,2.72,0.89,rain,0.0212,0.1041,1551445200,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,cloudy,Overcast,cloudy,Overcast,,
77,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,4,60.2,62.48,51.32,,,,55.12,0.83,3.0,,2.89,0.89,rain,0.0223,0.1025,1551445200,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
78,,33I0024002,-85.297892,35.021809000000005,7,0.213,,4,59.7,61.02,50.45,,,,54.27,0.82,3.0,,2.46,0.89,rain,0.0201,0.104,1551445200,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
79,,33I0024002,-85.237709,35.008661,6,1.391,,4,59.77,61.83,50.85,,,,54.75,0.83,3.0,,2.7,0.89,rain,0.02,0.1021,1551445200,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,cloudy,Overcast,,
80,,3303603001,-85.181912,35.016889,6,0.002,,4,60.07,62.36,51.2,,,,55.04,0.83,3.0,,2.84,0.89,rain,0.0217,0.1027,1551445200,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
81,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,4,59.35,61.43,50.04,,,,53.97,0.82,3.0,,3.19,0.88,rain,0.021,0.0977,1551445200,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
82,,3303580001,-85.162464,35.044885,6,1.695,,4,60.07,62.38,51.03,,,,54.79,0.83,3.0,,3.16,0.88,rain,0.022,0.1,1551445200,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
83,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,4,59.26,61.26,50.47,,,,54.62,0.85,3.0,,2.71,0.89,rain,0.0197,0.1016,1551445200,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
84,,33I0024002,-85.28069,35.016490999999995,6,10.06,,4,59.69,61.3,50.58,,,,54.46,0.83,3.0,,2.63,0.89,rain,0.0194,0.1003,1551445200,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
85,,3303580001,-85.166282,35.046274,6,1.538,,4,60.09,62.38,51.02,,,,54.76,0.83,3.0,,3.15,0.88,rain,0.0219,0.1001,1551445200,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
