Accident,City,Unix,Join_Count,GRID_ID,Grid_Num,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Hour,Date,hourbefore,cloudCover,dewPoint,humidity,precipIntensity,precipProbability,precipType,pressure,temperature,uvIndex,visibility,windBearing,windGust,windSpeed,Event,Conditions,Rain,Cloudy,Foggy,Snow,Clear,Longitude,Latitude,RainBefore,DayFrame,WeekDay,DayOfWeek
1,CHATTANOOGA,1483293600,833,AQ-21,266,4,2,14,13,2017-01-01,1483290000,1,44.38,0.94,0.0008,0.16,rain,1019.5,46.09,2,3.223,50,4.36,1.52,cloudy,overcast,0,1,0,0,0,-85.160208,35.044088,1,3,0,6
1,CHATTANOOGA,1483297200,32,AJ-19,330,2,2,19,14,2017-01-01,1483293600,1,44.57,0.9,0.0002,0.08,rain,1018.6,47.39,2,1.492,49,4.53,2.03,fog,foggy,0,0,1,0,0,-85.213084,35.061381,0,4,0,6
1,CHATTANOOGA,1483297200,399,AB-24,140,2,2,19,14,2017-01-01,1483293600,1,44.91,0.92,0,0,,1018.6,47.05,2,1.465,44,5.09,2.39,fog,foggy,0,0,1,0,0,-85.266861,35.021218,0,4,0,6
1,EAST RIDGE,1483297200,232,AE-25,103,2,2,19,14,2017-01-01,1483293600,1,45.01,0.93,0,0,,1018.6,46.79,2,1.465,48,4.48,2.04,fog,foggy,0,0,1,0,0,-85.244059,35.01068,0,4,0,6
1,CHATTANOOGA,1483300800,153,T-26,58,2,2,19,15,2017-01-01,1483297200,1,44.6,0.88,0.0006,0.12,rain,1018.5,47.96,1,1.242,93,3.25,0.48,fog,foggy,0,0,1,0,0,-85.331925,35.004305,0,4,0,6
1,CHATTANOOGA,1483300800,833,AQ-21,266,4,2,14,15,2017-01-01,1483297200,1,45.58,0.94,0,0,,1018.5,47.32,1,1.49,281,2.57,0.66,fog,foggy,0,0,1,0,0,-85.156655,35.043033,0,4,0,6
1,CHATTANOOGA,1483300800,63,AR-20,303,2,2,19,15,2017-01-01,1483297200,1,45.65,0.94,0,0,,1018.5,47.39,1,1.486,283,2.65,0.67,fog,foggy,0,0,1,0,0,-85.149942,35.05224,0,4,0,6
1,CHATTANOOGA,1483311600,884,AQ-22,232,2,2,17,18,2017-01-01,1483308000,1,45.55,0.94,0.0024,0.64,rain,1018.6,47.08,0,1.501,348,5.29,2.87,rain,possible drizzle,1,0,0,0,0,-85.158706,35.034528,1,4,0,6
1,CHATTANOOGA,1483311600,417,AO-24,153,2,2,19,18,2017-01-01,1483308000,1,45.49,0.94,0.0022,0.66,rain,1018.6,47.04,0,1.496,345,5.43,3.08,rain,drizzle,1,0,0,0,0,-85.173064,35.018374,1,4,0,6
1,CHATTANOOGA,1483311600,485,AE-23,183,2,2,19,18,2017-01-01,1483308000,1,45.67,0.97,0.0007,0.29,rain,1018.6,46.56,0,1.516,358,3.66,1.84,rain,possible drizzle,1,0,0,0,0,-85.247548,35.024755,1,4,0,6
1,CHATTANOOGA,1483401600,98,X-17,393,2,2,19,19,2017-01-02,1483398000,0.75,55.25,0.92,0.0012,0.08,rain,1014.4,57.69,0,8.385,170,11.77,3.26,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.299466,35.081276,1,1,1,0
1,CHATTANOOGA,1483412400,203,AB-23,180,2,2,19,22,2017-01-02,1483408800,1,55.54,0.93,0.1319,1,rain,1012.3,57.63,0,2.521,145,16.63,8.6,rain,rain,1,0,0,0,0,-85.273617,35.030287,1,1,1,0
1,CHATTANOOGA,1483416000,229,AA-22,216,2,2,19,23,2017-01-02,1483412400,0.75,55.5,0.92,0.0265,1,rain,1010.3,57.78,0,8.453,183,11.66,4,rain,light rain,1,0,0,0,0,-85.274609,35.035879,1,1,1,0
1,CHATTANOOGA,1483340400,129,AA-25,100,2,2,19,2,2017-01-02,1483336800,1,48.24,0.95,0.0033,0.37,rain,1019.8,49.53,0,6.086,209,2.08,0.71,rain,possible drizzle,1,0,0,0,0,-85.276895,35.008855,1,1,1,0
1,CHATTANOOGA,1483358400,322,AB-25,101,2,2,19,7,2017-01-02,1483354800,1,49.12,0.98,0.0021,0.64,rain,1020.3,49.73,0,0.762,175,0.96,0.28,rain,possible drizzle,1,0,0,0,0,-85.271408,35.012249,0,2,1,0
1,CHATTANOOGA,1483358400,172,AD-20,289,2,2,19,7,2017-01-02,1483354800,1,48.76,0.95,0.007,0.84,rain,1020.3,50.08,0,0.753,171,0.66,0.19,rain,drizzle,1,0,0,0,0,-85.256593,35.059427,0,2,1,0
1,CHATTANOOGA,1483362000,215,AA-23,179,2,2,19,8,2017-01-02,1483358400,1,49.21,0.94,0.0021,0.53,rain,1020.5,50.77,0,0.676,141,0.5,0.21,rain,possible drizzle,1,0,0,0,0,-85.277069,35.024849,1,2,1,0
1,CHATTANOOGA,1483365600,112,S-14,498,2,2,16,9,2017-01-02,1483362000,1,50.68,0.89,0,0,,1021,53.74,0,0.637,87,4.36,1.9,fog,foggy,0,0,1,0,0,-85.332368,35.103862,0,2,1,0
1,CHATTANOOGA,1483369200,56,AF-9,626,2,2,19,10,2017-01-02,1483365600,1,51.27,0.91,0.0008,0.14,rain,1021.4,53.97,1,1.24,43,2.83,1.38,fog,foggy,0,0,1,0,0,-85.241625,35.150497,0,3,1,0
1,CHATTANOOGA,1483369200,111,I-28,3,4,2,11,10,2017-01-02,1483365600,1,52.15,0.91,0,0,,1021.4,54.79,1,0.968,149,5.09,3.08,fog,foggy,0,0,1,0,0,-85.409346,34.98317,0,3,1,0
1,CHATTANOOGA,1483369200,942,AF-12,566,2,2,19,10,2017-01-02,1483365600,1,51.15,0.91,0.0003,0.06,rain,1021.4,53.62,1,0.669,58,2.93,1.78,fog,foggy,0,0,1,0,0,-85.238444,35.122929,0,3,1,0
1,CHATTANOOGA,1483369200,54,AV-23,200,2,2,19,10,2017-01-02,1483365600,1,50.65,0.97,0,0,,1021.4,51.45,1,0.747,93,1.13,1.04,fog,foggy,0,0,1,0,0,-85.124943,35.030975,0,3,1,0
1,CHATTANOOGA,1483372800,36,AU-13,553,2,2,19,11,2017-01-02,1483369200,1,51.74,0.94,0,0,,1021.8,53.41,2,1.272,111,2.28,1.42,fog,foggy,0,0,1,0,0,-85.128039,35.114439,0,3,1,0
1,CHATTANOOGA,1483372800,372,T-15,466,2,2,19,11,2017-01-02,1483369200,1,51.43,0.88,0,0,,1021.8,54.87,2,1.203,68,3.8,2.6,fog,foggy,0,0,1,0,0,-85.329331,35.098406,0,3,1,0
1,CHATTANOOGA,1483372800,41,U-13,532,2,2,16,11,2017-01-02,1483369200,1,51.5,0.88,0,0,,1021.8,54.95,2,1.203,69,4.4,2.98,fog,foggy,0,0,1,0,0,-85.321604,35.110778,0,3,1,0
1,CHATTANOOGA,1483372800,53,U-12,557,2,2,19,11,2017-01-02,1483369200,1,51.73,0.89,0,0,,1021.8,54.92,2,1.202,69,6,4,fog,foggy,0,0,1,0,0,-85.318116,35.116719,0,3,1,0
1,CHATTANOOGA,1483372800,343,AC-21,252,2,2,19,11,2017-01-02,1483369200,1,50.95,1,0,0,,1021.8,50.95,2,1.214,,0,0,fog,foggy,0,0,1,0,0,-85.259121,35.041431,0,3,1,0
1,CHATTANOOGA,1483376400,833,AQ-21,266,4,2,14,12,2017-01-02,1483372800,1,51.23,0.92,0,0,,1020.9,53.36,2,1.204,250,2.94,1.17,fog,foggy,0,0,1,0,0,-85.157294,35.042997,0,3,1,0
1,CHATTANOOGA,1483376400,535,X-24,136,2,2,19,12,2017-01-02,1483372800,1,51.92,0.93,0,0,,1020.9,53.75,2,1.174,153,3.01,1.11,fog,foggy,0,0,1,0,0,-85.298411,35.024373,0,3,1,0
1,CHATTANOOGA,1483380000,884,AQ-22,232,2,2,17,13,2017-01-02,1483376400,1,50.91,0.94,0,0,,1020.7,52.53,2,0.736,202,1.66,1.66,fog,foggy,0,0,1,0,0,-85.158706,35.034528,0,3,1,0
1,CHATTANOOGA,1483380000,1359,AR-22,233,4,2,19,13,2017-01-02,1483376400,1,51,0.94,0,0,,1020.7,52.54,2,0.742,201,1.48,1.48,fog,foggy,0,0,1,0,0,-85.155115,35.040578,0,3,1,0
1,CHATTANOOGA,1483380000,319,AE-11,585,2,2,19,13,2017-01-02,1483376400,1,51.52,0.9,0,0,,1020.7,54.46,2,0.738,178,2.19,1.41,fog,foggy,0,0,1,0,0,-85.247487,35.127031,0,3,1,0
1,CHATTANOOGA,1483380000,241,Z-22,215,2,2,19,13,2017-01-02,1483376400,1,51.74,0.91,0,0,,1020.7,54.28,2,0.812,181,1.43,0.93,fog,foggy,0,0,1,0,0,-85.284188,35.03646,0,3,1,0
1,CHATTANOOGA,1483380000,679,V-23,174,2,2,19,13,2017-01-02,1483376400,1,52.06,0.9,0,0,,1020.7,55.01,2,0.84,180,2.02,1.6,fog,foggy,0,0,1,0,0,-85.316259,35.028496,0,3,1,0
1,CHATTANOOGA,1483380000,207,U-24,133,2,2,19,13,2017-01-02,1483376400,1,52.27,0.89,0,0,,1020.7,55.38,2,0.852,179,2.19,1.96,fog,foggy,0,0,1,0,0,-85.322204,35.018532,0,3,1,0
1,CHATTANOOGA,1483380000,90,AB-21,251,2,2,19,13,2017-01-02,1483376400,1,51.55,0.91,0,0,,1020.7,53.99,2,0.799,182,1.24,0.66,fog,foggy,0,0,1,0,0,-85.26981,35.046204,0,3,1,0
1,CHATTANOOGA,1483383600,212,AE-4,684,4,2,12,14,2017-01-02,1483380000,1,52.16,0.9,0.0314,0.92,rain,1020,55.17,2,1.24,124,2.28,0.5,rain,light rain,1,0,0,0,0,-85.246926,35.185629,0,4,1,0
1,CHATTANOOGA,1483383600,67,AD-12,564,2,2,19,14,2017-01-02,1483380000,1,52.3,0.9,0.0328,0.92,rain,1020,55.03,2,0.87,163,3.15,0.65,rain,light rain,1,0,0,0,0,-85.254036,35.121999,0,4,1,0
1,CHATTANOOGA,1483383600,1359,AR-22,233,4,2,19,14,2017-01-02,1483380000,1,51.55,0.96,0.0172,0.87,rain,1020,52.64,2,0.85,235,3.11,0.3,rain,light rain,1,0,0,0,0,-85.150162,35.040015,0,4,1,0
1,CHATTANOOGA,1483383600,72,AD-15,473,6,2,12,14,2017-01-02,1483380000,1,52.25,0.91,0.0321,0.94,rain,1020,54.97,2,0.847,163,3.18,0.82,rain,light rain,1,0,0,0,0,-85.25244,35.099269,0,4,1,0
1,CHATTANOOGA,1483383600,203,AB-23,180,2,2,19,14,2017-01-02,1483380000,1,52.2,0.95,0.0164,0.94,rain,1020,53.5,2,0.852,169,2.84,0.26,rain,light rain,1,0,0,0,0,-85.265246,35.02942,0,4,1,0
1,CHATTANOOGA,1483383600,375,T-25,93,2,2,19,14,2017-01-02,1483380000,1,53.1,0.9,0.0326,0.9,rain,1020,56.14,2,0.874,166,3.78,0.54,rain,light rain,1,0,0,0,0,-85.325615,35.014699,0,4,1,0
1,HAMILTON COUNTY,1483383600,55,AV-21,271,2,2,19,14,2017-01-02,1483380000,1,51.74,0.97,0.0176,0.79,rain,1020,52.43,2,0.936,224,1.65,0.31,rain,light rain,1,0,0,0,0,-85.122186,35.043503,0,4,1,0
1,CHATTANOOGA,1483383600,251,AT-20,305,2,2,19,14,2017-01-02,1483380000,1,51.78,0.96,0.0176,0.82,rain,1020,52.93,2,0.894,234,2.97,0.35,rain,light rain,1,0,0,0,0,-85.138005,35.05514,0,4,1,0
1,CHATTANOOGA,1483383600,262,AU-19,341,5,2,16,14,2017-01-02,1483380000,1,51.91,0.97,0.0182,0.8,rain,1020,52.85,2,0.918,228,1.93,0.37,rain,light rain,1,0,0,0,0,-85.131638,35.059608,0,4,1,0
1,RED BANK,1483387200,21,AB-10,602,2,2,19,15,2017-01-02,1483383600,1,52.46,0.92,0.1013,1,rain,1016.6,54.63,1,1.443,155,7.61,4.1,rain,rain,1,0,0,0,0,-85.269119,35.143395,1,4,1,0
1,CHATTANOOGA,1483387200,53,U-12,557,2,2,19,15,2017-01-02,1483383600,1,51.73,0.89,0.1166,1,rain,1016.6,54.92,1,1.506,175,5.93,4.46,rain,rain,1,0,0,0,0,-85.318116,35.116719,1,4,1,0
1,CHATTANOOGA,1483387200,267,AM-20,298,4,2,14,15,2017-01-02,1483383600,1,52.34,0.91,0.0858,1,rain,1016.6,54.99,1,1.508,143,9.59,5.91,rain,light rain,1,0,0,0,0,-85.188818,35.053305,1,4,1,0
1,CHATTANOOGA,1483387200,360,M-24,125,4,2,16,15,2017-01-02,1483383600,1,52.81,0.87,0.1015,1,rain,1016.6,56.55,1,1.359,169,9.86,4.25,rain,rain,1,0,0,0,0,-85.383202,35.018934,1,4,1,0
1,CHATTANOOGA,1483387200,689,AF-11,586,4,2,14,15,2017-01-02,1483383600,1,52.5,0.92,0.0977,1,rain,1016.6,54.83,1,1.513,154,8.22,3.9,rain,light rain,1,0,0,0,0,-85.23925,35.130367,1,4,1,0
1,CHATTANOOGA,1483390800,338,AP-21,265,2,2,19,16,2017-01-02,1483387200,1,55.17,0.94,0.0368,0.58,rain,1015.6,56.9,1,2.055,174,10.2,4.42,rain,possible light rain,1,0,0,0,0,-85.166086,35.04746,1,4,1,0
1,CHATTANOOGA,1483390800,430,AE-10,605,6,2,14,16,2017-01-02,1483387200,1,53.97,0.93,0.0329,0.89,rain,1015.6,56.08,1,2.249,160,7.94,3.41,rain,light rain,1,0,0,0,0,-85.247617,35.137909,1,4,1,0
1,CHATTANOOGA,1483390800,336,AO-23,193,2,2,11,16,2017-01-02,1483387200,1,55.25,0.94,0.0383,0.54,rain,1015.6,56.91,1,2.022,175,10.29,4.36,rain,possible light rain,1,0,0,0,0,-85.178406,35.024883,1,4,1,0
1,CHATTANOOGA,1483390800,101,AK-8,648,2,2,19,16,2017-01-02,1483387200,0.97,53.66,0.94,0.0377,0.94,rain,1015.6,55.47,1,1.836,162,4.18,1.28,rain,light rain,1,0,0,0,0,-85.199332,35.154054,1,4,1,0
1,CHATTANOOGA,1483394400,241,Z-22,215,2,2,19,17,2017-01-02,1483390800,1,55.03,0.92,0.0027,0.5,rain,1015.1,57.26,0,8.152,137,11.79,4.92,rain,possible drizzle,1,0,0,0,0,-85.280271,35.037225,1,4,1,0
1,CHATTANOOGA,1483394400,157,M-23,166,2,2,19,17,2017-01-02,1483390800,1,55.18,0.91,0.0033,0.43,rain,1015.1,57.82,0,1.994,156,11.13,5.63,rain,possible drizzle,1,0,0,0,0,-85.380738,35.021547,1,4,1,0
1,CHATTANOOGA,1483394400,32,Y-17,394,2,2,19,17,2017-01-02,1483390800,1,54.87,0.92,0.0018,0.3,rain,1015.1,57.18,0,8.239,141,12.12,6.07,rain,possible drizzle,1,0,0,0,0,-85.289833,35.080698,1,4,1,0
1,CHATTANOOGA,1483394400,360,M-24,125,4,2,16,17,2017-01-02,1483390800,1,55.18,0.89,0.0025,0.33,rain,1015.1,58.29,0,1.899,161,11.25,5.48,rain,possible drizzle,1,0,0,0,0,-85.383202,35.018934,1,4,1,0
1,CHATTANOOGA,1483398000,25,AK-9,631,2,2,19,18,2017-01-02,1483394400,0.98,55.46,0.94,0.0002,0.08,rain,1015.2,57.13,0,8.213,151,6.74,5.11,cloudy,overcast,0,1,0,0,0,-85.205854,35.147608,0,4,1,0
1,CHATTANOOGA,1483398000,232,AE-25,103,2,2,19,18,2017-01-02,1483394400,1,55.7,0.94,0.0015,0.29,rain,1015.2,57.4,0,8.462,158,7.54,3.44,rain,possible drizzle,1,0,0,0,0,-85.244059,35.01068,1,4,1,0
1,CHATTANOOGA,1483398000,22,AB-12,562,2,2,19,18,2017-01-02,1483394400,1,55.27,0.92,0.0005,0.19,rain,1015.2,57.58,0,8.231,161,7.44,5.96,cloudy,overcast,0,1,0,0,0,-85.269704,35.123354,0,4,1,0
1,CHATTANOOGA,1483488000,49,W-11,579,2,2,16,19,2017-01-03,1483484400,1,53.36,0.8,0,0,,1009.1,59.38,0,8.115,235,7.62,6.25,cloudy,overcast,0,1,0,0,0,-85.310272,35.126626,0,1,1,1
1,CHATTANOOGA,1483488000,833,AK-25,109,8,2,11,19,2017-01-03,1483484400,1,53.87,0.79,0,0,,1009.1,60.26,0,9.055,257,6.31,2.26,cloudy,overcast,0,1,0,0,0,-85.205213,35.008709,0,1,1,1
1,CHATTANOOGA,1483488000,57,AI-23,187,2,2,19,19,2017-01-03,1483484400,1,53.85,0.79,0,0,,1009.1,60.27,0,9.561,262,5.43,1.45,cloudy,overcast,0,1,0,0,0,-85.221007,35.026208,0,1,1,1
1,CHATTANOOGA,1483488000,102,AJ-20,295,2,2,19,19,2017-01-03,1483484400,1,53.86,0.8,0,0,,1009.1,60.14,0,9.577,261,5.34,1.47,cloudy,overcast,0,1,0,0,0,-85.212765,35.051103,0,1,1,1
1,CHATTANOOGA,1483491600,250,Y-26,63,2,2,19,20,2017-01-03,1483488000,0.75,53.14,0.8,0,0,,1009.3,59.3,0,3.014,254,7.59,1.57,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.290979,35.00156,0,1,1,1
1,CHATTANOOGA,1483498800,35,K-26,53,4,2,11,22,2017-01-03,1483495200,0.75,52.29,0.84,0,0,,1009.6,57.21,0,3.52,229,7.82,2.45,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.394418,34.99794,0,1,1,1
1,CHATTANOOGA,1483498800,111,L-25,85,2,2,11,22,2017-01-03,1483495200,0.75,52.26,0.83,0,0,,1009.6,57.4,0,3.746,234,8.25,2.41,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.388635,35.011414,0,1,1,1
1,CHATTANOOGA,1483498800,29,AB-26,66,2,2,19,22,2017-01-03,1483495200,0.75,52.35,0.84,0,0,,1009.6,57.04,0,7.941,249,6.66,1.34,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.270554,35.005657,0,1,1,1
1,CHATTANOOGA,1483423200,58,AG-11,587,2,2,17,1,2017-01-03,1483419600,1,55.44,0.9,0,0,,1010.2,58.25,0,8.481,207,7.96,1.87,cloudy,overcast,0,1,0,0,0,-85.229091,35.125819,0,1,1,1
1,CHATTANOOGA,1483441200,253,AL-20,297,4,2,14,6,2017-01-03,1483437600,1,55.19,0.89,0,0,,1009.2,58.5,0,5.817,182,6.85,3.32,cloudy,overcast,0,1,0,0,0,-85.198494,35.058437,0,2,1,1
1,CHATTANOOGA,1483441200,299,AI-21,258,4,2,16,6,2017-01-03,1483437600,1,55.17,0.89,0,0,,1009.2,58.43,0,5.842,180,6.96,3.12,cloudy,overcast,0,1,0,0,0,-85.219735,35.043284,0,2,1,1
1,CHATTANOOGA,1483444800,19,Z-8,637,2,2,18,7,2017-01-03,1483441200,1,55.27,0.92,0.0027,0.53,rain,1009.1,57.48,0,4.863,190,3.8,0.87,rain,possible drizzle,1,0,0,0,0,-85.281948,35.155477,1,2,1,1
1,CHATTANOOGA,1483444800,174,AP-22,231,2,2,19,7,2017-01-03,1483441200,1,55.35,0.92,0,0,,1009.1,57.79,0,5.649,191,4.32,2.69,cloudy,overcast,0,1,0,0,0,-85.163861,35.035266,0,2,1,1
1,CHATTANOOGA,1483448400,173,AM-24,151,2,2,14,8,2017-01-03,1483444800,0.75,55.23,0.92,0,0,,1009.6,57.59,0,3.818,200,4.67,2.57,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.188966,35.01916,0,2,1,1
1,CHATTANOOGA,1483448400,54,AG-21,256,2,2,19,8,2017-01-03,1483444800,0.75,55.19,0.93,0.0002,0.07,rain,1009.6,57.28,0,3.858,200,4.05,1.23,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.234902,35.039032,0,2,1,1
1,CHATTANOOGA,1483448400,340,AP-25,114,2,2,19,8,2017-01-03,1483444800,0.75,55.31,0.92,0,0,,1009.6,57.55,0,3.577,201,4.54,2.09,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.163735,35.014603,0,2,1,1
1,CHATTANOOGA,1483452000,208,AD-13,540,2,2,19,9,2017-01-03,1483448400,1,55.79,0.92,0.0026,0.26,rain,1009.8,57.97,0,9.997,190,3.01,1.19,rain,possible drizzle,1,0,0,0,0,-85.256848,35.114504,0,2,1,1
1,CHATTANOOGA,1483452000,20,BA-16,457,2,2,19,9,2017-01-03,1483448400,1,55.83,0.95,0.0008,0.17,rain,1009.8,57.37,0,9.997,192,4.11,1.65,cloudy,overcast,0,1,0,0,0,-85.081905,35.086075,0,2,1,1
1,CHATTANOOGA,1483452000,52,Q-13,529,2,2,19,9,2017-01-03,1483448400,0.78,55.4,1,0.0072,0.77,rain,1009.8,55.4,0,4.635,182,3.89,0.15,rain,drizzle,1,0,0,0,0,-85.348346,35.107436,1,2,1,1
1,CHATTANOOGA,1483452000,260,AM-16,447,2,2,19,9,2017-01-03,1483448400,1,55.89,0.94,0.0006,0.21,rain,1009.8,57.66,0,9.997,190,3.05,2.48,cloudy,overcast,0,1,0,0,0,-85.190723,35.085973,0,2,1,1
1,CHATTANOOGA,1483455600,395,AC-22,218,2,2,19,10,2017-01-03,1483452000,1,57.01,0.93,0.0034,0.69,rain,1010.8,59,1,3.81,220,3.42,0.58,rain,drizzle,1,0,0,0,0,-85.265726,35.032538,1,3,1,1
