Accident,Grid_Num,Unix,Date,Hour,hourbefore,City,Join_Count,NBR_LANES,TY_TERRAIN,FUNC_CLASS,GRID_ID,cloudCover,dewPoint,humidity,precipIntensity,precipProbability,precipType,pressure,temperature,uvIndex,visibility,windBearing,windGust,windSpeed,Event,Conditions,Rain,Cloudy,Foggy,Snow,Clear,Longitude,Latitude,RainBefore,DayFrame,WeekDay,DayOfWeek
1,605,1514955600,2018-01-03,11,1514952000,CHATTANOOGA,430,6,2,14,AE-10,0.73,9.83,0.59,0,0,,1029.4,21.82,0,9.282,0,0.04,0.04,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.245876,35.137652,0,3,1,2
1,139,1514955600,2018-01-03,11,1514952000,CHATTANOOGA,882,2,2,19,AA-24,0.44,9.61,0.57,0,0,,1029.4,22.45,0,7.965,0,0.21,0.1,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.279681,35.017935,0,3,1,2
1,153,1514955600,2018-01-03,11,1514952000,CHATTANOOGA,417,2,2,19,AO-24,0.44,10.42,0.63,0,0,,1029.4,21.21,0,8.97,358,0.36,0.19,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.175502,35.017577,0,3,1,2
1,78,1514955600,2018-01-03,11,1514952000,CHATTANOOGA,337,2,2,19,AR-26,0.44,9.28,0.6,0,0,,1029.4,21,0,7.263,358,0.45,0.15,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.153227,35.008538,0,3,1,2
1,459,1514955600,2018-01-03,12,1514952000,HAMILTON COUNTY,447,2,2,16,BC-16,0.68,9.29,0.6,0,0,,1029.4,21.04,0,7.471,353,0.49,0.16,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.071062,35.087713,0,3,1,2
1,684,1514955600,2018-01-03,12,1514952000,CHATTANOOGA,212,4,2,12,AE-4,0.75,9.28,0.59,0,0,,1029.4,21.57,0,8.908,,0.02,0.02,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.246834,35.188049,0,3,1,2
1,195,1514955600,2018-01-03,12,1514952000,CHATTANOOGA,659,2,2,19,AQ-23,0.44,10.04,0.62,0,0,,1029.4,21.13,0,8.767,358,0.34,0.15,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.15637,35.023121,0,3,1,2
1,195,1514955600,2018-01-03,13,1514952000,CHATTANOOGA,659,2,2,19,AQ-23,0.44,10.04,0.62,0,0,,1029.4,21.13,0,8.767,358,0.34,0.15,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.159071,35.022977,0,3,1,2
1,606,1514955600,2018-01-03,12,1514952000,CHATTANOOGA,230,2,2,19,AF-10,0.75,9.87,0.59,0,0,,1029.4,21.94,0,9.253,0,0.03,0.03,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.24254,35.136378,0,3,1,2
1,214,1514955600,2018-01-03,12,1514952000,CHATTANOOGA,58,2,2,19,Y-22,0.44,8.67,0.54,0,0,,1029.4,22.81,0,7.852,0,0.2,0.08,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.291922,35.030333,0,3,1,2
1,586,1514955600,2018-01-03,13,1514952000,CHATTANOOGA,689,4,2,14,AF-11,0.73,9.97,0.59,0,0,,1029.4,21.94,0,9.348,0,0.03,0.03,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.242492,35.133182,0,3,1,2
1,288,1514955600,2018-01-03,13,1514952000,CHATTANOOGA,221,2,2,19,AC-20,0.44,8.35,0.52,0,0,,1029.4,23.25,0,8.695,0,0.09,0.04,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.260301,35.05297,0,3,1,2
1,288,1514955600,2018-01-03,15,1514952000,CHATTANOOGA,221,2,2,19,AC-20,0.44,8.35,0.52,0,0,,1029.4,23.25,0,8.695,0,0.09,0.04,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.260808,35.052637,0,4,1,2
1,280,1514955600,2018-01-03,13,1514952000,CHATTANOOGA,136,4,2,16,U-20,0.69,8.85,0.54,0,0,,1029.4,22.94,0,2.481,0,0.21,0.09,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.323256,35.050625,0,3,1,2
1,178,1514955600,2018-01-03,13,1514952000,CHATTANOOGA,175,2,2,19,Z-23,0.44,8.62,0.54,0,0,,1029.4,22.83,0,7.984,0,0.19,0.08,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.287153,35.028597,0,3,1,2
1,397,1514955600,2018-01-03,14,1514952000,CHATTANOOGA,21,1,2,19,AB-17,0.44,9.07,0.55,0,0,,1029.4,22.69,0,8.337,0,0.16,0.07,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.26488,35.081088,0,4,1,2
1,284,1514955600,2018-01-03,14,1514952000,CHATTANOOGA,452,4,2,14,Y-20,0.44,8.68,0.54,0,0,,1029.4,22.93,0,7.98,0,0.17,0.07,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.290431,35.048719,0,4,1,2
1,284,1514955600,2018-01-03,15,1514952000,CHATTANOOGA,452,4,2,14,Y-20,0.44,8.68,0.54,0,0,,1029.4,22.93,0,7.98,0,0.17,0.07,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.290431,35.048719,0,4,1,2
1,625,1514955600,2018-01-03,15,1514952000,CHATTANOOGA,491,2,2,19,AE-9,0.75,9.73,0.6,0,0,,1029.4,21.64,0,9.184,,0.02,0.02,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.248735,35.14182,0,4,1,2
1,565,1514955600,2018-01-03,15,1514952000,CHATTANOOGA,168,4,2,19,AE-12,0.73,9.84,0.59,0,0,,1029.4,22.01,0,9.399,0,0.04,0.04,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.249724,35.118542,0,4,1,2
1,228,1514955600,2018-01-03,15,1514952000,CHATTANOOGA,186,4,2,17,AM-22,0.44,11.22,0.64,0,0,,1029.4,21.35,0,9.686,358,0.15,0.15,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.189874,35.030545,0,4,1,2
1,302,1514955600,2018-01-03,15,1514952000,CHATTANOOGA,92,2,2,19,AQ-20,0.44,10.25,0.62,0,0,,1029.4,21.43,0,9.034,357,0.29,0.14,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.156758,35.048439,0,4,1,2
1,144,1514955600,2018-01-03,16,1514952000,CHATTANOOGA,259,2,2,19,AF-24,0.44,9.7,0.58,0,0,,1029.4,22.18,0,8.998,0,0.18,0.08,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.239705,35.018698,0,4,1,2
1,297,1514955600,2018-01-03,16,1514952000,CHATTANOOGA,253,4,2,14,AL-20,0.44,10.73,0.62,0,0,,1029.4,21.72,0,9.57,0,0.15,0.1,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.192077,35.054399,0,4,1,2
1,41,1514955600,2018-01-03,16,1514952000,CHATTANOOGA,256,2,2,19,Y-27,0.44,8.99,0.54,0,0,,1029.4,23.07,0,6.864,0,0.28,0.11,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.288811,34.988667,0,4,1,2
1,675,1514955600,2018-01-03,17,1514952000,HAMILTON COUNTY,41,2,2,19,AK-6,0.75,8.11,0.55,0,0,,1029.4,21.98,0,9.181,,0.01,0.01,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.20809,35.1699,0,4,1,2
1,69,1514955600,2018-01-03,17,1514952000,EAST RIDGE,175,2,2,19,AI-26,0.44,10.7,0.63,0,0,,1029.4,21.46,0,8.437,0,0.47,0.21,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.219192,35.003333,0,4,1,2
1,584,1514955600,2018-01-03,18,1514952000,CHATTANOOGA,29,2,2,19,AD-11,0.73,9.77,0.6,0,0,,1029.4,21.69,0,9.27,0,0.04,0.04,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.253331,35.130528,0,4,1,2
1,212,1514955600,2018-01-03,18,1514952000,CHATTANOOGA,561,2,2,19,W-22,0.7,8.76,0.54,0,0,,1029.4,22.73,0,2.417,0,0.23,0.09,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.303844,35.034812,0,4,1,2
1,233,1514955600,2018-01-03,18,1514952000,CHATTANOOGA,1359,4,2,19,AR-22,0.44,10,0.62,0,0,,1029.4,21.17,0,8.762,357,0.33,0.15,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.152314,35.037589,0,4,1,2
1,245,1514955600,2018-01-03,18,1514952000,CHATTANOOGA,1252,2,2,17,V-21,0.7,8.8,0.54,0,0,,1029.4,22.95,0,2.457,0,0.21,0.09,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.314689,35.046902,0,4,1,2
1,461,1515042000,2018-01-04,19,1515038400,COLLEGEDALE,304,2,2,16,BE-16,0.19,8.96,0.45,0,0,,1019.7,27.28,0,7.377,342,7.48,3.33,clear-night,clear,0,0,0,0,1,-85.05854,35.082749,0,1,1,3
1,680,1515042000,2018-01-04,19,1515038400,CHATTANOOGA,176,4,2,14,AE-5,0.44,8.8,0.46,0,0,,1019.7,26.96,0,8.074,315,6.41,2.03,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.246697,35.182577,0,1,1,3
1,576,1515042000,2018-01-04,20,1515038400,CHATTANOOGA,75,2,2,14,AV-12,0.44,8.56,0.45,0,0,,1019.7,27,0,7.796,324,7.83,2.84,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.125861,35.123473,0,1,1,3
1,551,1515042000,2018-01-04,20,1515038400,CHATTANOOGA,35,4,2,14,AS-13,0.19,8.41,0.45,0,0,,1019.7,27.12,0,8.219,339,7.79,1.75,clear-night,clear,0,0,0,0,1,-85.140954,35.110066,0,1,1,3
1,125,1515042000,2018-01-04,20,1515038400,CHATTANOOGA,360,4,2,16,M-24,0.16,8.87,0.46,0,0,,1019.7,26.74,0,2.507,332,8.09,2.31,clear-night,clear,0,0,0,0,1,-85.376408,35.018588,0,1,1,3
1,116,1515042000,2018-01-04,21,1515038400,CHATTANOOGA,125,2,2,16,AR-25,0.18,9.39,0.45,0,0,,1019.7,27.9,0,7.877,9,7.42,3.71,clear-night,clear,0,0,0,0,1,-85.152887,35.008924,0,1,1,3
1,218,1515042000,2018-01-04,22,1515038400,CHATTANOOGA,395,2,2,19,AC-22,0.18,9.14,0.45,0,0,,1019.7,27.6,0,8.64,310,8.83,1.33,clear-night,clear,0,0,0,0,1,-85.266342,35.03484,0,1,1,3
1,85,1515042000,2018-01-04,23,1515038400,CHATTANOOGA,111,2,2,11,L-25,0.15,8.89,0.46,0,0,,1019.7,26.73,0,3.746,331,8.03,2.09,clear-night,clear,0,0,0,0,1,-85.385295,35.014489,0,1,1,3
1,149,1515042000,2018-01-04,2,1515038400,CHATTANOOGA,311,2,2,19,AK-24,0.19,7.93,0.44,0,0,,1019.7,27.23,0,9.438,347,8.43,2.53,clear-night,clear,0,0,0,0,1,-85.203347,35.020491,0,1,1,3
1,677,1515042000,2018-01-04,8,1515038400,HAMILTON COUNTY,12,2,2,19,AM-6,0.44,8.69,0.45,0,0,,1019.7,27.05,0,8.15,319,7.84,0.33,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.183998,35.169604,0,2,1,3
1,144,1515042000,2018-01-04,8,1515038400,CHATTANOOGA,259,2,2,19,AF-24,0.19,8.79,0.45,0,0,,1019.7,27.44,0,8.998,324,8.8,1.68,clear-night,clear,0,0,0,0,1,-85.240448,35.020339,0,2,1,3
1,144,1515042000,2018-01-04,18,1515038400,CHATTANOOGA,259,2,2,19,AF-24,0.19,8.79,0.45,0,0,,1019.7,27.44,0,8.998,324,8.8,1.68,clear-night,clear,0,0,0,0,1,-85.240418,35.019403,0,4,1,3
1,560,1515042000,2018-01-04,8,1515038400,RED BANK,84,4,2,19,X-12,0.19,8.74,0.46,0,0,,1019.7,26.74,0,8.186,306,6.72,1.66,clear-night,clear,0,0,0,0,1,-85.296175,35.121842,0,2,1,3
1,216,1515042000,2018-01-04,9,1515038400,CHATTANOOGA,229,2,2,19,AA-22,0.19,9.09,0.45,0,0,,1019.7,27.82,0,8.232,316,8.74,1.53,clear-night,clear,0,0,0,0,1,-85.276054,35.033431,0,2,1,3
1,282,1515042000,2018-01-04,10,1515038400,CHATTANOOGA,999,2,2,16,W-20,0.19,8.93,0.45,0,0,,1019.7,27.52,0,7.631,318,8.26,1.79,clear-night,clear,0,0,0,0,1,-85.309806,35.051334,0,3,1,3
1,250,1515042000,2018-01-04,10,1515038400,CHATTANOOGA,255,2,2,19,AA-21,0.19,9.1,0.45,0,0,,1019.7,27.93,0,8.307,312,8.71,1.47,clear-night,clear,0,0,0,0,1,-85.278751,35.044601,0,3,1,3
1,245,1515042000,2018-01-04,10,1515038400,CHATTANOOGA,1252,2,2,17,V-21,0.17,8.89,0.45,0,0,,1019.7,27.44,0,2.457,320,8.28,1.87,clear-night,clear,0,0,0,0,1,-85.311657,35.048337,0,3,1,3
1,245,1515042000,2018-01-04,17,1515038400,CHATTANOOGA,1252,2,2,17,V-21,0.17,8.89,0.45,0,0,,1019.7,27.44,0,2.457,320,8.28,1.87,clear-night,clear,0,0,0,0,1,-85.309505,35.047098,0,4,1,3
1,340,1515042000,2018-01-04,11,1515038400,CHATTANOOGA,290,2,2,14,AT-19,0.19,8.7,0.45,0,0,,1019.7,27.22,0,8.45,352,7.68,2.87,clear-night,clear,0,0,0,0,1,-85.134239,35.060689,0,3,1,3
1,342,1515042000,2018-01-04,11,1515038400,CHATTANOOGA,71,2,2,11,AV-19,0.19,8.85,0.46,0,0,,1019.7,26.88,0,8.109,352,7.65,3.28,clear-night,clear,0,0,0,0,1,-85.126719,35.064688,0,3,1,3
1,606,1515042000,2018-01-04,11,1515038400,CHATTANOOGA,230,2,2,19,AF-10,0.44,8.28,0.44,0,0,,1019.7,27.13,0,8.363,322,7.15,1.9,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.236926,35.13779,0,3,1,3
1,68,1515042000,2018-01-04,11,1515038400,CHATTANOOGA,486,2,2,19,AH-26,0.19,8.71,0.44,0,0,,1019.7,27.63,0,8.629,344,8.85,2.28,clear-night,clear,0,0,0,0,1,-85.22336,35.003725,0,3,1,3
1,102,1515042000,2018-01-04,12,1515038400,CHATTANOOGA,501,2,2,19,AD-25,0.18,9.02,0.46,0,0,,1019.7,27.31,0,8.391,333,8.88,1.77,clear-night,clear,0,0,0,0,1,-85.252077,35.013826,0,3,1,3
1,41,1515042000,2018-01-04,12,1515038400,CHATTANOOGA,256,2,2,19,Y-27,0,9.19,0.45,0,0,,1019.7,27.89,0,2.739,344,9.26,2.28,clear-night,clear,0,0,0,0,1,-85.291372,34.995471,0,3,1,3
1,41,1515042000,2018-01-04,14,1515038400,CHATTANOOGA,256,2,2,19,Y-27,0,9.19,0.45,0,0,,1019.7,27.89,0,2.739,344,9.26,2.28,clear-night,clear,0,0,0,0,1,-85.290937,34.995163,0,4,1,3
1,233,1515042000,2018-01-04,13,1515038400,CHATTANOOGA,1359,4,2,19,AR-22,0.19,8.72,0.45,0,0,,1019.7,27.42,0,8.762,1,7.64,3.25,clear-night,clear,0,0,0,0,1,-85.149653,35.034718,0,3,1,3
1,317,1515042000,2018-01-04,13,1515038400,CHATTANOOGA,450,2,2,19,W-19,0.19,8.89,0.45,0,0,,1019.7,27.56,0,7.661,315,8.14,1.78,clear-night,clear,0,0,0,0,1,-85.305767,35.062148,0,3,1,3
1,408,1515042000,2018-01-04,13,1515038400,CHATTANOOGA,174,2,2,19,AM-17,0.19,8.25,0.44,0,0,,1019.7,27.16,0,9.118,326,8.01,2.36,clear-night,clear,0,0,0,0,1,-85.19034,35.073644,0,3,1,3
1,266,1515042000,2018-01-04,14,1515038400,CHATTANOOGA,833,4,2,14,AQ-21,0.19,8.44,0.44,0,0,,1019.7,27.34,0,9.037,357,7.76,3.05,clear-night,clear,0,0,0,0,1,-85.158256,35.043769,0,4,1,3
1,448,1515042000,2018-01-04,15,1515038400,CHATTANOOGA,172,2,2,19,AN-16,0.19,8.28,0.45,0,0,,1019.7,26.97,0,8.839,325,7.89,2.46,clear-night,clear,0,0,0,0,1,-85.183047,35.090296,0,4,1,3
1,284,1515042000,2018-01-04,15,1515038400,CHATTANOOGA,452,4,2,14,Y-20,0.19,8.99,0.45,0,0,,1019.7,27.75,0,7.98,315,8.46,1.65,clear-night,clear,0,0,0,0,1,-85.290431,35.048719,0,4,1,3
