,Accident,Route,Longitude,Latitude,sums,Log_Mile,City,Hour,Temperature,Temp_Max,Temp_Min,Daily_Avg_Temp,Monthly_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Event,Conditions,EventBefore,ConditionBefore,Probability,Prediction
83,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,4,26.7,39.21,23.83,,,,12.9,0.55,3.0,,8.23,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,clear-night,Clear,clear-night,Clear,,
84,,33I0024002,-85.28069,35.016490999999995,6,10.06,,4,26.69,39.6,23.71,,,,12.8,0.55,3.0,,7.86,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,clear-night,Clear,clear-night,Clear,,
85,,3303580001,-85.166282,35.046274,6,1.538,,4,26.16,39.91,23.21,,,,12.67,0.56,3.0,,8.04,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,clear-night,Clear,clear-night,Clear,,
86,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,4,25.54,39.03,22.95,,,,11.55,0.55,3.0,,7.02,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,clear-night,Clear,clear-night,Clear,,
87,,3303601001,-85.200161,35.055347999999995,5,0.679,,4,26.27,39.65,23.37,,,,12.83,0.56,3.0,,8.15,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,clear-night,Clear,clear-night,Clear,,
88,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,4,26.1,39.84,23.11,,,,12.78,0.56,3.0,,7.99,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,clear-night,Clear,clear-night,Clear,,
89,,3304986001,-85.15870600000001,35.034528,5,1.464,,4,26.19,39.9,23.2,,,,12.8,0.56,3.0,,7.99,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,clear-night,Clear,clear-night,Clear,,
90,,3304428001,-85.24562,35.152975,9,0.551,,5,24.74,39.1,22.72,,,,10.49,0.54,3.0,,8.18,0.08,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,clear-night,Clear,clear-night,Clear,,
91,,33I0075001,-85.200274,35.008246,9,0.136,,5,26.03,39.82,23.52,,,,13.12,0.58,3.0,,8.3,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,clear-night,Clear,clear-night,Clear,,
92,,33I0075001,-85.21086600000001,35.001294,8,1.202,,5,26.18,39.88,23.67,,,,13.1,0.57,3.0,,8.38,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,clear-night,Clear,clear-night,Clear,,
93,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,5,25.88,39.53,23.51,,,,12.15,0.55,3.0,,7.88,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,clear-night,Clear,clear-night,Clear,,
94,,33I0075001,-85.207205,35.005828,7,1.615,,5,26.11,39.86,23.61,,,,13.09,0.57,3.0,,8.35,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,clear-night,Clear,clear-night,Clear,,
95,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,5,25.85,39.93,23.34,,,,12.95,0.58,3.0,,8.06,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,clear-night,Clear,clear-night,Clear,,
96,,33I0024002,-85.297892,35.021809000000005,7,0.213,,5,25.77,39.54,23.41,,,,12.04,0.55,3.0,,7.36,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,clear-night,Clear,clear-night,Clear,,
97,,33I0024002,-85.237709,35.008661,6,1.391,,5,26.31,39.7,23.85,,,,12.95,0.56,3.0,,8.54,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,clear-night,Clear,clear-night,Clear,,
98,,3303603001,-85.181912,35.016889,6,0.002,,5,25.97,39.86,23.48,,,,12.83,0.57,3.0,,8.19,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,clear-night,Clear,clear-night,Clear,,
99,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,5,25.29,39.31,22.93,,,,12.37,0.57,3.0,,8.12,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,clear-night,Clear,clear-night,Clear,,
100,,3303580001,-85.162464,35.044885,6,1.695,,5,25.64,39.9,23.18,,,,12.83,0.58,3.0,,8.14,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,clear-night,Clear,clear-night,Clear,,
101,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,5,26.19,39.21,23.83,,,,12.83,0.56,3.0,,8.53,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,clear-night,Clear,clear-night,Clear,,
102,,33I0024002,-85.28069,35.016490999999995,6,10.06,,5,26.13,39.6,23.71,,,,12.7,0.56,3.0,,8.11,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,clear-night,Clear,clear-night,Clear,,
103,,3303580001,-85.166282,35.046274,6,1.538,,5,25.67,39.91,23.21,,,,12.8,0.58,3.0,,8.16,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,clear-night,Clear,clear-night,Clear,,
104,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,5,25.13,39.03,22.95,,,,11.37,0.55,3.0,,7.02,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,clear-night,Clear,clear-night,Clear,,
105,,3303601001,-85.200161,35.055347999999995,5,0.679,,5,25.76,39.65,23.37,,,,12.93,0.58,3.0,,8.31,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,clear-night,Clear,clear-night,Clear,,
106,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,5,25.6,39.84,23.11,,,,12.91,0.58,3.0,,8.08,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,clear-night,Clear,clear-night,Clear,,
107,,3304986001,-85.15870600000001,35.034528,5,1.464,,5,25.68,39.9,23.2,,,,12.9,0.58,3.0,,8.09,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,clear-night,Clear,clear-night,Clear,,
108,,3304428001,-85.24562,35.152975,9,0.551,,6,23.41,39.1,22.72,,,,9.39,0.54,3.0,,8.83,0.08,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
109,,33I0075001,-85.200274,35.008246,9,0.136,,6,24.5,39.82,23.52,,,,12.28,0.59,3.0,,8.53,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
110,,33I0075001,-85.21086600000001,35.001294,8,1.202,,6,24.64,39.88,23.67,,,,12.27,0.59,3.0,,8.57,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
111,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,6,24.4,39.53,23.51,,,,11.25,0.57,3.0,,8.15,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
112,,33I0075001,-85.207205,35.005828,7,1.615,,6,24.58,39.86,23.61,,,,12.26,0.59,3.0,,8.56,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
113,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,6,24.34,39.93,23.34,,,,12.12,0.59,3.0,,8.36,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
114,,33I0024002,-85.297892,35.021809000000005,7,0.213,,6,24.29,39.54,23.41,,,,11.15,0.57,3.0,,7.62,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
115,,33I0024002,-85.237709,35.008661,6,1.391,,6,24.81,39.7,23.85,,,,12.11,0.58,3.0,,8.72,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
116,,3303603001,-85.181912,35.016889,6,0.002,,6,24.47,39.86,23.48,,,,11.99,0.58,3.0,,8.46,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
117,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,6,23.82,39.31,22.93,,,,11.44,0.59,3.0,,8.53,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
118,,3303580001,-85.162464,35.044885,6,1.695,,6,24.14,39.9,23.18,,,,11.97,0.59,3.0,,8.48,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
119,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,6,24.74,39.21,23.83,,,,11.97,0.58,3.0,,8.72,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
120,,33I0024002,-85.28069,35.016490999999995,6,10.06,,6,24.63,39.6,23.71,,,,11.82,0.58,3.0,,8.33,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
121,,3303580001,-85.166282,35.046274,6,1.538,,6,24.16,39.91,23.21,,,,11.93,0.59,3.0,,8.5,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
122,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,6,23.77,39.03,22.95,,,,10.4,0.56,3.0,,7.41,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
123,,3303601001,-85.200161,35.055347999999995,5,0.679,,6,24.28,39.65,23.37,,,,12.03,0.59,3.0,,8.66,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
124,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,6,24.09,39.84,23.11,,,,12.05,0.6,3.0,,8.43,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
125,,3304986001,-85.15870600000001,35.034528,5,1.464,,6,24.17,39.9,23.2,,,,12.05,0.59,3.0,,8.42,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
126,,3304428001,-85.24562,35.152975,9,0.551,,7,22.72,39.1,22.72,,,,8.41,0.54,3.0,,10.0,0.08,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
127,,33I0075001,-85.200274,35.008246,9,0.136,,7,23.52,39.82,23.52,,,,11.17,0.59,3.0,,9.89,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
128,,33I0075001,-85.21086600000001,35.001294,8,1.202,,7,23.67,39.88,23.67,,,,11.15,0.58,3.0,,9.97,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
129,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,7,23.51,39.53,23.51,,,,10.15,0.56,3.0,,9.64,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
130,,33I0075001,-85.207205,35.005828,7,1.615,,7,23.61,39.86,23.61,,,,11.14,0.58,3.0,,9.94,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
131,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,7,23.34,39.93,23.34,,,,11.07,0.59,3.0,,9.61,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
132,,33I0024002,-85.297892,35.021809000000005,7,0.213,,7,23.41,39.54,23.41,,,,10.05,0.56,3.0,,9.14,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
133,,33I0024002,-85.237709,35.008661,6,1.391,,7,23.85,39.7,23.85,,,,10.96,0.57,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
134,,3303603001,-85.181912,35.016889,6,0.002,,7,23.48,39.86,23.48,,,,10.93,0.58,3.0,,9.76,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
135,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,7,22.93,39.31,22.93,,,,10.38,0.58,3.0,,9.8,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
136,,3303580001,-85.162464,35.044885,6,1.695,,7,23.18,39.9,23.18,,,,10.93,0.59,3.0,,9.69,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
137,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,7,23.83,39.21,23.83,,,,10.81,0.57,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
138,,33I0024002,-85.28069,35.016490999999995,6,10.06,,7,23.71,39.6,23.71,,,,10.66,0.57,3.0,,9.81,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
139,,3303580001,-85.166282,35.046274,6,1.538,,7,23.21,39.91,23.21,,,,10.89,0.59,3.0,,9.72,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
140,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,7,22.95,39.03,22.95,,,,9.32,0.55,3.0,,8.78,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
141,,3303601001,-85.200161,35.055347999999995,5,0.679,,7,23.37,39.65,23.37,,,,10.92,0.58,3.0,,9.95,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
142,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,7,23.11,39.84,23.11,,,,11.02,0.59,3.0,,9.62,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
143,,3304986001,-85.15870600000001,35.034528,5,1.464,,7,23.2,39.9,23.2,,,,11.01,0.59,3.0,,9.63,0.06,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,partly-cloudy-night,Partly Cloudy,clear-night,Clear,,
144,,3304428001,-85.24562,35.152975,9,0.551,,8,22.96,39.1,22.72,,,,7.29,0.5,3.0,,10.0,0.08,snow,0.0003,0.0017,1551826800,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,partly-cloudy-day,Partly Cloudy,clear-night,Clear,,
145,,33I0075001,-85.200274,35.008246,9,0.136,,8,23.88,39.82,23.52,,,,9.31,0.53,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,clear-day,Clear,clear-night,Clear,,
146,,33I0075001,-85.21086600000001,35.001294,8,1.202,,8,24.0,39.88,23.67,,,,9.31,0.53,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,clear-day,Clear,clear-night,Clear,,
147,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,8,23.84,39.53,23.51,,,,8.58,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,clear-day,Clear,clear-night,Clear,,
148,,33I0075001,-85.207205,35.005828,7,1.615,,8,23.95,39.86,23.61,,,,9.3,0.53,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,clear-day,Clear,clear-night,Clear,,
149,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,8,23.69,39.93,23.34,,,,9.35,0.54,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,clear-day,Clear,clear-night,Clear,,
150,,33I0024002,-85.297892,35.021809000000005,7,0.213,,8,23.76,39.54,23.41,,,,8.51,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,clear-day,Clear,clear-night,Clear,,
151,,33I0024002,-85.237709,35.008661,6,1.391,,8,24.12,39.7,23.85,,,,9.13,0.52,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,clear-day,Clear,clear-night,Clear,,
152,,3303603001,-85.181912,35.016889,6,0.002,,8,23.8,39.86,23.48,,,,9.23,0.53,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,clear-day,Clear,clear-night,Clear,,
153,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,8,23.34,39.31,22.93,,,,8.64,0.53,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,clear-day,Clear,clear-night,Clear,,
154,,3303580001,-85.162464,35.044885,6,1.695,,8,23.55,39.9,23.18,,,,9.16,0.53,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,clear-day,Clear,clear-night,Clear,,
155,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,8,24.08,39.21,23.83,,,,8.98,0.52,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,clear-day,Clear,clear-night,Clear,,
156,,33I0024002,-85.28069,35.016490999999995,6,10.06,,8,23.95,39.6,23.71,,,,8.83,0.52,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,clear-day,Clear,clear-night,Clear,,
157,,3303580001,-85.166282,35.046274,6,1.538,,8,23.58,39.91,23.21,,,,9.13,0.53,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,clear-day,Clear,clear-night,Clear,,
158,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,8,23.22,39.03,22.95,,,,7.83,0.51,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,clear-day,Clear,clear-night,Clear,,
159,,3303601001,-85.200161,35.055347999999995,5,0.679,,8,23.7,39.65,23.37,,,,8.99,0.53,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,clear-day,Clear,clear-night,Clear,,
160,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,8,23.5,39.84,23.11,,,,9.24,0.54,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,clear-day,Clear,clear-night,Clear,,
161,,3304986001,-85.15870600000001,35.034528,5,1.464,,8,23.57,39.9,23.2,,,,9.25,0.54,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,clear-day,Clear,clear-night,Clear,,
162,,3304428001,-85.24562,35.152975,9,0.551,,9,24.61,39.1,22.72,,,,6.56,0.45,3.0,,10.0,0.08,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,clear-day,Clear,clear-night,Clear,,
163,,33I0075001,-85.200274,35.008246,9,0.136,,9,25.48,39.82,23.52,,,,8.08,0.47,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,clear-day,Clear,clear-night,Clear,,
164,,33I0075001,-85.21086600000001,35.001294,8,1.202,,9,25.57,39.88,23.67,,,,8.09,0.47,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,clear-day,Clear,clear-night,Clear,,
165,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,9,25.35,39.53,23.51,,,,7.55,0.46,3.0,,10.0,0.06,snow,0.0003,0.0017,1551826800,1.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,clear-day,Clear,clear-night,Clear,,
