,Accident,Route,Longitude,Latitude,sums,Log_Mile,City,Hour,Temperature,Temp_Max,Temp_Min,Daily_Avg_Temp,Monthly_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Event,Conditions,EventBefore,ConditionBefore,Probability,Prediction
31,,3303580001,-85.166282,35.046274,6,1.538,,1,38.89,39.17,30.76,,,,31.14,0.73,3.0,,6.32,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
32,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,1,38.29,38.73,29.74,,,,30.37,0.73,3.0,,7.63,0.77,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,cloudy,Overcast,clear-night,Clear,,
33,,3303601001,-85.200161,35.055347999999995,5,0.679,,1,38.73,39.09,30.59,,,,30.99,0.73,3.0,,6.27,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,cloudy,Overcast,clear-night,Clear,,
34,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,1,38.75,39.02,30.67,,,,31.18,0.74,3.0,,6.33,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
35,,3304986001,-85.15870600000001,35.034528,5,1.464,,1,38.82,39.11,30.77,,,,31.22,0.74,3.0,,6.3,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,cloudy,Overcast,clear-night,Clear,,
36,,3304428001,-85.24562,35.152975,9,0.551,,2,37.35,38.54,29.05,,,,30.27,0.75,3.0,,8.36,0.76,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,cloudy,Overcast,clear-night,Clear,,
37,,33I0075001,-85.200274,35.008246,9,0.136,,2,38.24,39.28,30.93,,,,30.98,0.75,3.0,,8.11,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,cloudy,Overcast,clear-night,Clear,,
38,,33I0075001,-85.21086600000001,35.001294,8,1.202,,2,38.31,39.37,31.05,,,,31.02,0.75,3.0,,8.09,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
39,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,2,37.73,39.08,30.59,,,,30.64,0.75,3.0,,7.62,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,cloudy,Overcast,clear-night,Clear,,
40,,33I0075001,-85.207205,35.005828,7,1.615,,2,38.29,39.34,31.0,,,,30.99,0.75,3.0,,8.1,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
41,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,2,37.8,39.17,30.89,,,,30.98,0.76,3.0,,8.12,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,cloudy,Overcast,clear-night,Clear,,
42,,33I0024002,-85.297892,35.021809000000005,7,0.213,,2,37.78,39.17,30.69,,,,30.66,0.75,3.0,,7.25,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,cloudy,Overcast,clear-night,Clear,,
43,,33I0024002,-85.237709,35.008661,6,1.391,,2,37.74,39.15,30.85,,,,30.91,0.76,3.0,,8.11,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
44,,3303603001,-85.181912,35.016889,6,0.002,,2,37.74,39.1,30.83,,,,30.95,0.76,3.0,,8.14,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,cloudy,Overcast,clear-night,Clear,,
45,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,2,37.33,38.61,30.02,,,,30.41,0.76,3.0,,8.2,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,cloudy,Overcast,clear-night,Clear,,
46,,3303580001,-85.162464,35.044885,6,1.695,,2,37.79,39.13,30.73,,,,30.78,0.76,3.0,,8.28,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
47,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,2,37.13,38.56,30.32,,,,30.83,0.78,3.0,,8.09,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,cloudy,Overcast,clear-night,Clear,,
48,,33I0024002,-85.28069,35.016490999999995,6,10.06,,2,37.73,39.12,30.76,,,,30.75,0.76,3.0,,7.86,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,cloudy,Overcast,clear-night,Clear,,
49,,3303580001,-85.166282,35.046274,6,1.538,,2,37.83,39.17,30.76,,,,30.77,0.75,3.0,,8.28,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
50,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,2,37.44,38.73,29.74,,,,29.88,0.74,3.0,,7.64,0.77,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,cloudy,Overcast,clear-night,Clear,,
51,,3303601001,-85.200161,35.055347999999995,5,0.679,,2,37.76,39.09,30.59,,,,30.6,0.75,3.0,,8.29,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,cloudy,Overcast,clear-night,Clear,,
52,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,2,37.69,39.02,30.67,,,,30.82,0.76,3.0,,8.26,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
53,,3304986001,-85.15870600000001,35.034528,5,1.464,,2,37.77,39.11,30.77,,,,30.86,0.76,3.0,,8.22,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,cloudy,Overcast,clear-night,Clear,,
54,,3304428001,-85.24562,35.152975,9,0.551,,3,36.46,38.54,29.05,,,,29.0,0.74,3.0,,8.33,0.76,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,cloudy,Overcast,clear-night,Clear,,
55,,33I0075001,-85.200274,35.008246,9,0.136,,3,37.18,39.28,30.93,,,,30.38,0.76,3.0,,8.13,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,cloudy,Overcast,clear-night,Clear,,
56,,33I0075001,-85.21086600000001,35.001294,8,1.202,,3,37.27,39.37,31.05,,,,30.42,0.76,3.0,,8.12,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
57,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,3,36.94,39.08,30.59,,,,29.89,0.75,3.0,,7.66,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,cloudy,Overcast,clear-night,Clear,,
58,,33I0075001,-85.207205,35.005828,7,1.615,,3,37.24,39.34,31.0,,,,30.39,0.76,3.0,,8.13,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
59,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,3,37.13,39.17,30.89,,,,30.19,0.76,3.0,,8.11,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,cloudy,Overcast,clear-night,Clear,,
60,,33I0024002,-85.297892,35.021809000000005,7,0.213,,3,36.99,39.17,30.69,,,,29.87,0.75,3.0,,7.3,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,cloudy,Overcast,clear-night,Clear,,
61,,33I0024002,-85.237709,35.008661,6,1.391,,3,37.04,39.15,30.85,,,,30.25,0.76,3.0,,8.16,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
62,,3303603001,-85.181912,35.016889,6,0.002,,3,37.07,39.1,30.83,,,,30.14,0.76,3.0,,8.14,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,cloudy,Overcast,clear-night,Clear,,
63,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,3,36.54,38.61,30.02,,,,29.72,0.76,3.0,,8.2,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,cloudy,Overcast,clear-night,Clear,,
64,,3303580001,-85.162464,35.044885,6,1.695,,3,37.1,39.13,30.73,,,,30.0,0.75,3.0,,8.27,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
65,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,3,36.45,38.56,30.32,,,,30.13,0.78,3.0,,8.14,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,cloudy,Overcast,clear-night,Clear,,
66,,33I0024002,-85.28069,35.016490999999995,6,10.06,,3,36.99,39.12,30.76,,,,30.0,0.76,3.0,,7.92,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,cloudy,Overcast,clear-night,Clear,,
67,,3303580001,-85.166282,35.046274,6,1.538,,3,37.14,39.17,30.76,,,,29.98,0.75,3.0,,8.28,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
68,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,3,36.54,38.73,29.74,,,,29.04,0.74,3.0,,7.65,0.77,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,cloudy,Overcast,clear-night,Clear,,
69,,3303601001,-85.200161,35.055347999999995,5,0.679,,3,37.02,39.09,30.59,,,,29.94,0.75,3.0,,8.3,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,cloudy,Overcast,clear-night,Clear,,
70,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,3,36.99,39.02,30.67,,,,30.05,0.76,3.0,,8.25,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
71,,3304986001,-85.15870600000001,35.034528,5,1.464,,3,37.08,39.11,30.77,,,,30.08,0.76,3.0,,8.21,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,cloudy,Overcast,clear-night,Clear,,
72,,3304428001,-85.24562,35.152975,9,0.551,,4,35.95,38.54,29.05,,,,28.34,0.74,3.0,,8.27,0.76,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,cloudy,Overcast,clear-night,Clear,,
73,,33I0075001,-85.200274,35.008246,9,0.136,,4,36.44,39.28,30.93,,,,29.35,0.75,3.0,,8.27,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,cloudy,Overcast,clear-night,Clear,,
74,,33I0075001,-85.21086600000001,35.001294,8,1.202,,4,36.51,39.37,31.05,,,,29.36,0.75,3.0,,8.28,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
75,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,4,36.27,39.08,30.59,,,,28.81,0.74,3.0,,7.78,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,cloudy,Overcast,clear-night,Clear,,
76,,33I0075001,-85.207205,35.005828,7,1.615,,4,36.49,39.34,31.0,,,,29.34,0.75,3.0,,8.28,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
77,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,4,36.55,39.17,30.89,,,,29.62,0.76,3.0,,8.2,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,cloudy,Overcast,clear-night,Clear,,
78,,33I0024002,-85.297892,35.021809000000005,7,0.213,,4,36.32,39.17,30.69,,,,28.79,0.74,3.0,,7.42,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,cloudy,Overcast,clear-night,Clear,,
79,,33I0024002,-85.237709,35.008661,6,1.391,,4,36.3,39.15,30.85,,,,29.16,0.75,3.0,,8.35,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
80,,3303603001,-85.181912,35.016889,6,0.002,,4,36.5,39.1,30.83,,,,29.54,0.76,3.0,,8.25,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,cloudy,Overcast,clear-night,Clear,,
81,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,4,35.93,38.61,30.02,,,,28.76,0.75,3.0,,8.21,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,cloudy,Overcast,clear-night,Clear,,
