,Accident,Center_Lat,Center_Long,Date,Time,Event,Conditions,EventBefore,ConditionBefore,Hour,DayFrame,Temperature,Temp_Max,Temp_Min,Daily_Relative_Temp,Monthly_Relative_Temp,WeekDay,WeekEnd,Precipitation_Intensity,Precip_Intensity_Max,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Grid_Block,Weekday,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count
40,0,-85.28060053,-85.28060053,2017-03-30,11:00:00,nan,nan,nan,nan,11,3,,,,,,1,0,,,,,,,,,659,3,13,8,0,7,17
41,0,-85.28060053,-85.28060053,2017-06-02,10:00:00,nan,nan,nan,nan,10,3,,,,,,1,0,,,,,,,,,659,4,13,8,0,7,17
42,0,-85.27703402,-85.27703402,2017-02-22,10:00:00,nan,nan,nan,nan,10,3,,,,,,1,0,,,,,,,,,33,2,21,25,0,7,18
43,0,-85.31183853,-85.31183853,2017-03-27,12:00:00,nan,nan,nan,nan,12,3,,,,,,1,0,,,,,,,,,529,0,10,11,0,7,12
44,0,-85.31183853,-85.31183853,2017-11-04,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,529,5,10,11,0,7,12
45,0,-85.31183853,-85.31183853,2017-01-29,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,529,6,10,11,0,7,12
46,0,-85.24029671,-85.24029671,2017-12-10,11:00:00,nan,nan,nan,nan,11,3,,,,,,0,1,,,,,,,,,233,6,23,18,0,7,26
47,0,-85.08329338,-85.08329338,2017-02-05,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,427,6,43,14,0,0,2
48,0,-85.08329338,-85.08329338,2017-05-21,18:00:00,nan,nan,nan,nan,18,1,,,,,,0,1,,,,,,,,,427,6,43,14,0,0,2
49,0,-85.08329338,-85.08329338,2017-05-14,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,427,6,43,14,0,0,2
50,0,-85.08329338,-85.08329338,2017-12-31,12:00:00,nan,nan,nan,nan,12,3,,,,,,0,1,,,,,,,,,427,6,43,14,0,0,2
51,0,-85.08329338,-85.08329338,2017-01-15,10:00:00,nan,nan,nan,nan,10,3,,,,,,0,1,,,,,,,,,427,6,43,14,0,0,2
52,0,-85.08329338,-85.08329338,2017-08-27,18:00:00,nan,nan,nan,nan,18,1,,,,,,0,1,,,,,,,,,427,6,43,14,0,0,2
53,0,-85.08329338,-85.08329338,2017-10-01,20:00:00,nan,nan,nan,nan,20,1,,,,,,0,1,,,,,,,,,427,6,43,14,0,0,2
54,0,-85.27084721,-85.27084721,2017-10-22,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,401,6,17,14,0,5,3
55,0,-85.27084721,-85.27084721,2017-07-23,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,401,6,17,14,0,5,3
56,0,-85.27084721,-85.27084721,2017-11-12,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,401,6,17,14,0,5,3
57,0,-85.13941059,-85.13941059,2017-06-30,5:00:00,nan,nan,nan,nan,5,2,,,,,,1,0,,,,,,,,,639,4,33,9,0,2,1
58,0,-85.13941059,-85.13941059,2017-02-04,18:00:00,nan,nan,nan,nan,18,1,,,,,,0,1,,,,,,,,,639,5,33,9,0,2,1
59,0,-85.13941059,-85.13941059,2017-06-06,7:00:00,nan,nan,nan,nan,7,2,,,,,,1,0,,,,,,,,,639,1,33,9,0,2,1
60,0,-85.13941059,-85.13941059,2017-04-06,6:00:00,nan,nan,nan,nan,6,2,,,,,,1,0,,,,,,,,,639,3,33,9,0,2,1
61,0,-85.22198825,-85.22198825,2017-12-09,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,586,5,22,10,1,4,6
62,0,-85.15785894,-85.15785894,2017-10-29,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,676,6,30,8,0,0,1
63,0,-85.15785894,-85.15785894,2017-09-03,21:00:00,nan,nan,nan,nan,21,1,,,,,,0,1,,,,,,,,,676,6,30,8,0,0,1
64,0,-85.15785894,-85.15785894,2017-12-09,23:00:00,nan,nan,nan,nan,23,1,,,,,,0,1,,,,,,,,,676,5,30,8,0,0,1
65,0,-85.22032018,-85.22032018,2017-07-25,10:00:00,nan,nan,nan,nan,10,3,,,,,,1,0,,,,,,,,,408,1,24,14,0,-1,-1
66,0,-85.22032018,-85.22032018,2017-02-19,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,408,6,24,14,0,-1,-1
67,0,-85.1402302,-85.1402302,2017-10-29,19:00:00,nan,nan,nan,nan,19,1,,,,,,0,1,,,,,,,,,716,6,32,7,0,-1,-1
68,0,-85.1402302,-85.1402302,2017-07-08,10:00:00,nan,nan,nan,nan,10,3,,,,,,0,1,,,,,,,,,716,5,32,7,0,-1,-1
69,0,-85.1402302,-85.1402302,2017-12-30,18:00:00,nan,nan,nan,nan,18,1,,,,,,0,1,,,,,,,,,716,5,32,7,0,-1,-1
70,0,-85.1402302,-85.1402302,2017-05-14,1:00:00,nan,nan,nan,nan,1,1,,,,,,0,1,,,,,,,,,716,6,32,7,0,-1,-1
71,0,-85.1402302,-85.1402302,2017-05-28,11:00:00,nan,nan,nan,nan,11,3,,,,,,0,1,,,,,,,,,716,6,32,7,0,-1,-1
72,0,-85.1402302,-85.1402302,2017-09-16,22:00:00,nan,nan,nan,nan,22,1,,,,,,0,1,,,,,,,,,716,5,32,7,0,-1,-1
73,0,-85.20422597,-85.20422597,2017-05-06,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,238,5,28,18,0,7,6
74,0,-85.20422597,-85.20422597,2017-03-25,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,238,5,28,18,0,7,6
75,0,-85.29569583,-85.29569583,2017-10-08,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,353,6,14,15,0,7,16
76,0,-85.25388852,-85.25388852,2017-04-29,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,164,5,22,20,0,7,17
77,0,-85.18187718,-85.18187718,2017-07-16,17:00:00,nan,nan,nan,nan,17,4,,,,,,0,1,,,,,,,,,547,6,28,11,0,5,4
78,0,-85.18187718,-85.18187718,2017-08-05,15:00:00,nan,nan,nan,nan,15,4,,,,,,0,1,,,,,,,,,547,5,28,11,0,5,4
79,0,-85.18187718,-85.18187718,2017-08-27,20:00:00,nan,nan,nan,nan,20,1,,,,,,0,1,,,,,,,,,547,6,28,11,0,5,4
80,0,-85.18187718,-85.18187718,2017-11-04,19:00:00,nan,nan,nan,nan,19,1,,,,,,0,1,,,,,,,,,547,5,28,11,0,5,4
81,0,-85.18187718,-85.18187718,2017-05-27,13:00:00,nan,nan,nan,nan,13,4,,,,,,0,1,,,,,,,,,547,5,28,11,0,5,4
82,0,-85.28444246,-85.28444246,2017-12-16,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,310,5,16,16,0,7,14
83,0,-85.28444246,-85.28444246,2017-07-02,12:00:00,nan,nan,nan,nan,12,3,,,,,,0,1,,,,,,,,,310,6,16,16,0,7,14
84,0,-85.28444246,-85.28444246,2017-06-11,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,310,6,16,16,0,7,14
85,0,-85.28444246,-85.28444246,2017-02-11,20:00:00,nan,nan,nan,nan,20,1,,,,,,0,1,,,,,,,,,310,5,16,16,0,7,14
86,0,-85.28444246,-85.28444246,2017-11-26,15:00:00,nan,nan,nan,nan,15,4,,,,,,0,1,,,,,,,,,310,6,16,16,0,7,14
87,0,-85.28444246,-85.28444246,2017-09-10,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,310,6,16,16,0,7,14
88,0,-85.17713976,-85.17713976,2017-10-28,10:00:00,nan,nan,nan,nan,10,3,,,,,,0,1,,,,,,,,,778,5,26,5,0,9,3
89,0,-85.17713976,-85.17713976,2017-03-12,15:00:00,nan,nan,nan,nan,15,4,,,,,,0,1,,,,,,,,,778,6,26,5,0,9,3
90,0,-85.28463537,-85.28463537,2017-10-19,19:00:00,nan,nan,nan,nan,19,1,,,,,,1,0,,,,,,,,,696,3,12,7,0,7,12
91,0,-85.28463537,-85.28463537,2017-09-24,11:00:00,nan,nan,nan,nan,11,3,,,,,,0,1,,,,,,,,,696,6,12,7,0,7,12
92,0,-85.28463537,-85.28463537,2017-02-05,2:00:00,nan,nan,nan,nan,2,1,,,,,,0,1,,,,,,,,,696,6,12,7,0,7,12
93,0,-85.28463537,-85.28463537,2017-01-11,20:00:00,nan,nan,nan,nan,20,1,,,,,,1,0,,,,,,,,,696,2,12,7,0,7,12
94,0,-85.1721851,-85.1721851,2017-01-21,23:00:00,nan,nan,nan,nan,23,1,,,,,,0,1,,,,,,,,,281,5,32,17,1,7,18
95,0,-85.1721851,-85.1721851,2017-09-03,21:00:00,nan,nan,nan,nan,21,1,,,,,,0,1,,,,,,,,,281,6,32,17,1,7,18
96,0,-85.27084721,-85.27084721,2017-02-05,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,401,6,17,14,0,5,3
97,0,-85.07851165,-85.07851165,2017-01-19,19:00:00,nan,nan,nan,nan,19,1,,,,,,1,0,,,,,,,,,687,3,41,8,0,7,14
98,0,-85.07851165,-85.07851165,2017-07-05,22:00:00,nan,nan,nan,nan,22,1,,,,,,1,0,,,,,,,,,687,2,41,8,0,7,14
99,0,-85.07851165,-85.07851165,2017-09-15,23:00:00,nan,nan,nan,nan,23,1,,,,,,1,0,,,,,,,,,687,4,41,8,0,7,14
100,0,-85.07851165,-85.07851165,2017-06-06,3:00:00,nan,nan,nan,nan,3,1,,,,,,1,0,,,,,,,,,687,1,41,8,0,7,14
101,0,-85.07851165,-85.07851165,2017-04-11,1:00:00,nan,nan,nan,nan,1,1,,,,,,1,0,,,,,,,,,687,1,41,8,0,7,14
102,0,-85.32032337,-85.32032337,2017-10-08,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,27,6,15,25,0,4,9
103,0,-85.32032337,-85.32032337,2017-04-09,11:00:00,nan,nan,nan,nan,11,3,,,,,,0,1,,,,,,,,,27,6,15,25,0,4,9
104,0,-85.31969426,-85.31969426,2017-12-03,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,222,6,12,18,1,7,16
105,0,-85.21712863,-85.21712863,2017-05-21,14:00:00,nan,nan,nan,nan,14,4,,,,,,0,1,,,,,,,,,453,6,24,13,0,7,2
106,0,-85.21712863,-85.21712863,2017-01-13,13:00:00,nan,nan,nan,nan,13,4,,,,,,1,0,,,,,,,,,453,4,24,13,0,7,2
107,0,-85.21712863,-85.21712863,2017-12-01,17:00:00,nan,nan,nan,nan,17,4,,,,,,1,0,,,,,,,,,453,4,24,13,0,7,2
108,0,-85.21712863,-85.21712863,2017-06-02,6:00:00,nan,nan,nan,nan,6,2,,,,,,1,0,,,,,,,,,453,4,24,13,0,7,2
109,0,-85.21712863,-85.21712863,2017-05-27,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,453,5,24,13,0,7,2
110,0,-85.25472834,-85.25472834,2017-12-03,12:00:00,nan,nan,nan,nan,12,3,,,,,,0,1,,,,,,,,,231,6,21,18,0,7,8
111,0,-85.25472834,-85.25472834,2017-01-01,17:00:00,nan,nan,nan,nan,17,4,,,,,,0,1,,,,,,,,,231,6,21,18,0,7,8
112,0,-85.25472834,-85.25472834,2017-02-17,10:00:00,nan,nan,nan,nan,10,3,,,,,,1,0,,,,,,,,,231,4,21,18,0,7,8
113,0,-85.25472834,-85.25472834,2017-04-02,10:00:00,nan,nan,nan,nan,10,3,,,,,,0,1,,,,,,,,,231,6,21,18,0,7,8
114,0,-85.25472834,-85.25472834,2017-01-08,16:00:00,nan,nan,nan,nan,16,4,,,,,,0,1,,,,,,,,,231,6,21,18,0,7,8
115,0,-85.25472834,-85.25472834,2017-05-28,15:00:00,nan,nan,nan,nan,15,4,,,,,,0,1,,,,,,,,,231,6,21,18,0,7,8
116,0,-85.22822132,-85.22822132,2017-05-06,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,137,5,26,21,0,7,21
117,0,-85.22822132,-85.22822132,2017-06-24,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,137,5,26,21,0,7,21
118,0,-85.12580022,-85.12580022,2017-01-29,18:00:00,nan,nan,nan,nan,18,1,,,,,,0,1,,,,,,,,,718,6,34,7,0,2,1
119,0,-85.12580022,-85.12580022,2017-01-22,4:00:00,nan,nan,nan,nan,4,1,,,,,,0,1,,,,,,,,,718,6,34,7,0,2,1
120,0,-85.24986156,-85.24986156,2017-03-19,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,134,6,23,21,0,7,23
121,0,-85.24986156,-85.24986156,2017-03-11,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,134,5,23,21,0,7,23
122,0,-85.34710977,-85.34710977,2017-08-12,1:00:00,nan,nan,nan,nan,1,1,,,,,,0,1,,,,,,,,,435,5,6,13,0,7,13
123,0,-85.34710977,-85.34710977,2017-07-17,9:00:00,nan,nan,nan,nan,9,2,,,,,,1,0,,,,,,,,,435,0,6,13,0,7,13
124,0,-85.34710977,-85.34710977,2017-05-16,16:00:00,nan,nan,nan,nan,16,4,,,,,,1,0,,,,,,,,,435,1,6,13,0,7,13
125,0,-85.34710977,-85.34710977,2017-03-17,14:00:00,nan,nan,nan,nan,14,4,,,,,,1,0,,,,,,,,,435,4,6,13,0,7,13
126,0,-85.34710977,-85.34710977,2017-12-17,12:00:00,nan,nan,nan,nan,12,3,,,,,,0,1,,,,,,,,,435,6,6,13,0,7,13
127,0,-85.34710977,-85.34710977,2017-11-27,7:00:00,nan,nan,nan,nan,7,2,,,,,,1,0,,,,,,,,,435,0,6,13,0,7,13
128,0,-85.12899867,-85.12899867,2017-07-15,10:00:00,nan,nan,nan,nan,10,3,,,,,,0,1,,,,,,,,,680,5,34,8,0,2,1
129,0,-85.33009898,-85.33009898,2017-05-14,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,186,6,11,19,0,7,7
130,0,-85.33009898,-85.33009898,2017-01-07,20:00:00,nan,nan,nan,nan,20,1,,,,,,0,1,,,,,,,,,186,5,11,19,0,7,7
131,0,-85.33009898,-85.33009898,2017-12-31,12:00:00,nan,nan,nan,nan,12,3,,,,,,0,1,,,,,,,,,186,6,11,19,0,7,7
132,0,-85.10009449,-85.10009449,2017-05-06,21:00:00,nan,nan,nan,nan,21,1,,,,,,0,1,,,,,,,,,291,5,42,17,0,7,7
133,0,-85.10009449,-85.10009449,2017-11-11,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,291,5,42,17,0,7,7
134,0,-85.10009449,-85.10009449,2017-08-26,1:00:00,nan,nan,nan,nan,1,1,,,,,,0,1,,,,,,,,,291,5,42,17,0,7,7
135,0,-85.10009449,-85.10009449,2017-09-11,10:00:00,nan,nan,nan,nan,10,3,,,,,,1,0,,,,,,,,,291,0,42,17,0,7,7
136,0,-85.10009449,-85.10009449,2017-04-25,13:00:00,nan,nan,nan,nan,13,4,,,,,,1,0,,,,,,,,,291,1,42,17,0,7,7
137,0,-85.10009449,-85.10009449,2017-08-05,20:00:00,nan,nan,nan,nan,20,1,,,,,,0,1,,,,,,,,,291,5,42,17,0,7,7
138,0,-85.10009449,-85.10009449,2017-01-02,11:00:00,nan,nan,nan,nan,11,3,,,,,,1,0,,,,,,,,,291,0,42,17,0,7,7
139,0,-85.28021865,-85.28021865,2017-02-04,17:00:00,nan,nan,nan,nan,17,4,,,,,,0,1,,,,,,,,,14,5,21,26,0,7,20
140,0,-85.28021865,-85.28021865,2017-07-16,15:00:00,nan,nan,nan,nan,15,4,,,,,,0,1,,,,,,,,,14,6,21,26,0,7,20
141,0,-85.12899867,-85.12899867,2017-07-08,12:00:00,nan,nan,nan,nan,12,3,,,,,,0,1,,,,,,,,,680,5,34,8,0,2,1
142,0,-85.10573114,-85.10573114,2017-12-15,9:00:00,nan,nan,nan,nan,9,2,,,,,,1,0,,,,,,,,,513,4,39,12,0,7,14
143,0,-85.10573114,-85.10573114,2017-08-10,6:00:00,nan,nan,nan,nan,6,2,,,,,,1,0,,,,,,,,,513,3,39,12,0,7,14
144,0,-85.10573114,-85.10573114,2017-05-30,11:00:00,nan,nan,nan,nan,11,3,,,,,,1,0,,,,,,,,,513,1,39,12,0,7,14
145,0,-85.12015232,-85.12015232,2017-03-12,20:00:00,nan,nan,nan,nan,20,1,,,,,,0,1,,,,,,,,,511,6,37,12,0,7,12
146,0,-85.12015232,-85.12015232,2017-08-27,1:00:00,nan,nan,nan,nan,1,1,,,,,,0,1,,,,,,,,,511,6,37,12,0,7,12
147,0,-85.12015232,-85.12015232,2017-08-12,11:00:00,nan,nan,nan,nan,11,3,,,,,,0,1,,,,,,,,,511,5,37,12,0,7,12
148,0,-85.10654473,-85.10654473,2017-07-15,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,602,5,38,10,0,7,2
149,0,-85.10654473,-85.10654473,2017-06-15,10:00:00,nan,nan,nan,nan,10,3,,,,,,1,0,,,,,,,,,602,3,38,10,0,7,2
150,0,-85.10654473,-85.10654473,2017-08-06,13:00:00,nan,nan,nan,nan,13,4,,,,,,0,1,,,,,,,,,602,6,38,10,0,7,2
151,0,-85.27300582,-85.27300582,2017-03-05,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,15,6,22,26,0,7,15
152,0,-85.28021865,-85.28021865,2017-04-02,16:00:00,nan,nan,nan,nan,16,4,,,,,,0,1,,,,,,,,,14,6,21,26,0,7,20
153,0,-85.28021865,-85.28021865,2017-07-29,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,14,5,21,26,0,7,20
154,0,-85.11450879,-85.11450879,2017-12-31,21:00:00,nan,nan,nan,nan,21,1,,,,,,0,1,,,,,,,,,289,6,40,17,0,7,9
155,0,-85.11450879,-85.11450879,2017-07-30,23:00:00,nan,nan,nan,nan,23,1,,,,,,0,1,,,,,,,,,289,6,40,17,0,7,9
156,0,-85.18672688,-85.18672688,2017-02-11,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,672,5,26,8,0,7,13
157,0,-85.18672688,-85.18672688,2017-07-30,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,672,6,26,8,0,7,13
158,0,-85.26110377,-85.26110377,2017-04-22,15:00:00,nan,nan,nan,nan,15,4,,,,,,0,1,,,,,,,,,163,5,21,20,0,7,16
159,0,-85.08572264,-85.08572264,2017-12-14,12:00:00,nan,nan,nan,nan,12,3,,,,,,1,0,,,,,,,,,686,3,40,8,0,7,5
160,0,-85.08572264,-85.08572264,2017-07-05,9:00:00,nan,nan,nan,nan,9,2,,,,,,1,0,,,,,,,,,686,2,40,8,0,7,5
161,0,-85.08572264,-85.08572264,2017-04-18,5:00:00,nan,nan,nan,nan,5,2,,,,,,1,0,,,,,,,,,686,1,40,8,0,7,5
162,0,-85.08572264,-85.08572264,2017-03-28,11:00:00,nan,nan,nan,nan,11,3,,,,,,1,0,,,,,,,,,686,1,40,8,0,7,5
163,0,-85.08572264,-85.08572264,2017-09-17,4:00:00,nan,nan,nan,nan,4,1,,,,,,0,1,,,,,,,,,686,6,40,8,0,7,5
164,0,-85.08572264,-85.08572264,2017-08-04,3:00:00,nan,nan,nan,nan,3,1,,,,,,1,0,,,,,,,,,686,4,40,8,0,7,5
165,0,-85.11777018,-85.11777018,2017-12-06,10:00:00,nan,nan,nan,nan,10,3,,,,,,1,0,,,,,,,,,642,2,36,9,0,7,11
166,0,-85.29654319,-85.29654319,2017-10-21,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,442,5,13,13,0,7,2
167,0,-85.29654319,-85.29654319,2017-07-01,10:00:00,nan,nan,nan,nan,10,3,,,,,,0,1,,,,,,,,,442,5,13,13,0,7,2
168,0,-85.28613331,-85.28613331,2017-06-25,10:00:00,nan,nan,nan,nan,10,3,,,,,,0,1,,,,,,,,,488,6,14,12,0,7,11
169,0,-85.29654319,-85.29654319,2017-04-30,12:00:00,nan,nan,nan,nan,12,3,,,,,,0,1,,,,,,,,,442,6,13,13,0,7,2
170,0,-85.21476944,-85.21476944,2017-12-03,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,587,6,23,10,1,7,9
171,0,-85.17950917,-85.17950917,2017-05-02,0:00:00,nan,nan,nan,nan,0,1,,,,,,1,0,,,,,,,,,673,1,27,8,0,7,8
172,0,-85.17950917,-85.17950917,2017-05-11,22:00:00,nan,nan,nan,nan,22,1,,,,,,1,0,,,,,,,,,673,3,27,8,0,7,8
