Accident,Latitude,Longitude,Date,Year,Time,Address,Route,Log_Mile,City,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Intensity,Precip_Intensity_Max,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,DayFrame
1,35.047754,-85.314691,2/4/18,,12:11:39,1 Hwy 27 Sb @ M L King Blvd Wb - On Ramp,33I0124001,1.449,,12,43.68,47.44,36.2,41.73,0.93,2,6,1.52,0.98,0.0311,0.1978,0,0,0,1,0,0,2,2,2,2,5,5,2,1,11,24,15,3
1,35.308709,-85.105935,2/4/18,,12:11:52,1400 ARAPAHO DR,330D830001,0.011000000000000001,,12,42.43,47.05,35.99,41.07,0.95,2,6,2.41,1.0,0.0316,0.1864,0,1,0,0,0,0,2,7,0,2,2,2,11,2,9,18,15,3
1,35.031395,-85.261209,2/4/18,,12:22:21,2800 Mccallie Ave,33SR002001,11.477,,12,43.08,46.91,35.79,41.63,0.95,2,6,2.12,0.99,0.0317,0.2048,0,1,0,0,0,0,2,4,0,2,4,4,13,1,14,24,15,3
1,35.044762,-85.164109,2/4/18,,13:14:09,6951 Lee Hwy,3303580001,1.695,,13,44.98,47.37,36.32,42.82,0.92,2,6,3.68,0.99,0.031,0.1941,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,4
1,35.146964000000004,-85.04701700000001,2/4/18,,13:21:54,8403 ROY LN,330E194001,1.078,,13,44.4,47.05,36.4,42.58,0.93,2,6,5.68,1.0,0.0326,0.1922,0,1,0,0,0,0,2,0,0,2,2,2,11,2,19,20,15,4
1,35.008746,-85.26677600000001,2/4/18,,13:35:31,3100-3199 Ringgold Rd,33SR008001,4.999,,13,44.17,46.47,35.37,42.86,0.95,2,6,3.57,0.99,0.0322,0.2075,0,1,0,0,0,0,2,0,0,2,2,2,13,1,14,24,15,4
1,35.00823,-85.264779,2/4/18,,13:35:47,3200-3299 Ringgold Rd,33SR008001,4.874,,13,44.23,46.55,35.45,42.87,0.95,2,6,3.61,0.99,0.0321,0.2065,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,44,15,4
1,35.269438,-85.169071,2/4/18,,13:46:15,10800 DAYTON PIKE,3303633001,1.3659999999999999,,13,44.12,46.7,35.68,42.67,0.95,2,6,5.96,1.0,0.0323,0.1971,0,1,0,0,0,0,2,4,0,2,2,2,18,4,16,24,15,4
1,34.989088,-85.20913,2/4/18,,13:49:58,6500 Ringgold Rd,3304147001,0.249,,13,45.15,47.45,36.41,43.01,0.92,2,6,3.62,0.99,0.0308,0.1959,0,1,0,0,0,0,2,7,0,2,2,2,18,4,17,24,15,4
1,35.027231,-85.323459,2/4/18,,14:19:50,17800 I-24 Wb,33I0024002,7.148,,14,46.77,47.65,36.39,43.49,0.88,2,6,4.34,0.98,0.0308,0.1965,0,1,0,0,0,0,2,5,2,2,4,7,2,1,11,24,15,4
1,35.043733,-85.09568,2/4/18,,14:34:35,Bill Reed Rd / Auburn Hills Dr,3301122001,4.17,,14,45.52,46.48,35.71,43.31,0.92,2,6,5.07,0.99,0.033,0.2032,0,1,0,0,0,0,2,7,0,2,2,2,18,2,17,20,15,4
1,35.034975,-85.098506,2/4/18,,15:19:41,3908 W Freedom Cir,330E212001,0.447,,15,45.98,46.44,35.63,43.43,0.91,2,6,4.96,0.99,0.033,0.2043,0,1,0,0,0,0,2,7,0,2,2,2,11,2,19,26,15,4
1,34.997665000000005,-85.291434,2/4/18,,15:30:09,4000 Rossville Blvd,33SR027001,6.99,,15,47.37,47.51,36.3,43.66,0.87,2,6,4.96,0.99,0.0304,0.1942,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,30,15,4
1,35.044047,-85.160105,2/4/18,,15:50:11,7000 - 7019 Shallowford Rd,3303580001,1.922,,15,46.99,47.32,36.3,43.53,0.88,2,6,5.59,0.99,0.0312,0.1945,0,1,0,0,0,0,2,2,2,2,4,4,18,4,14,24,15,4
1,35.145604999999996,-85.249961,2/4/18,,16:34:28,5525 Highway 153,33SR153001,9.916,,16,47.12,47.12,36.1,43.56,0.87,2,6,5.71,1.0,0.0347,0.2189,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,4
1,35.028422,-85.3168,2/4/18,,16:53:53,2501 Broad St,330A649001,0.35100000000000003,,16,47.6,47.62,36.35,43.51,0.86,2,6,4.36,0.98,0.0309,0.1971,0,1,0,0,0,0,2,4,0,2,2,2,12,4,19,24,15,4
1,35.037028,-85.260482,2/4/18,,17:47:39,400 GLENWOOD DR,330A680001,0.033,,17,46.83,46.94,35.79,43.58,0.88,2,6,6.39,0.99,0.0325,0.2112,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,30,15,4
1,35.034528,-85.15870600000001,2/4/18,,18:20:43,2100 HAMILTON PLACE BLVD,3304986001,1.464,,18,47.15,47.32,36.29,42.53,0.84,2,6,7.32,0.99,0.0312,0.1947,0,1,0,0,0,0,2,2,0,2,3,3,18,4,17,24,15,1
1,35.106764,-85.29706999999999,2/4/18,,21:18:06,Dayton Blvd / E Newberry St,3301406001,1.965,,21,44.66,47.12,35.99,39.44,0.82,2,6,6.8,0.98,0.0321,0.2088,0,1,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,1
1,35.025886,-85.313836,2/4/18,,21:33:08,2610 Long St,330A642001,0.174,,21,44.97,47.62,36.35,39.48,0.81,2,6,5.99,0.98,0.0309,0.1974,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,28,15,1
1,35.042127,-85.154861,2/4/18,,22:42:53,7200 - 7299 SHALLOWFORD RD,3301122001,0.067,,22,44.28,47.26,36.27,39.62,0.84,2,6,7.22,0.99,0.0314,0.1952,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,1
1,35.042127,-85.154861,2/4/18,,23:02:23,7200 - 7299 SHALLOWFORD RD,3301122001,0.067,,23,43.51,47.26,36.27,39.33,0.85,2,6,7.22,0.99,0.0314,0.1952,0,1,0,0,0,0,2,2,0,2,4,4,18,4,14,24,15,1
