Unix,Join_Count,Grid_Num,NBR_LANES,FUNC_CLASS,Hour,cloudCover,dewPoint,humidity,precipIntensity,pressure,temperature,visibility,windGust,windSpeed,Rain,Cloudy,Foggy,Snow,Clear,RainBefore,Prediction,Probability
1579809600,123,333,8,12,20,0.93,38.8,0.93,0.0163,1019.2,40.55,6.032,9.43,3.66,1,0,0,0,0,1,,
1579820400,123,333,8,12,23,0.98,40.46,1,0.0562,1018.1,40.46,5.915,22.54,3.78,1,0,0,0,0,1,,
1579737600,1,334,2,19,0,0.99,23.46,0.64,0,1025.5,34.51,10,4.8,1.59,0,1,0,0,0,0,,
1579752000,1,334,2,19,4,0.78,24.31,0.66,0,1024.8,34.59,10,8.53,2.46,0,1,0,0,0,0,,
1579766400,1,334,2,19,8,1,27.41,0.7,0.0016,1025.1,36.43,10,8.51,2.28,0,1,0,0,0,0,,
1579780800,1,334,2,19,12,0.84,33.4,0.77,0.0148,1024,40.11,10,14.49,3.34,0,1,0,0,0,0,,
1579795200,1,334,2,19,16,0.94,38.72,0.92,0.0199,1020,40.95,9.131,13.29,4.47,1,0,0,0,0,1,,
1579809600,1,334,2,19,20,0.93,38.73,0.93,0.0169,1019.2,40.49,6.592,10.45,3.53,1,0,0,0,0,1,,
1579820400,1,334,2,19,23,0.98,40.37,1,0.061,1018.2,40.37,6.412,22.41,4.2,1,0,0,0,0,1,,
1579737600,5,335,2,19,0,0.99,23.44,0.64,0,1025.5,34.49,10,4.68,1.54,0,1,0,0,0,0,,
1579752000,5,335,2,19,4,0.78,23.77,0.64,0,1024.8,34.51,10,8.32,2.39,0,1,0,0,0,0,,
1579766400,5,335,2,19,8,1,27.45,0.7,0.0016,1025.1,36.39,10,8.32,2.22,0,1,0,0,0,0,,
1579780800,5,335,2,19,12,0.84,34.83,0.83,0.0149,1024,39.48,10,11.24,3.35,1,0,0,0,0,0,,
1579795200,5,335,2,19,16,0.94,38.65,0.91,0.0202,1020,40.96,9.164,10.27,4.44,1,0,0,0,0,1,,
1579809600,5,335,2,19,20,0.93,38.69,0.93,0.0164,1019.2,40.49,6.675,10.3,3.51,1,0,0,0,0,1,,
1579820400,5,335,2,19,23,0.98,40.4,1,0.0625,1018.2,40.4,6.554,17.39,4.2,1,0,0,0,0,1,,
1579737600,8,336,2,19,0,0.99,23.19,0.63,0,1025.5,34.38,10,4.97,1.66,0,1,0,0,0,0,,
1579752000,8,336,2,19,4,0.78,23.81,0.65,0,1024.8,34.35,10,8.78,2.56,0,1,0,0,0,0,,
1579766400,8,336,2,19,8,1,27.67,0.71,0.0017,1025.2,36.26,10,8.75,2.23,0,1,0,0,0,0,,
1579780800,8,336,2,19,12,0.83,34.9,0.83,0.0162,1024,39.52,10,12,3.59,1,0,0,0,0,0,,
1579795200,8,336,2,19,16,0.93,38.69,0.92,0.0214,1020,40.87,9.581,10.9,4.41,1,0,0,0,0,1,,
1579809600,8,336,2,19,20,0.93,38.68,0.93,0.0167,1019.3,40.45,7.053,10.94,3.41,1,0,0,0,0,1,,
1579820400,8,336,2,19,23,0.98,40.31,1,0.0661,1018.2,40.31,6.861,18.57,4.47,1,0,0,0,0,1,,
1579737600,50,337,2,19,0,0.99,23.17,0.63,0,1025.6,34.36,10,4.93,1.63,0,1,0,0,0,0,,
1579752000,50,337,2,19,4,0.78,23.83,0.65,0,1024.8,34.27,10,8.69,2.53,0,1,0,0,0,0,,
1579766400,50,337,2,19,8,1,27.74,0.71,0.0017,1025.2,36.23,10,8.67,2.19,0,1,0,0,0,0,,
1579780800,50,337,2,19,12,0.82,34.84,0.83,0.0162,1024,39.57,10,12.22,3.65,1,0,0,0,0,0,,
1579795200,50,337,2,19,16,0.93,38.57,0.92,0.0214,1020,40.82,9.68,11.11,4.39,1,0,0,0,0,1,,
1579809600,50,337,2,19,20,0.93,38.61,0.93,0.0164,1019.3,40.45,7.183,10.97,3.38,1,0,0,0,0,1,,
1579820400,50,337,2,19,23,0.98,40.34,1,0.0668,1018.3,40.34,7.056,18.75,4.52,1,0,0,0,0,1,,
1579737600,16,338,2,19,0,0.99,23.01,0.63,0,1025.6,34.28,10,5.07,1.7,0,1,0,0,0,0,,
1579752000,16,338,2,19,4,0.77,23.87,0.66,0,1024.8,34.13,10,8.87,2.62,0,1,0,0,0,0,,
1579766400,16,338,2,19,8,1,27.88,0.72,0.0018,1025.3,36.13,10,8.83,2.2,0,1,0,0,0,0,,
1579780800,16,338,2,19,12,0.82,34.81,0.83,0.0169,1024,39.59,10,12.62,3.78,1,0,0,0,0,0,,
1579795200,16,338,2,19,16,0.92,38.55,0.92,0.0221,1020,40.72,9.887,11.41,4.35,1,0,0,0,0,1,,
1579809600,16,338,2,19,20,0.92,38.57,0.93,0.0166,1019.3,40.4,7.404,11.28,3.31,1,0,0,0,0,1,,
1579820400,16,338,2,19,23,0.98,40.27,1,0.0692,1018.3,40.27,7.198,19.39,4.65,1,0,0,0,0,1,,
1579737600,18,339,2,19,0,0.99,22.98,0.63,0,1025.6,34.26,10,5.03,1.67,0,1,0,0,0,0,,
1579752000,18,339,2,19,4,0.77,23.9,0.66,0,1024.9,34.05,10,8.77,2.6,0,1,0,0,0,0,,
1579766400,18,339,2,19,8,1,27.96,0.72,0.0018,1025.3,36.11,10,8.74,2.16,0,1,0,0,0,0,,
1579780800,18,339,2,19,12,0.81,34.77,0.83,0.0168,1024,39.64,10,12.82,3.84,1,0,0,0,0,0,,
1579795200,18,339,2,19,16,0.92,38.43,0.92,0.0218,1020,40.65,9.968,11.6,4.34,1,0,0,0,0,1,,
1579809600,18,339,2,19,20,0.92,38.5,0.93,0.0163,1019.3,40.39,7.515,11.3,3.28,1,0,0,0,0,1,,
1579820400,18,339,2,19,23,0.98,40.3,1,0.0696,1018.3,40.3,7.381,19.55,4.7,1,0,0,0,0,1,,
1579737600,71,342,2,11,0,0.99,22.88,0.63,0,1025.6,34.3,10,5.01,1.72,0,1,0,0,0,0,,
1579752000,71,342,2,11,4,0.76,24.25,0.68,0.001,1025,33.86,10,8.57,2.63,0,1,0,0,0,0,,
1579766400,71,342,2,11,8,1,28.21,0.73,0.002,1025.4,36.08,10,8.5,2.14,0,1,0,0,0,0,,
1579780800,71,342,2,11,12,0.8,34.11,0.81,0.0169,1024.1,39.4,10,13.24,4,1,0,0,0,0,0,,
1579795200,71,342,2,11,16,0.91,37.78,0.91,0.022,1020.1,40.08,10,11.83,4.25,1,0,0,0,0,1,,
1579809600,71,342,2,11,20,0.92,38.07,0.92,0.0163,1019.3,40.12,7.805,11.39,3.16,1,0,0,0,0,1,,
1579820400,71,342,2,11,23,0.98,40.15,1,0.0726,1018.4,40.15,7.568,20.07,4.78,1,0,0,0,0,1,,
1579737600,10,343,2,19,0,0.99,22.88,0.63,0,1025.6,34.33,10,4.95,1.68,0,1,0,0,0,0,,
1579752000,10,343,2,19,4,0.76,24.28,0.68,0,1025,33.82,10,8.42,2.6,0,1,0,0,0,0,,
1579766400,10,343,2,19,8,1,28.2,0.73,0.002,1025.4,36.07,10,8.36,2.11,0,1,0,0,0,0,,
1579780800,10,343,2,19,12,0.8,34.03,0.81,0.0165,1024.1,39.42,10,13.37,4.04,1,0,0,0,0,0,,
1579795200,10,343,2,19,16,0.91,37.6,0.91,0.0215,1020.1,40.06,10,11.96,4.24,1,0,0,0,0,1,,
1579809600,10,343,2,19,20,0.92,37.88,0.92,0.0161,1019.3,40.1,7.865,11.35,3.13,1,0,0,0,0,1,,
1579820400,10,343,2,19,23,0.98,40.06,1,0.0707,1018.4,40.13,7.714,20.14,4.81,1,0,0,0,0,1,,
1579737600,5,344,2,19,0,0.99,22.82,0.63,0,1025.7,34.28,10,4.91,1.7,0,1,0,0,0,0,,
1579752000,5,344,2,19,4,0.75,24.31,0.68,0,1025,33.71,10,8.28,2.6,0,1,0,0,0,0,,
1579766400,5,344,2,19,8,1,28.29,0.73,0.002,1025.4,36,10,8.2,2.11,0,1,0,0,0,0,,
1579780800,5,344,2,19,12,0.8,33.99,0.81,0.0165,1024.1,39.43,10,13.37,4.05,1,0,0,0,0,0,,
1579795200,5,344,2,19,16,0.91,37.58,0.91,0.0216,1020.1,40,10,11.88,4.19,1,0,0,0,0,1,,
1579809600,5,344,2,19,20,0.92,37.86,0.92,0.0162,1019.3,40.05,7.925,11.27,3.1,1,0,0,0,0,1,,
1579820400,5,344,2,19,23,0.98,40.04,1,0.0714,1018.4,40.08,7.669,20.15,4.78,1,0,0,0,0,1,,
1579737600,12,345,1,19,0,0.99,22.75,0.63,0,1025.7,34.18,10,4.78,1.68,0,1,0,0,0,0,,
1579752000,12,345,1,19,4,0.75,24.37,0.69,0,1025,33.48,10,7.95,2.55,0,1,0,0,0,0,,
1579766400,12,345,1,19,8,1,28.42,0.74,0.0021,1025.4,35.88,10,7.84,2.08,0,1,0,0,0,0,,
1579780800,12,345,1,19,12,0.8,34.09,0.81,0.0158,1024.1,39.57,10,13.43,4.08,1,0,0,0,0,0,,
1579795200,12,345,1,19,16,0.91,37.68,0.91,0.021,1020.1,40.03,10,11.86,4.14,1,0,0,0,0,1,,
1579809600,12,345,1,19,20,0.92,37.95,0.92,0.0161,1019.4,40.06,8.017,11.1,3.04,1,0,0,0,0,1,,
1579820400,12,345,1,19,23,0.98,40.08,1,0.0714,1018.4,40.08,7.74,20.13,4.76,1,0,0,0,0,1,,
1579737600,3,346,2,19,0,0.99,22.69,0.63,0,1025.7,34.1,10,4.7,1.64,0,1,0,0,0,0,,
1579752000,3,346,2,19,4,0.75,24.35,0.69,0,1025,33.35,10,7.79,2.52,0,1,0,0,0,0,,
1579766400,3,346,2,19,8,1,28.46,0.74,0.0021,1025.4,35.81,10,7.67,2.05,0,1,0,0,0,0,,
1579780800,3,346,2,19,12,0.8,34.29,0.81,0.0153,1024.1,39.74,10,13.55,4.12,1,0,0,0,0,0,,
1579795200,3,346,2,19,16,0.91,37.79,0.91,0.0204,1020.1,40.13,10,11.97,4.14,1,0,0,0,0,1,,
1579809600,3,346,2,19,20,0.92,38.05,0.92,0.0159,1019.4,40.13,8.044,11.03,3.01,1,0,0,0,0,1,,
1579820400,3,346,2,19,23,0.98,40.12,1,0.0709,1018.4,40.12,7.867,20.16,4.77,1,0,0,0,0,1,,
1579737600,48,347,4,14,0,0.99,22.62,0.63,0,1025.7,33.99,10,4.62,1.64,0,1,0,0,0,0,,
1579752000,48,347,4,14,4,0.74,24.38,0.7,0,1025,33.18,10,7.59,2.5,0,1,0,0,0,0,,
1579766400,48,347,4,14,8,1,28.53,0.75,0.0022,1025.5,35.68,10,7.44,2.05,0,1,0,0,0,0,,
1579780800,48,347,4,14,12,0.8,34.32,0.8,0.0156,1024.1,39.9,10,13.45,4.1,1,0,0,0,0,0,,
1579795200,48,347,4,14,16,0.91,37.95,0.92,0.0205,1020.1,40.22,10,11.8,4.09,1,0,0,0,0,1,,
1579809600,48,347,4,14,20,0.91,38.15,0.92,0.0148,1019.4,40.16,8.089,10.87,2.98,1,0,0,0,0,1,,
1579820400,48,347,4,14,23,0.98,40.11,1,0.0745,1018.4,40.11,7.792,20.02,4.72,1,0,0,0,0,1,,
1579737600,2,349,1,19,0,1,21.32,0.57,0.0011,1025.3,35.11,10,10.75,3.39,0,1,0,0,0,0,,
1579752000,2,349,1,19,4,0.84,21.49,0.55,0.0007,1024.7,35.99,10,16.31,4.68,0,1,0,0,0,0,,
1579766400,2,349,1,19,8,1,26.53,0.65,0.001,1025.1,37.37,10,16.21,4.04,0,1,0,0,0,0,,
1579780800,2,349,1,19,12,0.8,34.63,0.85,0.024,1023.9,38.63,10,17.27,5.53,1,0,0,0,0,0,,
1579795200,2,349,1,19,16,0.93,38.54,0.96,0.0295,1019.8,39.7,10,15.71,5.85,1,0,0,0,0,1,,
1579809600,2,349,1,19,20,0.95,38.54,0.92,0.0353,1019.1,40.6,7.107,19.91,4.81,1,0,0,0,0,1,,
1579820400,2,349,1,19,23,0.96,40.54,1,0.072,1018.1,40.57,7.8,28.43,7.22,1,0,0,0,0,1,,
1579737600,3,350,2,19,0,1,21.55,0.58,0.0011,1025.4,35.02,10,10.53,3.28,0,1,0,0,0,0,,
1579752000,3,350,2,19,4,0.84,21.72,0.56,0.0007,1024.7,35.93,10,16.07,4.56,0,1,0,0,0,0,,
1579766400,3,350,2,19,8,1,26.84,0.66,0.0011,1025.1,37.34,10,16.02,3.9,0,1,0,0,0,0,,
1579780800,3,350,2,19,12,0.8,35.23,0.86,0.0245,1023.9,38.93,10,17.22,5.45,1,0,0,0,0,0,,
1579795200,3,350,2,19,16,0.93,39.15,0.96,0.0302,1019.9,40.27,10,15.68,5.77,1,0,0,0,0,1,,
1579809600,3,350,2,19,20,0.95,38.94,0.93,0.0217,1019.2,40.91,7.166,19.55,4.74,1,0,0,0,0,1,,
1579820400,3,350,2,19,23,0.96,40.59,1,0.0735,1018.1,40.59,7.851,28.16,7.11,1,0,0,0,0,1,,
1579737600,10,351,2,19,0,1,21.84,0.58,0.0011,1025.4,35.04,10,10,3.12,0,1,0,0,0,0,,
1579752000,10,351,2,19,4,0.83,21.98,0.57,0.0008,1024.7,35.89,10,15.58,4.38,0,1,0,0,0,0,,
1579766400,10,351,2,19,8,1,27.12,0.66,0.0012,1025.1,37.32,10,15.55,3.68,0,1,0,0,0,0,,
1579780800,10,351,2,19,12,0.8,35.21,0.86,0.0257,1023.9,39.05,10,16.9,5.27,1,0,0,0,0,0,,
1579795200,10,351,2,19,16,0.93,39.17,0.95,0.0321,1019.9,40.37,10,15.43,5.62,1,0,0,0,0,1,,
1579809600,10,351,2,19,20,0.94,38.96,0.93,0.0214,1019.2,40.93,7.257,18.79,4.57,1,0,0,0,0,1,,
1579820400,10,351,2,19,23,0.96,40.65,1,0.0762,1018.2,40.65,7.804,27.53,6.88,1,0,0,0,0,1,,
1579737600,15,352,2,19,0,1,21.77,0.58,0.0011,1025.4,34.9,10,9.7,3.07,0,1,0,0,0,0,,
1579752000,15,352,2,19,4,0.82,21.98,0.57,0.0008,1024.7,35.74,10,15.34,4.33,0,1,0,0,0,0,,
1579766400,15,352,2,19,8,1,27.12,0.67,0.0013,1025.1,37.25,10,15.27,3.61,0,1,0,0,0,0,,
1579780800,15,352,2,19,12,0.8,34.83,0.85,0.0263,1023.9,38.88,10,16.64,5.17,1,0,0,0,0,0,,
1579795200,15,352,2,19,16,0.93,38.91,0.95,0.0327,1019.9,40.17,10,15.22,5.54,1,0,0,0,0,1,,
1579809600,15,352,2,19,20,0.94,38.78,0.93,0.0214,1019.2,40.72,7.269,18.41,4.47,1,0,0,0,0,1,,
1579820400,15,352,2,19,23,0.97,40.53,1,0.077,1018.2,40.53,7.7,27.19,6.76,1,0,0,0,0,1,,
1579737600,111,353,2,19,0,1,21.92,0.59,0.0011,1025.4,34.83,10,9.45,2.95,0,1,0,0,0,0,,
1579752000,111,353,2,19,4,0.82,22.08,0.57,0.0008,1024.7,35.66,10,15.07,4.21,0,1,0,0,0,0,,
1579766400,111,353,2,19,8,1,27.17,0.67,0.0013,1025.1,37.18,10,15.05,3.47,0,1,0,0,0,0,,
1579780800,111,353,2,19,12,0.8,34.72,0.85,0.0259,1023.9,38.88,10,16.57,5.08,1,0,0,0,0,0,,
1579795200,111,353,2,19,16,0.93,38.83,0.95,0.0323,1019.9,40.19,10,15.18,5.47,1,0,0,0,0,1,,
1579809600,111,353,2,19,20,0.94,38.72,0.93,0.0211,1019.2,40.67,7.337,18.02,4.4,1,0,0,0,0,1,,
1579820400,111,353,2,19,23,0.97,40.5,1,0.0767,1018.2,40.5,7.747,26.88,6.64,1,0,0,0,0,1,,
1579737600,59,354,2,19,0,0.99,21.95,0.59,0,1025.4,34.8,10,9.16,2.9,0,1,0,0,0,0,,
1579752000,59,354,2,19,4,0.81,22.25,0.58,0.0008,1024.7,35.64,10,14.84,4.15,0,1,0,0,0,0,,
1579766400,59,354,2,19,8,1,27.19,0.67,0.0013,1025.1,37.11,10,14.78,3.4,0,1,0,0,0,0,,
1579780800,59,354,2,19,12,0.8,34.51,0.84,0.026,1023.9,38.81,10,16.32,4.97,1,0,0,0,0,0,,
1579795200,59,354,2,19,16,0.93,38.69,0.95,0.0324,1019.9,40.07,10,14.97,5.39,1,0,0,0,0,1,,
1579809600,59,354,2,19,20,0.94,38.63,0.93,0.0212,1019.2,40.55,7.322,17.63,4.31,1,0,0,0,0,1,,
1579820400,59,354,2,19,23,0.97,40.48,1,0.0766,1018.2,40.48,7.627,26.56,6.51,1,0,0,0,0,1,,
1579737600,167,355,2,19,0,0.99,22.15,0.6,0,1025.4,34.76,10,8.88,2.78,0,1,0,0,0,0,,
1579752000,167,355,2,19,4,0.8,22.41,0.58,0.0008,1024.8,35.6,10,14.54,4.02,0,1,0,0,0,0,,
1579766400,167,355,2,19,8,1,27.29,0.67,0.0013,1025.1,37.08,10,14.53,3.26,0,1,0,0,0,0,,
1579780800,167,355,2,19,12,0.8,34.53,0.84,0.0254,1023.9,38.9,10,16.23,4.88,1,0,0,0,0,0,,
1579795200,167,355,2,19,16,0.93,38.73,0.94,0.0317,1019.9,40.19,10,14.94,5.31,1,0,0,0,0,1,,
1579809600,167,355,2,19,20,0.94,38.68,0.93,0.0209,1019.2,40.59,7.388,17.21,4.24,1,0,0,0,0,1,,
1579820400,167,355,2,19,23,0.97,40.48,1,0.0758,1018.2,40.48,7.667,26.23,6.39,1,0,0,0,0,1,,
1579737600,41,356,2,19,0,0.99,22.17,0.6,0,1025.4,34.75,10,8.6,2.73,0,1,0,0,0,0,,
1579752000,41,356,2,19,4,0.8,22.5,0.59,0.0008,1024.8,35.56,10,14.3,3.97,0,1,0,0,0,0,,
1579766400,41,356,2,19,8,1,27.32,0.68,0.0013,1025.2,37.03,10,14.26,3.19,0,1,0,0,0,0,,
1579780800,41,356,2,19,12,0.8,34.34,0.84,0.0252,1024,38.83,10,16,4.77,1,0,0,0,0,0,,
1579795200,41,356,2,19,16,0.93,38.59,0.94,0.0314,1019.9,40.08,10,14.73,5.24,1,0,0,0,0,1,,
1579809600,41,356,2,19,20,0.94,38.6,0.93,0.0209,1019.2,40.48,7.37,16.82,4.14,1,0,0,0,0,1,,
1579820400,41,356,2,19,23,0.97,40.45,1,0.0752,1018.2,40.45,7.544,25.91,6.26,1,0,0,0,0,1,,
1579737600,155,357,2,19,0,0.99,22.38,0.6,0,1025.4,34.7,10,8.28,2.6,0,1,0,0,0,0,,
1579752000,155,357,2,19,4,0.79,22.67,0.59,0.0008,1024.8,35.52,10,13.95,3.84,0,1,0,0,0,0,,
1579766400,155,357,2,19,8,1,27.43,0.68,0.0013,1025.1,37.02,10,13.96,3.05,0,1,0,0,0,0,,
1579780800,155,357,2,19,12,0.81,34.52,0.84,0.0245,1024,38.99,10,15.88,4.65,1,0,0,0,0,0,,
1579795200,155,357,2,19,16,0.93,38.81,0.94,0.0305,1019.9,40.35,10,14.67,5.16,1,0,0,0,0,1,,
1579809600,155,357,2,19,20,0.94,38.75,0.93,0.0206,1019.2,40.59,7.357,16.34,4.08,1,0,0,0,0,1,,
1579820400,155,357,2,19,23,0.97,40.44,1,0.074,1018.2,40.44,7.563,25.53,6.11,1,0,0,0,0,1,,
1579737600,7,358,2,19,0,0.99,22.42,0.61,0,1025.4,34.67,10,8.01,2.55,0,1,0,0,0,0,,
1579752000,7,358,2,19,4,0.78,22.78,0.6,0.0008,1024.8,35.48,10,13.7,3.78,0,1,0,0,0,0,,
1579766400,7,358,2,19,8,1,27.51,0.68,0.0013,1025.1,36.99,10,13.68,2.99,0,1,0,0,0,0,,
1579780800,7,358,2,19,12,0.81,34.55,0.84,0.0239,1024,39,10,15.65,4.54,1,0,0,0,0,0,,
1579795200,7,358,2,19,16,0.94,38.9,0.94,0.0298,1019.9,40.42,10,14.47,5.08,1,0,0,0,0,1,,
1579809600,7,358,2,19,20,0.94,38.82,0.93,0.0208,1019.2,40.57,7.321,15.94,3.98,1,0,0,0,0,1,,
1579820400,7,358,2,19,23,0.97,40.38,1,0.0729,1018.2,40.38,7.429,25.22,5.98,1,0,0,0,0,1,,
1579737600,124,360,2,19,0,0.99,22.69,0.61,0,1025.4,34.67,10,7.39,2.36,0,1,0,0,0,0,,
1579752000,124,360,2,19,4,0.77,23.06,0.6,0.0007,1024.8,35.45,10,13.07,3.58,0,1,0,0,0,0,,
1579766400,124,360,2,19,8,1,27.62,0.69,0.0012,1025.1,36.95,10,13.06,2.79,0,1,0,0,0,0,,
1579780800,124,360,2,19,12,0.81,34.46,0.83,0.0218,1024,39.14,10,15.32,4.3,1,0,0,0,0,0,,
1579795200,124,360,2,19,16,0.94,38.93,0.94,0.0276,1020,40.54,10,14.22,4.93,1,0,0,0,0,1,,
1579809600,124,360,2,19,20,0.94,38.9,0.94,0.0208,1019.2,40.6,7.304,15.01,3.82,1,0,0,0,0,1,,
1579820400,124,360,2,19,23,0.97,40.43,1,0.0693,1018.2,40.43,7.286,24.55,5.67,1,0,0,0,0,1,,
1579737600,18,361,2,19,0,0.99,22.89,0.62,0,1025.5,34.6,10,7,2.21,0,1,0,0,0,0,,
1579752000,18,361,2,19,4,0.75,23.22,0.61,0.0007,1024.8,35.37,10,12.61,3.41,0,1,0,0,0,0,,
1579766400,18,361,2,19,8,1,27.6,0.69,0.0012,1025.1,36.9,10,12.64,2.65,0,1,0,0,0,0,,
1579780800,18,361,2,19,12,0.81,34.28,0.82,0.0212,1024,39.19,10,15.2,4.15,1,0,0,0,0,0,,
1579795200,18,361,2,19,16,0.94,38.87,0.93,0.0265,1020,40.6,10,14.18,4.86,1,0,0,0,0,1,,
1579809600,18,361,2,19,20,0.94,38.86,0.94,0.0204,1019.2,40.55,7.307,14.4,3.77,1,0,0,0,0,1,,
1579820400,18,361,2,19,23,0.97,40.38,1,0.0672,1018.2,40.38,7.251,24.18,5.48,1,0,0,0,0,1,,
1579737600,60,362,2,19,0,0.99,22.89,0.62,0,1025.5,34.56,10,6.74,2.16,0,1,0,0,0,0,,
1579752000,60,362,2,19,4,0.74,23.28,0.61,0,1024.8,35.31,10,12.35,3.35,0,1,0,0,0,0,,
1579766400,60,362,2,19,8,1,27.61,0.69,0.0011,1025.1,36.84,10,12.36,2.59,0,1,0,0,0,0,,
1579780800,60,362,2,19,12,0.81,34.1,0.82,0.0196,1024,39.14,10,14.99,4.03,1,0,0,0,0,0,,
1579795200,60,362,2,19,16,0.94,38.79,0.93,0.0248,1020,40.54,10,13.97,4.78,1,0,0,0,0,1,,
1579809600,60,362,2,19,20,0.94,38.83,0.94,0.0209,1019.3,40.47,7.238,13.98,3.67,1,0,0,0,0,1,,
1579820400,60,362,2,19,23,0.98,40.34,1,0.0648,1018.2,40.34,7.095,23.88,5.33,1,0,0,0,0,1,,
1579737600,149,363,2,19,0,0.99,23.11,0.63,0,1025.5,34.59,10,6.32,2.01,0,1,0,0,0,0,,
1579752000,149,363,2,19,4,0.72,23.46,0.62,0,1024.8,35.3,10,11.77,3.17,0,1,0,0,0,0,,
1579766400,149,363,2,19,8,1,27.54,0.69,0.0011,1025.2,36.83,10,11.81,2.48,0,1,0,0,0,0,,
1579780800,149,363,2,19,12,0.82,33.74,0.8,0.0185,1024,39.23,10,14.89,3.86,1,0,0,0,0,0,,
1579795200,149,363,2,19,16,0.94,38.58,0.93,0.0236,1020,40.49,10,13.94,4.72,1,0,0,0,0,1,,
1579809600,149,363,2,19,20,0.94,38.72,0.94,0.0203,1019.2,40.42,7.167,13.29,3.65,1,0,0,0,0,1,,
1579820400,149,363,2,19,23,0.98,40.4,1,0.0627,1018.2,40.4,6.999,23.57,5.1,1,0,0,0,0,1,,
1579737600,79,364,2,19,0,0.99,23.09,0.62,0,1025.5,34.7,10,6.24,2.02,0,1,0,0,0,0,,
1579752000,79,364,2,19,4,0.71,23.56,0.62,0,1024.8,35.31,10,11.52,3.15,0,1,0,0,0,0,,
1579766400,79,364,2,19,8,1,27.54,0.69,0.001,1025.2,36.86,10,11.52,2.5,0,1,0,0,0,0,,
1579780800,79,364,2,19,12,0.82,33.39,0.8,0.0162,1024,39.08,10,14.81,3.82,1,0,0,0,0,0,,
1579795200,79,364,2,19,16,0.94,38.2,0.93,0.0217,1020,40.13,10,13.77,4.69,1,0,0,0,0,1,,
1579809600,79,364,2,19,20,0.94,38.52,0.93,0.0209,1019.2,40.25,7.064,13.08,3.62,1,0,0,0,0,1,,
1579820400,79,364,2,19,23,0.98,40.33,1,0.0597,1018.2,40.33,6.864,23.47,5.03,1,0,0,0,0,1,,
1579737600,36,365,2,19,0,0.99,23.24,0.63,0,1025.5,34.62,10,5.85,1.89,0,1,0,0,0,0,,
1579752000,36,365,2,19,4,0.68,23.74,0.63,0,1024.8,35.17,10,10.79,2.95,0,1,0,0,0,0,,
1579766400,36,365,2,19,8,1,27.43,0.69,0.0011,1025.2,36.77,10,10.81,2.44,0,1,0,0,0,0,,
1579780800,36,365,2,19,12,0.83,33.44,0.79,0.0155,1024,39.46,10,14.79,3.64,1,0,0,0,0,0,,
1579795200,36,365,2,19,16,0.94,38.55,0.92,0.021,1020,40.56,9.989,13.77,4.66,1,0,0,0,0,1,,
1579809600,36,365,2,19,20,0.95,38.69,0.94,0.0199,1019.2,40.41,6.868,12.34,3.65,1,0,0,0,0,1,,
1579820400,36,365,2,19,23,0.98,40.4,1,0.0587,1018.2,40.4,6.685,23.31,4.77,1,0,0,0,0,1,,
1579737600,2,366,2,19,0,0.99,23.15,0.63,0,1025.5,34.55,10,5.81,1.91,0,1,0,0,0,0,,
1579752000,2,366,2,19,4,0.68,23.78,0.63,0,1024.8,35.04,10,10.63,2.95,0,1,0,0,0,0,,
1579766400,2,366,2,19,8,1,27.46,0.69,0.0011,1025.2,36.67,10,10.61,2.46,0,1,0,0,0,0,,
1579780800,2,366,2,19,12,0.83,33.62,0.79,0.0138,1024,39.52,10,14.7,3.64,0,1,0,0,0,0,,
1579795200,2,366,2,19,16,0.94,38.73,0.93,0.0196,1020,40.69,9.908,13.6,4.63,1,0,0,0,0,1,,
1579809600,2,366,2,19,20,0.94,38.78,0.94,0.0205,1019.2,40.43,6.835,12.24,3.61,1,0,0,0,0,1,,
1579820400,2,366,2,19,23,0.98,40.33,1,0.0568,1018.2,40.33,6.611,23.2,4.74,1,0,0,0,0,1,,
1579737600,17,367,2,17,0,0.99,23.39,0.63,0,1025.5,34.61,10,5.36,1.76,0,1,0,0,0,0,,
1579752000,17,367,2,17,4,0.63,24,0.64,0,1024.7,35.01,10,9.78,2.73,0,1,0,0,0,0,,
1579766400,17,367,2,17,8,1,27.31,0.69,0.0012,1025.1,36.67,10,9.78,2.41,0,1,0,0,0,0,,
1579780800,17,367,2,17,12,0.84,33.29,0.77,0.0139,1024,39.77,10,14.69,3.42,0,1,0,0,0,0,,
1579795200,17,367,2,17,16,0.94,38.71,0.92,0.0194,1019.9,40.81,9.45,13.6,4.61,1,0,0,0,0,1,,
1579809600,17,367,2,17,20,0.95,38.77,0.94,0.0191,1019.2,40.46,6.559,11.36,3.65,1,0,0,0,0,1,,
1579820400,17,367,2,17,23,0.98,40.38,1,0.0568,1018.1,40.38,6.36,23.05,4.43,1,0,0,0,0,1,,
1579737600,18,368,2,19,0,0.99,23.24,0.63,0,1025.5,34.55,10,5.44,1.81,0,1,0,0,0,0,,
1579752000,18,368,2,19,4,0.8,23.97,0.64,0,1024.8,34.9,10,9.85,2.78,0,1,0,0,0,0,,
1579766400,18,368,2,19,8,1,27.42,0.69,0.0012,1025.1,36.6,10,9.82,2.41,0,1,0,0,0,0,,
1579780800,18,368,2,19,12,0.83,33.35,0.78,0.0137,1024,39.67,10,14.59,3.49,0,1,0,0,0,0,,
1579795200,18,368,2,19,16,0.94,38.61,0.92,0.0194,1020,40.66,9.545,13.43,4.56,1,0,0,0,0,1,,
