Accident,Latitude,Longitude,Date,Year,Time,Address,Route,Log_Mile,City,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Intensity,Precip_Intensity_Max,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,DayFrame
1,35.027829,-85.149215,8/16/18,,8:38:33,7600 GOODWIN RD,3305787001,0.40399999999999997,CHATTANOOGA,8,72.03,91.0,71.12,67.87,0.87,8,3,3.88,0.38,0.0,0.0002,0,1,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,2
1,35.09172,-85.17845799999999,8/16/18,,8:46:42,4850 Jersey Pike,3303601001,2.823,CHATTANOOGA,8,72.12,90.81,71.1,68.74,0.89,8,3,4.25,0.4,0.0,0.0011,0,1,0,0,0,0,2,2,0,2,2,2,18,4,16,24,15,2
1,35.030162,-85.30833100000001,8/16/18,,9:00:33,2100 Market St,33SR058001,4.485,CHATTANOOGA,9,75.68,91.21,71.73,69.83,0.82,8,3,3.26,0.51,0.0001,0.0009,0,1,0,0,0,0,2,2,0,2,5,6,21,1,16,24,15,2
1,35.075662,-85.201899,8/16/18,,9:28:22,4000 INDUSTRY DR,33SR317001,0.6409999999999999,CHATTANOOGA,9,75.71,91.01,71.34,69.86,0.82,8,3,4.06,0.41,0.0001,0.0012,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,2
1,35.069675,-85.310213,8/16/18,,9:35:44,621 Spears Ave,330A309001,0.401,CHATTANOOGA,9,75.42,90.69,71.2,69.93,0.83,8,3,4.32,0.47,0.0001,0.001,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,2
1,35.1245,-85.239929,8/16/18,,10:08:22,5226 HIGHWAY 153,33SR153001,8.359,CHATTANOOGA,10,80.53,91.11,71.56,70.96,0.73,8,3,5.11,0.44,0.0002,0.0016,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,3
1,35.013727,-85.328285,8/16/18,,11:18:01,1900 CUMMINGS HWY,33SR002001,5.744,CHATTANOOGA,11,83.2,91.09,71.58,71.83,0.69,8,3,3.42,0.51,0.0001,0.0008,0,1,0,0,0,0,3,0,0,2,3,3,21,1,16,24,15,3
1,35.013727,-85.328285,8/16/18,,11:24:43,Broad St / Cummings Hwy,33SR002001,5.744,CHATTANOOGA,11,83.2,91.09,71.58,71.83,0.69,8,3,3.42,0.51,0.0001,0.0008,0,1,0,0,0,0,3,0,0,2,3,3,21,1,16,24,15,3
1,35.045878,-85.269401,8/16/18,,11:36:15,Citico Ave / N Orchard Knob Ave,3304997001,1.996,CHATTANOOGA,11,83.6,91.18,71.66,71.9,0.68,8,3,6.25,0.47,0.0,0.0003,0,1,0,0,0,0,2,7,0,2,2,2,18,4,16,24,15,3
1,35.036959,-85.151823,8/16/18,,11:41:23,Gunbarrel Rd / Commons Blvd,330F888001,0.273,CHATTANOOGA,11,83.34,90.99,71.11,71.89,0.69,8,3,5.91,0.38,0.0,0.0002,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,38,15,3
1,35.017857,-85.17392199999999,8/16/18,,11:45:46,6900-6999 E Brainerd Rd,33SR320001,1.97,CHATTANOOGA,11,83.35,91.04,71.17,71.87,0.68,8,3,5.9,0.39,0.0,0.0002,0,1,0,0,0,0,2,2,0,2,4,5,21,1,14,24,15,3
1,35.017884,-85.173781,8/16/18,,11:46:22,E Brainerd Rd / N Concord Rd,33SR320001,1.9780000000000002,CHATTANOOGA,11,83.35,91.04,71.17,71.87,0.69,8,3,5.9,0.39,0.0,0.0002,0,1,0,0,0,0,2,2,0,2,4,5,21,1,14,24,15,3
1,35.019555,-85.25865300000001,8/16/18,,11:55:07,18260 Interstate 24 Wb,33I0024002,11.550999999999998,EAST RIDGE,11,82.78,90.47,70.91,71.9,0.7,8,3,6.15,0.43,0.0,0.0003,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,3
1,35.019224,-85.267436,8/16/18,,11:55:42,18200 Interstate 24 Wb,33I0024002,10.993,CHATTANOOGA,11,82.87,90.56,70.99,71.89,0.7,8,3,6.18,0.44,0.0,0.0003,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,15,3
1,35.008629,-85.321871,8/16/18,,12:09:34,1101 W 40th St,33SR058001,2.574,CHATTANOOGA,12,85.95,91.15,71.67,72.57,0.65,8,3,2.28,0.51,0.0,0.0003,0,1,0,0,0,0,2,7,0,2,2,2,21,1,16,24,15,3
1,35.008251,-85.321557,8/16/18,,12:09:48,1100 - 1199 W 40th St,33SR058001,2.591,CHATTANOOGA,12,85.95,91.15,71.67,72.57,0.65,8,3,2.28,0.51,0.0,0.0003,0,1,0,0,0,0,2,7,0,2,2,2,21,1,16,24,15,3
1,35.008629,-85.321871,8/16/18,,12:09:57,1101 W 40TH ST,33SR058001,2.574,CHATTANOOGA,12,85.95,91.15,71.67,72.57,0.65,8,3,2.28,0.51,0.0,0.0003,0,1,0,0,0,0,2,7,0,2,2,2,21,1,16,24,15,3
1,35.008587,-85.321031,8/16/18,,12:10:43,1009 W 39th St,330A843001,0.033,CHATTANOOGA,12,85.96,91.16,71.68,72.57,0.65,8,3,2.28,0.51,0.0,0.0003,0,1,0,0,0,0,2,2,0,2,2,2,12,4,19,30,15,3
1,35.015591,-85.376588,8/16/18,,12:10:44,3550 Cummings Hwy,330C038001,0.753,CHATTANOOGA,12,85.83,90.99,71.31,72.63,0.65,8,3,2.22,0.51,0.0001,0.0008,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,16,15,3
1,35.009713,-85.327843,8/16/18,,12:16:55,3924 Tennessee Ave,33SR017001,1.844,CHATTANOOGA,12,85.8,91.0,71.49,72.58,0.65,8,3,2.27,0.51,0.0,0.0003,0,1,0,0,0,0,2,2,0,2,2,2,13,1,14,24,15,3
1,35.124792,-85.2406,8/16/18,,12:17:27,5211 HIGHWAY 153,33SR153001,8.394,CHATTANOOGA,12,86.12,91.11,71.56,72.63,0.64,8,3,6.93,0.44,0.0002,0.0016,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,3
1,35.043087,-85.15911,8/16/18,,12:19:26,7014 Shallowford Rd,3303580001,2.0,CHATTANOOGA,12,85.94,91.07,71.18,72.29,0.64,8,3,5.78,0.39,0.0,0.0002,0,1,0,0,0,0,2,2,2,2,4,4,18,4,14,24,15,3
1,35.041707,-85.260666,8/16/18,,12:34:52,2525 De Sales Ave,3305767001,0.308,CHATTANOOGA,12,85.57,90.69,71.2,72.57,0.65,8,3,5.34,0.46,0.0,0.0003,0,1,0,0,0,0,2,0,0,2,2,2,18,4,16,30,15,3
1,35.082723,-85.078179,8/16/18,,12:54:32,1100 Interstate 75 Nb,33I0075001,10.954,CHATTANOOGA,12,85.62,90.75,70.79,72.39,0.65,8,3,6.78,0.34,0.0,0.0002,0,1,0,0,0,0,2,0,2,2,8,8,2,1,11,48,18,3
1,35.090087,-85.06041,8/16/18,,12:54:47,1200 Interstate 75 Nb,33I0075001,12.085,CHATTANOOGA,12,85.74,90.85,70.84,72.4,0.65,8,3,6.92,0.33,0.0,0.0002,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,3
1,35.096764,-85.055479,8/16/18,,12:55:45,1260 INTERSTATE 75 NB,33I0075001,12.630999999999998,CHATTANOOGA,12,85.82,90.91,70.94,72.42,0.64,8,3,6.99,0.32,0.0,0.0002,0,1,0,0,0,0,2,0,2,2,4,4,2,1,11,24,18,3
1,35.090087,-85.06041,8/16/18,,12:57:03,1200 Interstate 75 Nb,33I0075001,12.085,CHATTANOOGA,12,85.74,90.85,70.84,72.4,0.65,8,3,6.92,0.33,0.0,0.0002,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,3
1,35.083484000000006,-85.298075,8/16/18,,13:38:21,1716 Auburndale Ave,330A168001,0.45,CHATTANOOGA,13,87.81,90.56,71.06,72.13,0.6,8,3,6.46,0.47,0.0001,0.0011,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,4
1,35.141391,-85.248037,8/16/18,,13:52:14,5478 Highway 153,33SR153001,9.62,CHATTANOOGA,13,88.38,91.17,71.58,72.39,0.59,8,3,6.88,0.44,0.0002,0.0017,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,4
1,35.034506,-85.183441,8/16/18,,14:33:59,100 HIGHWAY 153 SB,33SR153001,1.12,CHATTANOOGA,14,89.6,90.92,71.05,71.56,0.56,8,3,5.36,0.4,0.0,0.0002,0,1,0,0,0,0,2,4,2,2,6,6,13,1,12,36,15,4
1,35.034528,-85.15870600000001,8/16/18,,14:37:50,2100 Hamilton Place Blvd,3304986001,1.464,CHATTANOOGA,14,89.71,91.05,71.18,71.55,0.55,8,3,5.37,0.39,0.0,0.0002,0,1,0,0,0,0,2,2,0,2,3,3,18,4,17,24,15,4
1,35.033801000000004,-85.133227,8/16/18,,14:46:20,7900 Shallowford Rd,3303582001,0.015,CHATTANOOGA,14,89.51,90.87,70.98,71.54,0.56,8,3,5.37,0.37,0.0,0.0002,0,1,0,0,0,0,2,2,0,2,2,2,18,4,16,22,15,4
1,35.110546,-85.327874,8/16/18,,14:47:45,3550 - 4299 W Rd,3301147001,1.032,HAMILTON COUNTY,14,89.34,90.32,70.7,71.84,0.57,8,3,6.63,0.47,0.0001,0.0012,0,1,0,0,0,0,3,0,0,2,2,2,18,2,16,20,15,4
1,35.107351,-85.326172,8/16/18,,14:55:14,3500 W Rd,3301147001,0.633,CHATTANOOGA,14,89.86,90.84,71.23,71.84,0.56,8,3,6.61,0.47,0.0001,0.0012,0,1,0,0,0,0,2,4,0,2,2,2,18,4,16,12,15,4
1,35.020285,-85.203113,8/16/18,,15:18:36,5725 Lee Hwy,33SR002001,15.535,CHATTANOOGA,15,90.3,91.18,71.32,70.0,0.52,8,3,5.88,0.41,0.0,0.0002,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,4
1,35.036125,-85.18406,8/16/18,,15:34:27,1 - 9 Exit Lee Hwy Off Ramp Sb,33SR153001,1.237,CHATTANOOGA,15,90.06,90.96,71.09,69.95,0.52,8,3,5.95,0.4,0.0,0.0002,0,1,0,0,0,0,2,4,2,2,6,8,13,1,12,36,15,4
1,35.062983,-85.07423,8/16/18,,15:42:19,9200 - 9314 Apison Pike,3304976001,0.004,COLLEGEDALE,15,89.79,90.74,70.81,70.34,0.53,8,3,6.37,0.34,0.0,0.0002,0,1,0,0,0,0,2,0,0,2,2,2,18,4,16,12,15,4
1,35.030081,-85.15314599999999,8/16/18,,15:43:25,2020 Gunbarrel Rd,3305787001,0.129,CHATTANOOGA,15,90.09,91.01,71.14,69.98,0.52,8,3,6.0,0.38,0.0,0.0002,0,1,0,0,0,0,2,2,0,2,2,2,18,4,17,12,15,4
1,34.997264,-85.283534,8/16/18,,15:48:48,3901 DODDS AVE,3303557001,0.73,CHATTANOOGA,15,90.22,91.04,71.55,69.81,0.51,8,3,5.45,0.47,0.0,0.0003,0,1,0,0,0,0,2,2,0,2,2,2,18,4,16,24,15,4
1,35.019269,-85.32168399999999,8/16/18,,15:53:51,3151 Broad St,330A861001,0.02,CHATTANOOGA,15,90.47,91.22,71.71,69.92,0.51,8,3,2.75,0.51,0.0001,0.0008,0,1,0,0,0,0,2,4,0,2,2,2,12,4,19,30,15,4
1,35.019182,-85.32082700000001,8/16/18,,15:54:17,3150 BROAD ST,33SR002001,6.343,CHATTANOOGA,15,90.47,91.22,71.72,69.92,0.51,8,3,2.75,0.51,0.0001,0.0008,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,4
1,35.019269,-85.32168399999999,8/16/18,,15:54:31,3151 Broad St,330A861001,0.02,CHATTANOOGA,15,90.47,91.22,71.71,69.92,0.51,8,3,2.75,0.51,0.0001,0.0008,0,1,0,0,0,0,2,4,0,2,2,2,12,4,19,30,15,4
1,35.007085,-85.23776,8/16/18,,16:02:00,537 Wando Dr,330B763001,0.083,EAST RIDGE,16,91.08,91.08,71.55,69.61,0.5,8,3,6.2,0.42,0.0,0.0002,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,18,15,4
1,35.011059,-85.214812,8/16/18,,16:02:58,5638 Brainerd Rd,330C359001,0.023,CHATTANOOGA,16,91.2,91.2,71.34,69.69,0.5,8,3,6.16,0.41,0.0,0.0002,0,1,0,0,0,0,1,2,0,2,3,3,12,4,19,24,15,4
1,35.081783,-85.26321,8/16/18,,16:06:30,3410 Amnicola Hwy,3305395001,6.3260000000000005,CHATTANOOGA,16,91.24,91.24,71.64,69.85,0.5,8,3,6.38,0.46,0.0001,0.0011,0,1,0,0,0,0,2,5,0,2,4,4,16,4,14,24,15,4
1,35.012249,-85.247413,8/16/18,,16:16:46,18340 INTERSTATE 24 EB,33I0024002,12.375,CHATTANOOGA,16,90.84,90.84,71.3,69.62,0.5,8,3,6.23,0.43,0.0,0.0003,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,4
1,35.015817999999996,-85.254192,8/16/18,,16:17:53,18300 Interstate 24 Eb,33I0024002,11.914000000000001,EAST RIDGE,16,90.65,90.65,71.1,69.62,0.5,8,3,6.26,0.43,0.0,0.0003,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,4
1,35.221027,-85.22182600000001,8/16/18,,16:25:09,8520 Dayton Pike,3302162001,2.7239999999999998,,16,91.27,91.27,71.69,71.42,0.53,8,3,7.58,0.4,0.0002,0.0018,0,1,0,0,0,0,2,2,0,2,2,2,18,4,16,24,15,4
1,35.01101,-85.244051,8/16/18,,16:28:29,18360 INTERSTATE 24 EB,33I0024002,12.585,CHATTANOOGA,16,90.93,90.93,71.39,69.62,0.5,8,3,6.22,0.42,0.0,0.0003,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,4
1,35.04437,-85.314195,8/16/18,,16:38:02,100 HIGHWAY 27 SB,33I0124001,1.212,CHATTANOOGA,16,91.13,91.13,71.61,69.55,0.49,8,3,5.91,0.51,0.0001,0.0009,0,1,0,0,0,0,2,2,2,2,5,6,2,1,11,24,15,4
1,35.068196,-85.219658,8/16/18,,16:40:53,3440 Lightfoot Mill Rd,3303600001,0.509,CHATTANOOGA,16,91.07,91.07,71.55,69.91,0.5,8,3,6.19,0.45,0.0,0.0004,0,1,0,0,0,0,2,7,0,2,2,2,18,4,17,24,15,4
1,35.047743,-85.26319000000001,8/16/18,,17:04:54,1000 DODSON AVE,330B564001,0.23600000000000002,CHATTANOOGA,17,89.62,90.99,71.47,68.91,0.51,8,3,6.24,0.46,0.0,0.0003,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,30,15,4
1,35.032543,-85.166732,8/16/18,,17:17:06,420 - 479 Interstate 75 Sb,330E455001,0.043,CHATTANOOGA,17,89.93,90.97,71.09,68.97,0.5,8,3,6.12,0.39,0.0,0.0002,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,4
1,35.087633000000004,-85.07005699999999,8/16/18,,17:18:55,8935 Lee Hwy,3302205001,6.149,CHATTANOOGA,17,89.63,90.79,70.81,69.39,0.52,8,3,6.34,0.33,0.0,0.0002,0,1,0,0,0,0,2,2,0,2,4,4,18,4,16,24,15,4
1,35.032543,-85.166732,8/16/18,,17:20:58,420 - 479 Interstate 75 Sb,330E455001,0.043,CHATTANOOGA,17,89.93,90.97,71.09,68.97,0.5,8,3,6.12,0.39,0.0,0.0002,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,4
1,35.138246,-85.247724,8/16/18,,17:25:37,1900 NORTHPOINT BLVD,33SR153001,9.402999999999999,CHATTANOOGA,17,89.23,91.05,71.72,70.28,0.54,8,3,6.78,0.44,0.0002,0.0017,0,1,0,0,0,0,2,2,0,2,6,6,13,1,14,36,15,4
1,35.080045,-85.132664,8/16/18,,17:33:01,8001 Volkswagen Dr,3305747001,1.222,CHATTANOOGA,17,89.45,90.73,70.86,69.51,0.52,8,3,6.36,0.37,0.0,0.0007,0,1,0,0,0,0,2,2,0,2,4,4,18,4,17,22,15,4
1,35.014338,-85.25206899999999,8/16/18,,17:35:06,18310 - 18399 Interstate 24 Eb,33I0024002,12.072000000000001,CHATTANOOGA,17,89.44,90.72,71.17,68.9,0.51,8,3,6.25,0.43,0.0,0.0003,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,4
1,35.049064,-85.25937900000001,8/16/18,,17:40:15,1209 Wheeler Ave,330B553001,0.057,CHATTANOOGA,17,89.47,90.84,71.33,68.91,0.51,8,3,6.23,0.46,0.0,0.0003,0,1,0,0,0,0,2,0,0,2,2,2,12,4,19,26,15,4
1,35.039775,-85.292119,8/16/18,,17:43:44,Central Ave / Bailey Ave,3304417001,1.125,CHATTANOOGA,17,89.73,91.1,71.56,68.91,0.51,8,3,6.29,0.47,0.0,0.0004,0,1,0,0,0,0,2,2,0,2,4,4,18,4,16,36,15,4
1,35.029802000000004,-85.26550999999999,8/16/18,,18:05:58,513 DODDS AVE,3305405001,0.174,CHATTANOOGA,18,87.86,90.96,71.36,69.65,0.55,8,3,6.33,0.44,0.0,0.0003,0,1,0,0,0,0,2,7,0,1,4,4,16,4,17,40,15,1
1,34.995816,-85.23745600000001,8/16/18,,18:06:29,S Moore Rd / Ringgold Rd,33SR008001,2.948,EAST RIDGE,18,88.04,91.08,71.58,69.48,0.54,8,3,6.17,0.42,0.0,0.0002,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,1
1,35.08082,-85.06329000000001,8/16/18,,18:07:11,5588 Little Debbie Pkwy,3304976001,1.598,COLLEGEDALE,18,87.82,90.83,70.84,68.78,0.53,8,3,6.87,0.33,0.0,0.0002,0,1,0,0,0,0,2,2,0,2,2,2,18,4,16,12,15,1
1,35.120815,-85.314646,8/16/18,,18:59:03,3514 Mountain Creek Rd,3303594001,1.136,CHATTANOOGA,18,87.48,90.69,71.08,70.06,0.56,8,3,6.88,0.46,0.0002,0.0023,0,1,0,0,0,0,2,7,0,2,2,2,18,4,16,30,15,1
1,35.03702,-85.314409,8/16/18,,20:05:38,1635 Chestnut St,330A660001,0.7759999999999999,CHATTANOOGA,20,82.49,91.19,71.68,71.41,0.69,8,3,3.19,0.51,0.0001,0.0009,0,1,0,0,0,0,2,5,0,2,2,2,12,4,19,32,15,1
1,35.025206,-85.149601,8/16/18,,20:29:14,1922 Rosebrook Dr,330C336001,0.076,CHATTANOOGA,20,83.66,91.02,71.14,71.27,0.66,8,3,6.07,0.38,0.0,0.0002,0,1,0,0,0,0,2,7,0,2,2,2,12,4,19,24,15,1
1,35.02301,-85.296591,8/16/18,,20:41:57,Cannon Ave / Rossville Blvd,33SR027001,5.1579999999999995,CHATTANOOGA,20,82.58,91.21,71.69,71.68,0.7,8,3,6.25,0.48,0.0,0.0003,0,1,0,0,0,0,2,2,0,2,4,4,13,1,14,24,15,1
1,35.043321999999996,-85.1581,8/16/18,,21:45:40,7022 SHALLOWFORD RD,330E636001,0.28300000000000003,CHATTANOOGA,21,81.95,91.06,71.18,71.6,0.71,8,3,4.42,0.39,0.0,0.0002,0,1,0,0,0,0,2,2,0,2,2,2,12,4,19,30,15,1
1,35.045767,-85.308262,8/16/18,,22:26:16,Georgia Ave / E Martin Luther King Blvd,330A435001,0.003,CHATTANOOGA,22,79.08,91.1,71.5,72.24,0.8,8,3,3.08,0.48,0.0001,0.0009,0,1,0,0,0,0,2,0,0,1,2,2,12,4,19,24,15,1
1,35.015817999999996,-85.254192,8/16/18,,23:09:15,18300 INTERSTATE 24 EB,33I0024002,11.914000000000001,EAST RIDGE,23,79.26,90.65,71.1,71.14,0.76,8,3,5.68,0.43,0.0,0.0003,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,1
1,35.008661,-85.237709,8/16/18,,23:14:57,18400 Interstate 24 Eb,33I0024002,12.981,CHATTANOOGA,23,79.66,91.07,71.54,71.16,0.75,8,3,5.62,0.42,0.0,0.0002,0,1,0,0,0,0,2,2,2,2,6,7,2,1,11,36,18,1
1,35.015817999999996,-85.254192,8/16/18,,23:14:58,18300 INTERSTATE 24 EB,33I0024002,11.914000000000001,EAST RIDGE,23,79.26,90.65,71.1,71.14,0.76,8,3,5.68,0.43,0.0,0.0003,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,1
1,35.019636,-85.259012,8/16/18,,23:14:58,18260 INTERSTATE 24 EB,33I0024002,11.532,EAST RIDGE,23,79.08,90.48,70.91,71.13,0.77,8,3,5.71,0.43,0.0,0.0003,0,1,0,0,0,0,2,0,2,2,6,6,2,1,11,36,18,1
