,Accident,Latitude,Longitude,Date,Time,Address,Route,Log_Mile,City,Event,Conditions,EventBefore,ConditionBefore,Hour,Temperature,Temp_Max,Temp_Min,Monthly_Avg_Temp,Daily_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Grid_Block
10,,35.170787,-85.247564,3/27/19,08:41:24,6100 HIGHWAY 153,33SR153001,11.662,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,8,38.4,66.53,38.34,,,,34.33,0.85,3,2,7.22,0.31,,0,0,-1000,0,1,0,0,0,0,2,7,0,0,2,50,4,4,13,1,14,32140,11,24,15,
11,,35.117638,-85.250141,3/27/19,09:02:14,4400 HIXSON PIKE,3303588001,3.322,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,9,44.33,66.73,40.47,,,,35.05,0.7,3,2,6.86,0.31,,0,0,-1000,0,1,0,0,0,0,2,2,0,1,2,40,4,4,16,4,14,28190,10,24,15,854
12,,35.02626,-85.299374,3/27/19,09:08:45,2000 CENTRAL AVE,3304417001,0.095,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,9,44.45,66.78,40.55,,,,34.51,0.68,3,2,5.48,0.31,,0,0,-1000,0,1,0,0,0,0,2,2,0,1,2,35,6,6,18,4,16,9650,11,34,18,232
13,,35.049258,-85.041231,3/27/19,09:23:53,10300 Apison Pike,33SR317001,9.374,COLLEGEDALE,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,9,43.37,66.07,39.06,,,,35.75,0.74,3,2,6.35,0.26,,0,0,-1000,0,1,0,0,0,0,2,5,0,,2,40,2,2,13,1,14,5600,11,22,15,
14,,35.009149,-85.265507,3/27/19,09:31:38,915 S Seminole Dr,3304148001,2.403,EAST RIDGE,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,9,43.59,65.79,39.33,,,,34.48,0.7,3,2,5.69,0.26,,0,0,-1000,0,1,0,0,0,0,2,7,0,1,2,30,2,2,18,4,17,2790,15,26,15,104
15,,35.046354,-85.278034,3/27/19,09:41:09,600 N HOLTZCLAW AVE,330A698001,0.719,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,9,44.53,66.78,40.6,,,,34.62,0.68,3,2,5.6,0.31,,0,0,-1000,0,1,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,30,15,367
16,,35.046354,-85.278034,3/27/19,09:41:35,600 N Holtzclaw Ave,330A698001,0.719,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,9,44.53,66.78,40.6,,,,34.62,0.68,3,2,5.6,0.31,,0,0,-1000,0,1,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,30,15,367
17,,35.046235,-85.278586,3/27/19,09:42:08,1300 - 1399 Cleveland Ave,3303554001,1.315,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,9,44.52,66.78,40.6,,,,34.61,0.68,3,2,5.6,0.31,,0,0,-1000,0,1,0,0,0,0,2,2,0,1,2,40,4,4,16,4,16,14500,11,44,15,367
18,,35.046354,-85.278034,3/27/19,09:56:37,600 N HOLTZCLAW AVE,330A698001,0.719,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,9,44.53,66.78,40.6,,,,34.62,0.68,3,2,5.6,0.31,,0,0,-1000,0,1,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,30,15,367
19,,35.046354,-85.278034,3/27/19,09:56:37,600 N HOLTZCLAW AVE,330A698001,0.719,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,9,44.53,66.78,40.6,,,,34.62,0.68,3,2,5.6,0.31,,0,0,-1000,0,1,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,30,15,367
20,,35.04156,-85.154814,3/27/19,10:03:24,7200 Shallowford Rd,330F894001,0.09,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,clear-night,Clear,10,49.79,66.48,39.21,,,,33.02,0.52,3,2,4.33,0.26,,0,0,-1000,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,24,15,382
21,,34.990593,-85.20917,3/27/19,11:57:32,1467 Mack Smith Rd,330B823001,0.066,EAST RIDGE,clear-day,Clear,clear-night,Clear,11,54.22,66.65,39.98,,,,32.75,0.44,3,2,6.09,0.26,,0,0,-1000,1,0,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,24,15,23
22,,35.181388,-85.200859,3/27/19,11:58:29,1383 Meadowood Dr,330D059001,0.155,HAMILTON COUNTY,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,11,53.86,66.84,38.63,,,,33.43,0.46,3,2,7.35,0.31,,0,0,-1000,0,1,0,0,0,0,2,7,0,,2,20,2,2,11,2,19,,,26,15,
23,,35.047957,-85.289321,3/27/19,12:10:07,979 E 3rd St,3303552001,1.214,CHATTANOOGA,clear-day,Clear,partly-cloudy-night,Partly Cloudy,12,56.32,66.75,40.6,,,,32.9,0.41,3,2,6.32,0.31,,0,0,-1000,1,0,0,0,0,0,2,2,0,1,2,30,4,4,18,4,16,15810,10,22,15,409
24,,34.993903,-85.231149,3/27/19,12:12:22,Ringgold Rd / Prigmore Rd,330B899001,0.002,EAST RIDGE,clear-day,Clear,clear-night,Clear,12,56.57,66.64,40.04,,,,32.77,0.4,3,2,6.15,0.26,,0,0,-1000,1,0,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,18,15,21
25,,34.993903,-85.231149,3/27/19,12:12:41,Ringgold Rd / Prigmore Rd,330B899001,0.002,EAST RIDGE,clear-day,Clear,clear-night,Clear,12,56.57,66.64,40.04,,,,32.77,0.4,3,2,6.15,0.26,,0,0,-1000,1,0,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,18,15,21
26,,34.993903,-85.231149,3/27/19,12:12:41,Ringgold Rd / Prigmore Rd,330B899001,0.002,EAST RIDGE,clear-day,Clear,clear-night,Clear,12,56.57,66.64,40.04,,,,32.77,0.4,3,2,6.15,0.26,,0,0,-1000,1,0,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,18,15,21
27,,35.255044,-85.180702,3/27/19,12:13:11,10188 Dayton Pike,3303633001,0.103,SODDY DAISY,clear-day,Clear,partly-cloudy-night,Partly Cloudy,12,55.58,66.59,37.32,,,,34.12,0.44,3,2,10,0.3,,0,0,-1000,1,0,0,0,0,0,2,4,0,1,2,40,2,2,18,4,16,8400,11,24,15,
28,,35.022226,-85.269584,3/27/19,12:20:17,2419-2599 E Main St,33SR008001,5.737,CHATTANOOGA,clear-day,Clear,clear-night,Clear,12,56.12,66.39,39.99,,,,32.84,0.41,3,2,6.31,0.26,,0,0,-1000,1,0,0,0,0,0,2,2,0,1,2,35,4,4,21,1,16,6090,16,36,15,236
29,,35.055214,-85.309333,3/27/19,12:39:40,120 MARKET ST,33SR008001,9.617,CHATTANOOGA,clear-day,Clear,partly-cloudy-night,Partly Cloudy,12,56.25,66.74,40.66,,,,32.91,0.41,3,2,6.4,0.31,,0,0,-1000,1,0,0,0,0,0,2,2,0,1,2,30,4,4,21,1,16,17840,11,23,15,451
30,,35.034528,-85.158706,3/27/19,12:43:15,2100 HAMILTON PLACE BLVD,3304986001,1.464,CHATTANOOGA,clear-day,Clear,clear-night,Clear,12,56.67,66.52,39.26,,,,33.01,0.41,3,2,6.11,0.26,,0,0,-1000,1,0,0,0,0,0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,294
31,,35.089793,-85.312554,3/27/19,12:50:28,2003 Dayton Blvd,3301406001,0.496,RED BANK,clear-day,Clear,partly-cloudy-night,Partly Cloudy,12,55.87,66.51,40.53,,,,33.05,0.42,3,2,6.78,0.31,,0,0,-1000,1,0,0,0,0,0,2,2,0,1,2,45,4,4,18,4,16,17800,11,24,15,670
32,,35.088081,-85.193513,3/27/19,13:37:37,4625 Fall Creek Rd,330D406001,0.321,CHATTANOOGA,clear-day,Clear,partly-cloudy-night,Partly Cloudy,13,58.98,66.35,39.92,,,,33.88,0.39,3,2,6.07,0.31,,0,0,-1000,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,22,15,685
33,,35.054337,-85.197028,3/27/19,13:51:54,5924 Shallowford Rd,330D198001,0.042,CHATTANOOGA,clear-day,Clear,clear-night,Clear,13,59.44,66.63,40.14,,,,33.64,0.38,3,2,5.96,0.26,,0,0,-1000,1,0,0,0,0,0,2,2,0,,2,,2,2,12,4,19,,,28,15,465
34,,35.161571,-85.367845,3/27/19,13:57:53,2650 Sam Powell Trl,3304999001,2.412,SIGNAL MOUNTAIN,fog,Foggy,fog,Foggy,13,58.76,63.35,35.26,,,,33.82,0.39,3,2,1.24,0.32,,0,0,-1000,0,0,0,1,0,0,2,0,0,,2,30,2,2,18,4,17,1990,15,11,15,
35,,35.041977,-85.259372,3/27/19,14:20:34,725 Glenwood Dr,3304418001,0.765,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,14,61.13,66.13,39.91,,,,33.73,0.36,3,2,5.63,0.31,,0,0,-1000,0,1,0,0,0,0,2,2,0,1,2,25,2,2,18,4,16,18530,11,36,15,369
36,,35.037694,-85.219571,3/27/19,14:24:37,1500 N MOORE RD,3303578001,3.224,CHATTANOOGA,clear-day,Clear,clear-night,Clear,14,61.8,66.7,40.23,,,,33.61,0.35,3,2,5.87,0.26,,0,0,-1000,1,0,0,0,0,0,2,7,0,1,2,35,4,4,18,4,16,11520,12,42,15,330
37,,35.027917,-85.154193,3/27/19,14:24:47,1920 Gunbarrel Rd,330E628001,0.119,CHATTANOOGA,clear-day,Clear,clear-night,Clear,14,61.82,66.49,39.25,,,,33.61,0.35,3,2,6,0.26,,0,0,-1000,1,0,0,0,0,0,2,7,0,,2,,1,1,12,4,19,,,12,6,250
38,,35.019033,-85.339344,3/27/19,14:25:10,1720 S Scenic Hwy,33SR148001,3.325,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,14,60.9,66.03,39.9,,,,33.44,0.36,3,2,2.74,0.32,,0,0,-1000,0,1,0,0,0,0,3,4,0,0,2,35,2,2,21,1,16,4420,11,22,15,183
39,,35.037723,-85.219641,3/27/19,14:29:52,4500-4599 Shawhan Rd,330B114001,0.494,CHATTANOOGA,clear-day,Clear,clear-night,Clear,14,61.8,66.7,40.23,,,,33.61,0.35,3,2,5.87,0.26,,0,0,-1000,1,0,0,0,0,0,2,7,0,1,2,25,2,2,12,4,19,,,28,15,330
40,,35.037723,-85.219641,3/27/19,14:29:52,4500-4599 Shawhan Rd,330B114001,0.494,CHATTANOOGA,clear-day,Clear,clear-night,Clear,14,61.8,66.7,40.23,,,,33.61,0.35,3,2,5.87,0.26,,0,0,-1000,1,0,0,0,0,0,2,7,0,1,2,25,2,2,12,4,19,,,28,15,330
41,,35.049607,-85.291876,3/27/19,14:40:18,100-199 Palmetto St,330A390001,0.458,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,14,61.69,66.76,40.62,,,,33.79,0.35,3,2,5.58,0.31,,0,0,-1000,0,1,0,0,0,0,2,4,0,1,2,,1,1,12,4,19,,,12,15,409
42,,34.9933,-85.399306,3/27/19,14:50:29,17180 Interstate 24 Eb,33I0024002,0.896,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,14,61.16,66.39,40.07,,,,33.42,0.35,3,2,2.85,0.32,,0,0,-1000,0,1,0,0,0,0,2,0,2,0,2,65,4,4,2,1,11,61260,9,24,15,0
43,,35.28345,-85.154838,3/27/19,14:56:30,11280 Dayton Pike,3304463001,1.058,SODDY DAISY,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,14,61.53,66.77,37.09,,,,36.2,0.39,3,2,10,0.3,,0,0,-1000,0,1,0,0,0,0,2,7,0,,2,35,2,2,18,4,18,840,12,20,15,
44,,35.048719,-85.290431,3/27/19,15:23:15,975 E 3rd St,330A390001,0.479,CHATTANOOGA,clear-day,Clear,partly-cloudy-night,Partly Cloudy,15,63.05,66.75,40.61,,,,33,0.32,3,2,5.58,0.31,,0,0,-1000,1,0,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,24,15,409
45,,35.074264,-85.062158,3/27/19,15:49:15,ACTION AVE / MAIN ST,33SR321001,6.47,COLLEGEDALE,clear-day,Clear,clear-night,Clear,15,62.65,66.19,39.02,,,,33.78,0.34,3,2,6.95,0.26,,0,0,-1000,1,0,0,0,0,0,2,2,0,1,2,30,2,2,21,1,16,10040,11,20,15,614
46,,35.200613,-85.158821,3/27/19,15:58:15,Daisy Dallas Rd / Hixson Pike,330D127001,0.002,LAKESITE,clear-day,Clear,partly-cloudy-night,Partly Cloudy,15,63.09,66.81,38.1,,,,34.44,0.34,3,2,7.56,0.3,,0,0,-1000,1,0,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,36,15,
47,,35.053289,-85.182953,3/27/19,16:02:56,Shallowford Rd / Olan Mills Dr,3303580001,0.454,CHATTANOOGA,clear-day,Clear,clear-night,Clear,16,64.72,66.6,40.18,,,,32.6,0.3,3,2,4.32,0.26,,0,0,-1000,1,0,0,0,0,0,2,2,0,1,2,40,4,4,18,4,14,28810,10,24,15,423
48,,35.012306,-85.212241,3/27/19,16:09:41,5830 Brainerd Rd,33SR002001,14.783,CHATTANOOGA,clear-day,Clear,clear-night,Clear,16,64.78,66.7,40.11,,,,32.58,0.3,3,2,4.23,0.26,,0,0,-1000,1,0,0,0,0,0,2,2,0,1,2,40,6,6,13,1,14,34380,11,36,15,155
49,,35.055334,-85.280388,3/27/19,16:14:51,1530 Riverside Dr,3305395001,4.205,CHATTANOOGA,clear-day,Clear,partly-cloudy-night,Partly Cloudy,16,64.87,66.8,40.67,,,,32.61,0.3,3,2,3.65,0.31,,0,0,-1000,1,0,0,0,0,0,2,5,0,1,2,50,4,4,16,4,14,24820,12,24,15,455
50,,35.061116,-85.154021,3/27/19,16:16:23,6836 Tyner Rd,3305789001,0.969,CHATTANOOGA,clear-day,Clear,clear-night,Clear,16,64.65,66.51,39.18,,,,32.64,0.3,3,2,4.48,0.26,,0,0,-1000,1,0,0,0,0,0,2,7,0,1,2,35,2,2,18,4,17,3540,0,28,15,514
51,,35.123075,-85.239491,3/27/19,16:41:19,5150 HIGHWAY 153,3304133001,0.694,CHATTANOOGA,clear-day,Clear,partly-cloudy-night,Partly Cloudy,16,64.8,66.73,40.43,,,,32.72,0.3,3,2,7.09,0.31,,0,0,-1000,1,0,0,0,0,0,,7,0,,2,,2,2,18,4,16,6100,13,20,15,900
52,,34.997998,-85.245493,3/27/19,17:23:17,4131 Ringgold Rd,330B730001,0.305,EAST RIDGE,clear-day,Clear,clear-night,Clear,17,66.18,66.47,39.93,,,,31.28,0.27,3,2,7.21,0.26,,0,0,-1000,1,0,0,0,0,0,2,7,0,1,1,30,2,2,12,4,19,,,20,15,63
53,,35.119704,-85.248642,3/27/19,17:27:24,4514 Hixson Pike,3303588001,3.482,CHATTANOOGA,clear-day,Clear,partly-cloudy-night,Partly Cloudy,17,66.18,66.7,40.44,,,,31.26,0.27,3,2,8.4,0.31,,0,0,-1000,1,0,0,0,0,0,2,2,0,1,2,40,4,4,16,4,14,28190,10,24,15,899
54,,35.03364,-85.23665,3/27/19,17:33:49,Phoenix Ave / Belle Vista Ave,330B143001,0.187,CHATTANOOGA,clear-day,Clear,clear-night,Clear,17,66.02,66.34,39.9,,,,31.25,0.27,3,2,7.45,0.26,,0,0,-1000,1,0,0,0,0,0,2,7,0,1,2,25,2,2,12,4,19,,,24,15,284
55,,35.010238,-85.151165,3/27/19,17:55:45,1430 Jenkins Rd,3305786001,0.167,CHATTANOOGA,clear-day,Clear,clear-night,Clear,17,66.1,66.58,39.4,,,,31.96,0.28,3,2,7.64,0.26,,0,0,-1000,1,0,0,0,0,0,2,2,0,1,2,35,2,2,18,4,16,2540,12,22,15,163
56,,35.190883,-85.18925,3/27/19,18:08:40,7710 Middle Valley Rd,3303591001,3.293,HAMILTON COUNTY,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,18,66.79,66.79,38.55,,,,32.63,0.28,3,2,7.43,0.3,,0,0,-1000,0,1,0,0,0,0,2,0,0,,2,40,2,2,18,2,16,5900,12,20,15,
57,,35.146839,-85.253146,3/27/19,18:23:18,5407 WINDING LN,330C910001,0.483,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,18,66.73,66.73,38.61,,,,32.31,0.28,3,2,7.06,0.31,,0,0,-1000,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,18,15,1074
58,,35.14683,-85.25295,3/27/19,18:24:02,5200-5499 WINDING LN,330C910001,0.484,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,18,66.74,66.74,38.62,,,,32.31,0.28,3,2,7.06,0.31,,0,0,-1000,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,18,15,1074
59,,35.146839,-85.253146,3/27/19,18:24:02,5407 WINDING LN,330C910001,0.483,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,18,66.73,66.73,38.61,,,,32.31,0.28,3,2,7.06,0.31,,0,0,-1000,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,18,15,1074
60,,35.034506,-85.183441,3/27/19,18:33:48,100 HIGHWAY 153 SB,33SR153001,1.12,CHATTANOOGA,clear-day,Clear,clear-night,Clear,18,66.39,66.39,39.07,,,,32.14,0.28,3,2,6.16,0.26,,0,0,-1000,1,0,0,0,0,0,2,4,2,0,2,55,6,6,13,1,12,75610,11,36,15,291
61,,35.043133,-85.318644,3/27/19,18:51:33,Boynton Dr / Grove St,330A344001,0.417,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,18,66.72,66.72,40.72,,,,31.89,0.27,3,2,3.16,0.32,,0,0,-1000,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,32,18,362
62,,35.107351,-85.326172,3/27/19,18:56:33,Mountain Creek Rd / W Rd,3301147001,0.633,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,18,66.56,66.56,40.68,,,,31.9,0.27,3,2,6.86,0.31,,0,0,-1000,0,1,0,0,0,0,2,4,0,1,2,40,2,2,18,4,16,15150,12,12,15,801
63,,35.062245,-85.257486,3/27/19,20:46:30,2100 Glass St,3304997001,3.38,CHATTANOOGA,partly-cloudy-night,Partly Cloudy,partly-cloudy-night,Partly Cloudy,20,62.55,66.67,40.5,,,,32.46,0.32,3,2,6.28,0.31,,0,0,-1000,0,1,0,0,0,0,2,7,0,1,2,30,2,2,18,4,16,4330,13,30,15,501
64,,34.998139,-85.128928,3/28/19,00:12:35,8908 Fuller Rd,330E310001,0.219,HAMILTON COUNTY,clear-night,Clear,clear-night,Clear,0,46,66.12,39.03,,,,38.58,0.75,3,3,4.51,0.26,,0,0,-1000,1,0,0,0,0,0,2,7,0,1,2,35,2,2,11,2,19,,,20,15,78
65,,35.276007,-85.144284,3/28/19,02:09:26,11312 Hixson Pike,3304463001,0.044,SODDY DAISY,partly-cloudy-night,Partly Cloudy,partly-cloudy-night,Partly Cloudy,2,48.58,70.28,40.44,,,,34.99,0.59,3,3,10,0.28,,0,0,-1000,0,1,0,0,0,0,2,7,0,,2,35,2,2,18,4,18,840,12,22,15,
66,,35.073843,-85.112125,3/28/19,05:37:51,900 Interstate 75 Sb,33I0075001,8.945,CHATTANOOGA,clear-night,Clear,clear-night,Clear,5,45.59,68.96,39.87,,,,30.86,0.56,3,3,6.72,0.02,,0,0,-1000,1,0,0,0,0,0,2,0,2,1,2,65,8,10,2,1,11,74310,0,48,18,608
67,,35.031887,-85.30835,3/28/19,06:18:31,1910 Market St,330A639001,0.288,CHATTANOOGA,clear-night,Clear,partly-cloudy-night,Partly Cloudy,6,47.06,70.15,43.62,,,,30.86,0.53,3,3,2.68,0.36,,0,0,-1000,1,0,0,0,0,0,2,4,0,1,2,25,2,2,12,4,19,,,28,15,275
68,,35.076613,-85.149911,3/28/19,06:42:46,6989 DISCOVERY DR,3305746001,0.24,CHATTANOOGA,clear-night,Clear,clear-night,Clear,6,44.5,69.75,42.38,,,,31.46,0.6,3,3,6.27,0.02,,0,0,-1000,1,0,0,0,0,0,2,2,0,1,2,,2,2,18,4,17,4770,16,12,15,603
69,,35.076989,-85.154276,3/28/19,06:58:58,6800 DISCOVERY DR,3305745001,0.395,CHATTANOOGA,clear-night,Clear,clear-night,Clear,6,44.53,69.76,42.41,,,,31.46,0.6,3,3,6.26,0.02,,0,0,-1000,1,0,0,0,0,0,,,,,,,,,18,4,17,10640,12,,,602
70,,35.016904,-85.26938,3/28/19,07:08:44,18180 INTERSTATE 24 WB,330B323001,0.448,CHATTANOOGA,clear-night,Clear,clear-night,Clear,7,43.13,69.44,42.77,,,,31.67,0.64,3,3,5.69,0.02,,0,0,-1000,1,0,0,0,0,0,2,7,0,1,2,25,2,2,12,4,19,,,28,15,192
71,,34.996081,-85.206737,3/28/19,07:46:36,100 Interstate 75 Nb,33I0075001,0.771,,clear-night,Clear,clear-night,Clear,7,43.85,70.04,43.32,,,,31.81,0.62,3,3,5.84,0.02,,0,0,-1000,1,0,0,0,0,0,1,2,2,1,2,55,6,8,2,1,11,108850,9,36,15,24
72,,35.012557,-85.158616,3/28/19,08:07:00,7600 E Brainerd Rd,33SR320001,2.949,CHATTANOOGA,clear-day,Clear,clear-night,Clear,8,43.06,69.92,43.06,,,,32.13,0.65,3,3,6.05,0.02,,0,0,-1000,1,0,0,0,0,0,2,2,0,1,2,40,4,4,21,1,14,28570,10,22,15,162
73,,35.027695,-85.362726,3/28/19,08:09:32,17528 INTERSTATE 24 EB,33I0024002,4.317,CHATTANOOGA,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,8,43.38,70.13,43.38,,,,30.54,0.6,3,3,3.45,0.36,,0,0,-1000,0,1,0,0,0,0,2,0,2,0,2,65,4,4,2,1,11,72780,9,24,15,224
74,,35.027695,-85.362726,3/28/19,08:18:43,17528 INTERSTATE 24 EB,33I0024002,4.317,CHATTANOOGA,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,8,43.38,70.13,43.38,,,,30.54,0.6,3,3,3.45,0.36,,0,0,-1000,0,1,0,0,0,0,2,0,2,0,2,65,4,4,2,1,11,72780,9,24,15,224
75,,35.027695,-85.362726,3/28/19,08:18:43,17528 INTERSTATE 24 EB,33I0024002,4.317,CHATTANOOGA,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,8,43.38,70.13,43.38,,,,30.54,0.6,3,3,3.45,0.36,,0,0,-1000,0,1,0,0,0,0,2,0,2,0,2,65,4,4,2,1,11,72780,9,24,15,224
