Accident,Latitude,Longitude,Date,Time,Hour,DayFrame,Weekday,WeekDay,WeekEnd,Precipitation_Intensity,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count
1,35.055214,-85.309333,2019-01-09,21:12:20,21,1,2,1,0,0,1,0,0,0,0,0,156,14,20,1,2,17
1,35.069853,-85.308386,2019-01-09,21:12:20,21,1,2,1,0,0,1,0,0,0,0,0,262,13,17,0,7,24
1,35.028558,-85.175563,2019-01-09,21:20:19,21,1,2,1,0,0,1,0,0,0,0,0,325,31,16,1,7,10
1,35.016262,-85.331907,2019-01-09,22:25:11,22,1,2,1,0,0,1,0,0,0,0,0,7,14,26,1,0,5
1,35.014983,-85.275052,2019-01-16,4:46:50,4,1,2,1,0,0,0,1,0,0,0,0,78,21,23,1,7,23
1,35.016491,-85.28069,2019-01-16,4:49:06,4,1,2,1,0,0,0,1,0,0,0,0,53,20,24,1,7,19
1,35.020788,-85.264672,2019-01-16,4:52:16,4,1,2,1,0,0,0,1,0,0,0,0,104,21,22,1,7,24
1,35.133504,-85.230111,2019-01-16,5:54:25,5,1,2,1,0,0,0,1,0,0,0,0,801,18,4,0,2,8
1,35.033431,-85.276054,2019-01-16,6:02:41,6,2,2,1,0,0,0,1,0,0,0,0,130,19,21,0,7,19
1,35.037491,-85.319663,2019-01-16,6:19:40,6,2,2,1,0,0,0,1,0,0,0,0,71,14,23,1,5,8
1,34.992826,-85.202645,2019-01-16,6:32:20,6,2,2,1,0,0,0,1,0,0,0,0,87,30,23,1,2,6
1,35.141391,-85.248037,2019-01-16,6:42:54,6,2,2,1,0,0,0,1,0,0,0,0,799,16,4,1,7,10
1,35.007744,-85.09075,2019-01-16,7:15:56,7,2,2,1,0,0,0,1,0,0,0,0,381,42,15,0,7,4
1,35.073784,-85.26779,2019-01-16,7:32:18,7,2,2,1,0,0,0,1,0,0,0,0,357,18,15,0,7,17
1,35.041926,-85.290932,2019-01-16,7:35:53,7,2,2,1,0,0,0,1,0,0,0,0,159,17,20,0,7,22
1,35.010462,-85.155384,2019-01-16,7:39:37,7,2,2,1,0,0,0,1,0,0,0,0,245,35,18,0,2,3
1,35.127346,-85.242192,2019-01-16,7:54:32,7,2,2,1,0,0,0,1,0,0,0,0,736,17,6,1,2,11
1,35.084595,-85.324828,2019-01-16,8:00:06,8,2,2,1,0,0,0,1,0,0,0,0,304,10,16,1,7,8
1,35.009242,-85.120964,2019-01-16,8:32:21,8,2,2,1,0,0,0,1,0,0,0,0,333,39,16,0,7,7
1,35.010071,-85.193721,2019-01-16,8:54:22,8,2,2,1,0,0,0,1,0,0,0,0,172,30,20,1,7,8
1,35.048043,-85.292752,2019-01-16,9:21:50,9,2,2,1,0,0,0,1,0,0,0,0,158,16,20,0,9,19
1,35.008957,-85.238046,2019-01-16,9:42:57,9,2,2,1,0,0,0,1,0,0,0,0,108,25,22,1,7,22
1,35.107025,-85.157883,2019-01-16,11:03:30,11,3,2,1,0,0,0,1,0,0,0,0,811,28,4,0,7,15
1,35.020902,-85.312257,2019-01-16,11:20:56,11,3,2,1,0,0,0,1,0,0,0,0,28,16,25,0,5,10
1,34.989471,-85.209287,2019-01-16,11:38:43,11,3,2,1,0,0,0,1,0,0,0,0,63,30,24,0,7,9
1,35.05841,-85.192855,2019-01-16,11:56:27,11,3,2,1,0,0,0,1,0,0,0,0,456,27,13,1,2,3
1,35.041836,-85.154037,2019-01-16,12:38:05,12,3,2,1,0,0,0,1,0,0,0,0,462,33,13,1,2,10
1,35.041303,-85.153824,2019-01-16,12:38:16,12,3,2,1,0,0,0,1,0,0,0,0,417,33,14,1,2,6
1,35.054526,-85.197005,2019-01-16,12:46:30,12,3,2,1,0,0,0,1,0,0,0,0,411,27,14,0,2,4
1,35.091807,-85.225646,2019-01-16,12:49:56,12,3,2,1,0,0,0,1,0,0,0,0,586,22,10,1,4,6
1,35.005297,-85.149263,2019-01-16,13:15:50,13,4,2,1,0,0,0,1,0,0,0,0,246,36,18,0,7,3
1,35.113855,-85.131499,2019-01-16,13:19:04,13,4,2,1,0,0,0,1,0,0,0,0,868,31,2,0,7,15
1,35.034528,-85.158706,2019-01-16,13:48:40,13,4,2,1,0,0,0,1,0,0,0,0,372,33,15,0,7,3
1,35.121761,-85.238478,2019-01-16,14:06:09,14,4,2,1,0,0,0,1,0,0,0,0,702,18,7,1,7,10
1,35.122915,-85.239367,2019-01-16,14:07:51,14,4,2,1,0,0,0,1,0,0,0,0,737,18,6,1,2,9
1,35.05972,-85.066282,2019-01-16,14:25:00,14,4,2,1,0,0,0,1,0,0,0,0,761,42,6,0,7,5
1,35.052874,-85.148676,2019-01-16,14:29:34,14,4,2,1,0,0,0,1,0,0,0,0,507,33,12,1,7,7
1,35.016898,-85.196645,2019-01-16,14:34:32,14,4,2,1,0,0,0,1,0,0,0,0,205,30,19,0,7,15
1,35.04353,-85.312074,2019-01-16,14:39:04,14,4,2,1,0,0,0,1,0,0,0,0,126,15,21,0,2,28
1,35.052147,-85.313868,2019-01-16,14:44:58,14,4,2,1,0,0,0,1,0,0,0,0,156,14,20,1,2,17
1,35.014497,-85.325187,2019-01-16,14:58:45,14,4,2,1,0,0,0,1,0,0,0,0,8,15,26,0,2,13
1,35.053818,-85.334465,2019-01-16,15:00:08,15,4,2,1,0,0,0,1,0,0,0,0,122,11,21,0,2,1
1,35.052609,-85.302836,2019-01-16,15:38:49,15,4,2,1,0,0,0,1,0,0,0,0,157,15,20,0,2,20
1,35.094368,-85.331318,2019-01-16,15:53:38,15,4,2,1,0,0,0,1,0,0,0,0,348,9,15,0,7,5
1,35.014874,-85.274068,2019-01-16,15:55:43,15,4,2,1,0,0,0,1,0,0,0,0,78,21,23,1,7,23
1,35.01572,-85.273583,2019-01-16,15:55:51,15,4,2,1,0,0,0,1,0,0,0,0,78,21,23,1,7,23
1,35.135193,-85.209196,2019-01-16,16:11:22,16,4,2,1,0,0,0,1,0,0,0,0,832,21,3,0,7,7
1,35.045986,-85.314082,2019-01-16,16:27:23,16,4,2,1,0,0,0,1,0,0,0,0,125,14,21,1,2,19
1,35.005297,-85.149263,2019-01-16,16:46:09,16,4,2,1,0,0,0,1,0,0,0,0,246,36,18,0,7,3
1,35.021032,-85.261306,2019-01-16,16:48:55,16,4,2,1,0,0,0,1,0,0,0,0,105,22,22,1,7,21
1,35.021032,-85.261306,2019-01-16,16:49:15,16,4,2,1,0,0,0,1,0,0,0,0,105,22,22,1,7,21
1,35.020588,-85.259991,2019-01-16,16:50:04,16,4,2,1,0,0,0,1,0,0,0,0,105,22,22,1,7,21
1,35.021032,-85.261306,2019-01-16,16:53:30,16,4,2,1,0,0,0,1,0,0,0,0,105,22,22,1,7,21
1,35.088552,-85.330663,2019-01-16,17:32:42,17,4,2,1,0,0,1,0,0,0,0,0,304,10,16,1,7,8
1,35.016889,-85.181912,2019-01-16,17:35:55,17,4,2,1,0,0,0,1,0,0,0,0,241,31,18,0,7,11
1,35.091147,-85.201764,2019-01-16,17:46:04,17,4,2,1,0,0,0,1,0,0,0,0,630,24,9,0,7,15
1,35.121552,-85.314104,2019-01-16,17:48:45,17,4,2,1,0,0,0,1,0,0,0,0,573,9,10,0,7,2
1,35.030509,-85.185443,2019-01-16,18:29:57,18,4,2,1,0,0,0,1,0,0,0,0,279,30,17,0,2,7
1,35.081735,-85.270856,2019-01-16,18:48:05,18,4,2,1,0,0,0,1,0,0,0,0,401,17,14,0,5,3
1,35.008661,-85.237709,2019-01-16,18:57:00,18,4,2,1,0,0,0,1,0,0,0,0,108,25,22,1,7,22
1,35.004095,-85.218177,2019-01-16,19:01:53,19,1,2,1,0,0,0,1,0,0,0,0,111,28,22,1,7,8
1,35.015818,-85.254192,2019-01-16,19:04:30,19,1,2,1,0,0,0,1,0,0,0,0,106,23,22,1,7,27
1,34.996033,-85.253216,2019-01-16,19:06:05,19,1,2,1,0,0,0,1,0,0,0,0,36,24,25,0,7,20
1,35.010345,-85.215443,2019-01-16,20:14:32,20,1,2,1,0,0,0,1,0,0,0,0,139,28,21,0,2,12
1,35.018165,-85.280295,2019-01-16,20:28:12,20,1,2,1,0,0,0,1,0,0,0,0,77,20,23,1,7,19
1,35.097725,-85.251357,2019-01-16,22:33:16,22,1,2,1,0,0,0,1,0,0,0,0,537,18,11,0,5,4
1,35.090113,-85.218445,2019-01-16,22:35:57,22,1,2,1,0,0,0,1,0,0,0,0,586,22,10,1,4,6
1,35.059136,-85.064231,2019-01-16,23:25:01,23,1,2,1,0,0,0,1,0,0,0,0,761,42,6,0,7,5
1,35.059606,-85.0667,2019-01-16,23:29:59,23,1,2,1,0,0,0,1,0,0,0,0,761,42,6,0,7,5
1,35.007825,-85.201076,2019-01-23,6:07:31,6,2,2,1,0,0.0563,0,1,0,0,0,1,141,30,21,1,2,2
1,35.050946,-85.043464,2019-01-23,6:58:24,6,2,2,1,0,0.0519,0,1,0,0,0,1,729,45,7,0,2,4
1,35.043846,-85.127032,2019-01-23,7:33:08,7,2,2,1,0,0.0548,0,1,0,0,0,1,510,36,12,0,7,17
1,35.056857,-85.272465,2019-01-23,7:43:47,7,2,2,1,0,0.0578,0,1,0,0,0,1,267,18,17,0,5,4
1,35.091855,-85.310802,2019-01-23,9:02:30,9,2,2,1,0,0.0588,0,1,0,0,0,1,396,12,14,0,7,20
1,35.038935,-85.282862,2019-01-23,9:54:54,9,2,2,1,0,0.0582,0,1,0,0,0,1,160,18,20,0,2,14
1,35.039086,-85.284036,2019-01-23,9:55:29,9,2,2,1,0,0.0583,0,1,0,0,0,1,129,18,21,0,7,16
1,35.03896,-85.28274,2019-01-23,9:55:29,9,2,2,1,0,0.0582,0,1,0,0,0,1,160,18,20,0,2,14
1,35.137652,-85.245876,2019-01-23,10:05:19,10,3,2,1,0,0.0578,0,1,0,0,0,1,768,16,5,1,7,5
1,35.017116,-85.207476,2019-01-23,11:42:46,11,3,2,1,0,0.0564,0,1,0,0,0,1,170,28,20,0,2,6
1,35.01587,-85.207906,2019-01-23,11:45:26,11,3,2,1,0,0.0564,0,1,0,0,0,1,170,28,20,0,2,6
1,35.124866,-85.247189,2019-01-23,11:58:07,11,3,2,1,0,0.0578,0,1,0,0,0,1,701,17,7,0,7,15
1,35.051384,-85.301658,2019-01-23,12:00:42,12,3,2,1,0,0.0588,0,1,0,0,0,1,157,15,20,0,2,20
1,35.117285,-85.209914,2019-01-23,12:22:03,12,3,2,1,0,0.0569,0,1,0,0,0,1,741,22,6,0,7,9
1,35.038935,-85.282862,2019-01-23,12:47:06,12,3,2,1,0,0.0582,0,1,0,0,0,1,160,18,20,0,2,14
1,35.059606,-85.0667,2019-01-23,13:09:59,13,4,2,1,0,0.0524,0,1,0,0,0,1,761,42,6,0,7,5
1,35.046047,-85.312571,2019-01-23,13:13:19,13,4,2,1,0,0.0594,0,0,1,0,0,1,125,14,21,1,2,19
1,35.008709,-85.205213,2019-01-23,13:45:10,13,4,2,1,0,0.0563,0,0,1,0,0,1,140,29,21,1,2,8
1,35.049502,-85.304418,2019-01-23,14:14:17,14,4,2,1,0,0.0588,0,1,0,0,0,1,157,15,20,0,2,20
1,35.021809,-85.297892,2019-01-23,14:21:57,14,4,2,1,0,0.0585,0,1,0,0,0,1,51,18,24,1,2,17
1,35.118672,-85.317239,2019-01-23,15:01:55,15,4,2,1,0,0.059,0,1,0,0,0,1,528,9,11,0,7,6
1,35.02156,-85.297411,2019-01-23,15:33:28,15,4,2,1,0,0.0585,0,1,0,0,0,1,51,18,24,1,2,17
1,35.032281,-85.229942,2019-01-23,15:34:25,15,4,2,1,0,0.0566,0,1,0,0,0,1,200,25,19,0,7,17
1,35.050422,-85.294787,2019-01-23,15:43:01,15,4,2,1,0,0.0587,0,1,0,0,0,1,191,16,19,0,0,5
1,35.050422,-85.294787,2019-01-23,15:47:34,15,4,2,1,0,0.0587,0,1,0,0,0,1,191,16,19,0,0,5
1,35.032088,-85.273183,2019-01-23,15:58:38,15,4,2,1,0,0.0581,0,1,0,0,0,1,131,20,21,0,7,22
1,35.142401,-85.248276,2019-01-23,16:00:36,16,4,2,1,0,0.0577,0,0,1,0,0,1,799,16,4,1,7,10
