Accident,Latitude,Longitude,Date,Time,Hour,DayFrame,Weekday,WeekDay,WeekEnd,Precipitation_Intensity,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count
1,35.034727,-85.26761,2019-01-22,14:42:45,14,4,1,1,0,0,0,1,0,0,0,0,162,20,20,0,7,25
1,35.047051,-85.314266,2019-01-22,15:08:44,15,4,1,1,0,0,0,1,0,0,0,0,125,14,21,1,2,19
1,35.045297,-85.312411,2019-01-22,15:12:56,15,4,1,1,0,0,0,1,0,0,0,0,125,14,21,1,2,19
1,35.119434,-85.383863,2019-01-22,15:36:31,15,4,1,1,0,0,0,1,0,0,0,0,385,1,14,0,0,2
1,35.118914,-85.383171,2019-01-22,15:36:44,15,4,1,1,0,0,0,1,0,0,0,0,386,2,14,0,0,1
1,35.119434,-85.383863,2019-01-22,15:36:44,15,4,1,1,0,0,0,1,0,0,0,0,385,1,14,0,0,2
1,35.013012,-85.242759,2019-01-22,15:37:10,15,4,1,1,0,0,0,1,0,0,0,0,107,24,22,1,7,23
1,35.051577,-85.253371,2019-01-22,15:46:38,15,4,1,1,0,0,0,1,0,0,0,0,270,21,17,0,7,14
1,35.011585,-85.225891,2019-01-22,16:03:25,16,4,1,1,0,0,0,1,0,0,0,0,138,27,21,0,7,21
1,35.015183,-85.290032,2019-01-22,16:03:54,16,4,1,1,0,0,0,1,0,0,0,0,52,19,24,1,7,19
1,35.013479,-85.326053,2019-01-22,16:29:40,16,4,1,1,0,0,0,1,0,0,0,0,8,15,26,0,2,13
1,35.071234,-85.15721,2019-01-22,16:30:48,16,4,1,1,0,0,0,1,0,0,0,0,637,31,9,0,2,5
1,35.071639,-85.156702,2019-01-22,16:31:29,16,4,1,1,0,0,0,1,0,0,0,0,637,31,9,0,2,5
1,35.071234,-85.15721,2019-01-22,16:31:30,16,4,1,1,0,0,0,1,0,0,0,0,637,31,9,0,2,5
1,35.096667,-85.055843,2019-01-22,16:39:46,16,4,1,1,0,0,0,1,0,0,0,0,901,41,1,1,0,5
1,35.089818,-85.061105,2019-01-22,16:40:41,16,4,1,1,0,0,0,1,0,0,0,0,878,41,2,1,0,6
1,35.048719,-85.290431,2019-01-22,16:42:16,16,4,1,1,0,0,0,1,0,0,0,0,192,17,19,0,7,12
1,35.015214,-85.163699,2019-01-22,17:18:51,17,4,1,1,0,0,0,1,0,0,0,0,243,33,18,0,7,12
1,35.003593,-85.260641,2019-01-22,18:15:36,18,4,1,1,0,0,0,1,0,0,0,0,56,23,24,0,7,21
1,35.087633,-85.070057,2019-01-22,18:26:50,18,4,1,1,0,0,0,1,0,0,0,0,851,40,3,1,2,7
1,35.004848,-85.118478,2019-01-22,18:33:51,18,4,1,1,0,0,0,1,0,0,0,0,288,39,17,0,7,8
1,35.006037,-85.120466,2019-01-22,18:36:31,18,4,1,1,0,0,0,1,0,0,0,0,288,39,17,0,7,8
1,35.116283,-85.263069,2019-01-22,18:57:59,18,4,1,1,0,0,0,1,0,0,0,0,622,16,9,0,7,12
1,35.0322,-85.15417,2019-01-22,19:51:08,19,1,1,1,0,0,0,1,0,0,0,0,373,34,15,0,7,6
1,35.003195,-85.115904,2019-01-22,20:05:29,20,1,1,1,0,0,0,1,0,0,0,0,289,40,17,0,7,9
1,35.044272,-85.314039,2019-01-22,20:18:06,20,1,1,1,0,0,0,1,0,0,0,0,125,14,21,1,2,19
1,34.998664,-85.209894,2019-01-22,22:14:15,22,1,1,1,0,0,0,1,0,0,0,0,112,29,22,1,2,2
1,35.020872,-85.26666,2019-01-29,6:46:49,6,2,1,1,0,0.0026,0,0,1,0,0,0,104,21,22,1,7,24
1,35.05662,-85.309646,2019-01-29,8:19:59,8,2,1,1,0,0.0024,0,1,0,0,0,0,189,14,19,0,2,8
1,35.011996,-85.312555,2019-01-29,9:11:27,9,2,1,1,0,0.0025,0,1,0,0,0,0,9,16,26,0,7,17
1,35.067111,-85.246257,2019-01-29,11:10:36,11,3,1,1,0,0.0025,0,1,0,0,0,0,360,21,15,0,7,15
1,35.010207,-85.217606,2019-01-29,12:48:21,12,3,1,1,0,0.0028,0,1,0,0,0,0,139,28,21,0,2,12
1,35.011179,-85.217266,2019-01-29,12:49:49,12,3,1,1,0,0.0028,0,1,0,0,0,0,139,28,21,0,2,12
1,35.039775,-85.292119,2019-01-29,12:59:24,12,3,1,1,0,0.0025,0,1,0,0,0,0,128,17,21,0,7,14
1,35.044731,-85.309174,2019-01-29,13:05:54,13,4,1,1,0,0.0024,0,1,0,0,0,0,126,15,21,0,2,28
1,35.113717,-85.259169,2019-01-29,13:40:52,13,4,1,1,0,0.0023,0,1,0,0,0,0,622,16,9,0,7,12
1,35.05224,-85.149942,2019-01-29,16:53:06,16,4,1,1,0,0.0032,1,0,0,0,0,0,507,33,12,1,7,7
1,35.024501,-85.155628,2019-01-29,16:53:07,16,4,1,1,0,0.0033,1,0,0,0,0,0,328,34,16,0,7,13
1,35.023569,-85.159148,2019-01-29,16:54:19,16,4,1,1,0,0.0033,1,0,0,0,0,0,328,34,16,0,7,13
1,35.023569,-85.159148,2019-01-29,16:59:15,16,4,1,1,0,0.0033,1,0,0,0,0,0,328,34,16,0,7,13
1,35.069942,-85.289263,2019-01-29,17:06:10,17,4,1,1,0,0.0024,1,0,0,0,0,0,310,16,16,0,7,14
1,35.052925,-85.147887,2019-01-29,17:10:17,17,4,1,1,0,0.0032,1,0,0,0,0,0,507,33,12,1,7,7
1,35.072491,-85.108704,2019-01-29,17:18:40,17,4,1,1,0,0.0033,1,0,0,0,0,0,720,36,7,1,0,8
1,35.104278,-85.229018,2019-01-29,17:20:04,17,4,1,1,0,0.0024,1,0,0,0,0,0,626,20,9,1,0,3
1,35.084597,-85.062032,2019-01-29,17:20:12,17,4,1,1,0,0.0035,1,0,0,0,0,0,852,41,3,0,2,5
1,35.013535,-85.22846,2019-01-29,18:14:15,18,4,1,1,0,0.0027,1,0,0,0,0,0,137,26,21,0,7,21
1,34.9943,-85.256317,2019-01-29,18:55:52,18,4,1,1,0,0.0027,1,0,0,0,0,0,36,24,25,0,7,20
1,35.094368,-85.331318,2019-01-29,19:47:12,19,1,1,1,0,0.0021,1,0,0,0,0,0,348,9,15,0,7,5
1,35.043228,-85.29587,2019-01-29,20:07:55,20,1,1,1,0,0.0024,1,0,0,0,0,0,127,16,21,0,2,17
1,34.988878,-85.207332,2019-01-29,20:13:15,20,1,1,1,0,0.0029,1,0,0,0,0,0,63,30,24,0,7,9
1,34.9943,-85.256317,2019-01-29,20:34:03,20,1,1,1,0,0.0027,1,0,0,0,0,0,36,24,25,0,7,20
1,35.034727,-85.26761,2019-01-29,20:49:45,20,1,1,1,0,0.0026,1,0,0,0,0,0,162,20,20,0,7,25
1,35.082937,-85.078216,2019-02-05,6:26:07,6,2,1,1,0,0.0001,0,1,0,0,0,0,822,39,4,1,0,11
1,35.022196,-85.269492,2019-02-05,6:55:55,6,2,1,1,0,0.0001,0,1,0,0,0,0,104,21,22,1,7,24
1,34.990498,-85.220262,2019-02-05,6:58:48,6,2,1,1,0,0.0001,0,1,0,0,0,0,61,28,24,0,7,15
1,35.11036,-85.229395,2019-02-05,7:07:16,7,2,1,1,0,0.0001,0,1,0,0,0,0,666,20,8,1,9,4
1,35.021809,-85.297892,2019-02-05,7:16:15,7,2,1,1,0,0.0001,0,1,0,0,0,0,51,18,24,1,2,17
1,35.021809,-85.297892,2019-02-05,7:20:57,7,2,1,1,0,0.0001,0,1,0,0,0,0,51,18,24,1,2,17
1,35.021809,-85.297892,2019-02-05,7:25:22,7,2,1,1,0,0.0001,0,1,0,0,0,0,51,18,24,1,2,17
1,35.030975,-85.124943,2019-02-05,7:35:14,7,2,1,1,0,0.0001,0,1,0,0,0,0,421,37,14,0,7,12
1,35.005794,-85.229886,2019-02-05,7:35:24,7,2,1,1,0,0.0001,0,1,0,0,0,0,109,26,22,1,7,21
1,35.014733,-85.251611,2019-02-05,7:50:10,7,2,1,1,0,0.0001,0,1,0,0,0,0,106,23,22,1,7,27
1,35.021984,-85.269446,2019-02-05,8:00:31,8,2,1,1,0,0.0001,0,1,0,0,0,0,104,21,22,1,7,24
1,35.02197,-85.26953,2019-02-05,8:01:19,8,2,1,1,0,0.0001,0,1,0,0,0,0,104,21,22,1,7,24
1,35.01406,-85.274554,2019-02-05,8:17:55,8,2,1,1,0,0.0001,0,1,0,0,0,0,54,21,24,0,7,19
1,35.086282,-85.327043,2019-02-05,8:23:30,8,2,1,1,0,0.0001,0,1,0,0,0,0,304,10,16,1,7,8
1,35.086383,-85.336105,2019-02-05,8:24:39,8,2,1,1,0,0.0001,0,0,0,1,0,0,258,9,17,0,7,1
1,35.058415,-85.309303,2019-02-05,8:32:29,8,2,1,1,0,0.0001,0,1,0,0,0,0,189,14,19,0,2,8
1,35.124595,-85.248274,2019-02-05,8:46:00,8,2,1,1,0,0.0001,0,1,0,0,0,0,701,17,7,0,7,15
1,35.036082,-85.303614,2019-02-05,8:50:26,8,2,1,1,0,0.0001,0,1,0,0,0,0,99,16,22,0,7,20
1,35.01406,-85.274554,2019-02-05,8:56:52,8,2,1,1,0,0.0001,0,1,0,0,0,0,54,21,24,0,7,19
1,35.048043,-85.292752,2019-02-05,9:20:09,9,2,1,1,0,0.0001,0,1,0,0,0,0,158,16,20,0,9,19
1,35.071784,-85.155265,2019-02-05,9:22:13,9,2,1,1,0,0.0001,0,1,0,0,0,0,637,31,9,0,2,5
1,35.046723,-85.293772,2019-02-05,9:27:05,9,2,1,1,0,0.0001,0,1,0,0,0,0,158,16,20,0,9,19
1,34.989228,-85.193519,2019-02-05,9:43:41,9,2,1,1,0,0.0001,0,1,0,0,0,0,89,32,23,0,7,6
1,35.041707,-85.260666,2019-02-05,10:41:43,10,3,1,1,0,0.0001,0,1,0,0,0,0,196,21,19,0,7,12
1,35.036618,-85.240924,2019-02-05,10:48:12,10,3,1,1,0,0.0001,0,1,0,0,0,0,198,23,19,0,7,25
1,35.138609,-85.247845,2019-02-05,10:54:05,10,3,1,1,0,0.0001,0,1,0,0,0,0,768,16,5,1,7,5
1,35.14182,-85.248735,2019-02-05,10:59:45,10,3,1,1,0,0.0001,0,1,0,0,0,0,799,16,4,1,7,10
1,35.065062,-85.272718,2019-02-05,11:09:07,11,3,1,1,0,0.0001,0,1,0,0,0,0,312,18,16,0,7,5
1,35.032051,-85.166273,2019-02-05,11:47:37,11,3,1,1,0,0.0001,0,1,0,0,0,0,371,32,15,1,7,10
1,35.123228,-85.236736,2019-02-05,12:38:17,12,3,1,1,0,0.0001,0,1,0,0,0,0,737,18,6,1,2,9
1,35.043794,-85.279898,2019-02-05,13:04:03,13,4,1,1,0,0.0001,0,1,0,0,0,0,160,18,20,0,2,14
1,35.023569,-85.159148,2019-02-05,14:14:47,14,4,1,1,0,0.0001,0,1,0,0,0,0,328,34,16,0,7,13
1,34.996081,-85.206737,2019-02-05,14:19:57,14,4,1,1,0,0.0001,0,1,0,0,0,0,87,30,23,1,2,6
1,35.019632,-85.161274,2019-02-05,14:27:38,14,4,1,1,0,0.0001,0,1,0,0,0,0,283,34,17,0,7,8
1,35.053263,-85.260921,2019-02-05,15:09:23,15,4,1,1,0,0.0001,0,1,0,0,0,0,269,20,17,0,7,22
1,34.993791,-85.232312,2019-02-05,15:17:59,15,4,1,1,0,0.0001,0,1,0,0,0,0,60,27,24,0,7,17
1,35.128434,-85.247114,2019-02-05,15:24:01,15,4,1,1,0,0.0001,0,1,0,0,0,0,736,17,6,1,2,11
1,35.037851,-85.26797,2019-02-05,16:20:07,16,4,1,1,0,0.0001,0,1,0,0,0,0,162,20,20,0,7,25
1,35.016905,-85.18191,2019-02-05,16:40:40,16,4,1,1,0,0.0001,0,1,0,0,0,0,241,31,18,0,7,11
1,35.036752,-85.309437,2019-02-05,16:44:07,16,4,1,1,0,0.0001,0,1,0,0,0,0,98,15,22,0,4,18
1,35.070408,-85.315736,2019-02-05,16:58:24,16,4,1,1,0,0.0001,0,1,0,0,0,0,222,12,18,1,7,16
1,35.055334,-85.280388,2019-02-05,17:10:08,17,4,1,1,0,0.0001,0,1,0,0,0,0,227,17,18,0,4,1
1,35.035486,-85.319543,2019-02-05,18:27:48,18,4,1,1,0,0.0001,0,1,0,0,0,0,71,14,23,1,5,8
1,35.144137,-85.315761,2019-02-05,18:30:02,18,4,1,1,0,0.0001,0,1,0,0,0,0,692,8,7,0,7,7
1,35.000853,-85.132549,2019-02-05,18:46:00,18,4,1,1,0,0.0001,0,1,0,0,0,0,248,38,18,0,4,6
