Accident,Hour,DayFrame,WeekDay,WeekEnd,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Grid_Block,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count,Unix,precipIntensity
0,0.565217391304348,1,0,1,0,0,1,0,0,1,0.157777777777778,0.681818181818182,0.8,0,0.8,0.242424242424242,0.000799086757993,0.017689906347555
0,0.565217391304348,1,0,1,0,0,1,0,0,1,0.178888888888889,0.409090909090909,0.76,0,0.8,0.787878787878788,0.000799086757993,0.016649323621228
1,0.652173913043478,1,0,1,0,0,0,1,0,1,0.051111111111111,0.272727272727273,0.92,0,0.3,0.060606060606061,0.000856164383563,0.021852237252862
1,0.652173913043478,1,0,1,0,0,0,1,0,1,0.077777777777778,0.272727272727273,0.88,0,0.6,0.060606060606061,0.000856164383563,0.021852237252862
0,0.608695652173913,1,0,1,0,0,1,0,0,1,0.08,0.318181818181818,0.88,1,0.3,0.484848484848485,0.000856164383563,0.014568158168574
1,0.652173913043478,1,0,1,0,0,0,1,0,1,0.267777777777778,0.681818181818182,0.68,0,0.8,0.363636363636364,0.000856164383563,0.0210197710718
1,0.652173913043478,1,0,1,0,0,0,1,0,1,0.311111111111111,0.681818181818182,0.64,1,0.8,0.333333333333333,0.000856164383563,0.0210197710718
0,0.608695652173913,1,0,1,0,0,1,0,0,1,0.412222222222222,0.704545454545455,0.56,1,0.8,0.333333333333333,0.000856164383563,0.014568158168574
1,0.652173913043478,1,0,1,0,0,0,1,0,1,0.512222222222222,0.704545454545455,0.48,0,0.3,0.333333333333333,0.000856164383563,0.021123829344433
1,0.652173913043478,1,0,1,0,0,0,1,0,1,0.562222222222222,0.704545454545455,0.44,0,0.8,0.424242424242424,0.000856164383563,0.0210197710718
0,0.652173913043478,1,0,1,0,0,1,0,0,1,0.19,0.636363636363636,0.76,0,0.8,0.242424242424242,0.000913242009133,0.021852237252862
0,0.652173913043478,1,0,1,0,0,1,0,0,1,0.311111111111111,0.681818181818182,0.64,1,0.8,0.333333333333333,0.000913242009133,0.021852237252862
1,0.739130434782609,1,0,1,0,0,0,1,0,1,0.024444444444445,0.204545454545455,0.96,0,0.1,0.060606060606061,0.000970319634703,0.022060353798127
0,0.695652173913043,1,0,1,0,0,1,0,0,1,0.081111111111111,0.340909090909091,0.88,1,0.8,0.787878787878788,0.000970319634703,0.008324661810614
0,0.695652173913043,1,0,1,0,0,1,0,0,1,0.172222222222222,0.272727272727273,0.76,1,0.3,0.181818181818182,0.000970319634703,0.008324661810614
0,0.695652173913043,1,0,1,0,0,1,0,0,1,0.481111111111111,0.068181818181818,0.48,0,0.8,0.424242424242424,0.000970319634703,0.007284079084287
1,0.739130434782609,1,0,1,0,0,0,1,0,1,0.617777777777778,0.818181818181818,0.4,0,0.8,0.333333333333333,0.000970319634703,0.021331945889698
0,0.695652173913043,1,0,1,0,0,1,0,0,1,0.945555555555556,0.886363636363636,0.08,1,0.3,0.242424242424242,0.000970319634703,0.011446409989594
1,0.782608695652174,0,0,1,0,0,0,1,0,1,0.051111111111111,0.272727272727273,0.92,0,0.3,0.060606060606061,0.001027397260277,0.021852237252862
1,0.782608695652174,0,0,1,0,1,0,0,0,1,0.147777777777778,0.477272727272727,0.8,0,0.8,0.636363636363636,0.001027397260277,0.021540062434964
1,0.782608695652174,0,0,1,0,1,0,0,0,1,0.267777777777778,0.681818181818182,0.68,0,0.8,0.363636363636364,0.001027397260277,0.021123829344433
0,0.739130434782609,1,0,1,0,1,0,0,0,1,0.3,0.454545454545455,0.64,0,0.8,0.454545454545455,0.001027397260277,0.002081165452653
0,0.739130434782609,1,0,1,0,0,1,0,0,1,0.358888888888889,0.636363636363636,0.6,0,0.8,0.515151515151515,0.001027397260277,0.002081165452653
1,0.782608695652174,0,0,1,0,1,0,0,0,1,0.412222222222222,0.704545454545455,0.56,1,0.8,0.333333333333333,0.001027397260277,0.021123829344433
1,0.826086956521739,0,0,1,0,0,0,1,0,1,0.051111111111111,0.272727272727273,0.92,0,0.3,0.060606060606061,0.001084474885847,0.021852237252862
1,0.826086956521739,0,0,1,0,0,0,1,0,1,0.051111111111111,0.272727272727273,0.92,0,0.3,0.060606060606061,0.001084474885847,0.021852237252862
1,0.826086956521739,0,0,1,0,0,0,1,0,1,0.051111111111111,0.272727272727273,0.92,0,0.3,0.060606060606061,0.001084474885847,0.021852237252862
1,0.826086956521739,0,0,1,0,1,0,0,0,1,0.057777777777778,0.409090909090909,0.92,1,0.8,0.606060606060606,0.001084474885847,0.021540062434964
0,0.782608695652174,0,0,1,0,0,0,1,0,0,0.08,0.318181818181818,0.88,1,0.3,0.484848484848485,0.001084474885847,0
1,0.826086956521739,0,0,1,0,1,0,0,0,1,0.085555555555556,0.431818181818182,0.88,1,0.8,0.606060606060606,0.001084474885847,0.021436004162331
1,0.826086956521739,0,0,1,0,0,0,1,0,1,0.391111111111111,0.272727272727273,0.56,0,0.8,0.272727272727273,0.001084474885847,0.021540062434964
0,0.826086956521739,0,0,1,0,0,0,1,0,0,0.078888888888889,0.295454545454546,0.88,1,0.6,0.272727272727273,0.001141552511417,0
0,0.826086956521739,0,0,1,0,0,0,1,0,0,0.094444444444445,0.613636363636364,0.88,0,0.8,0.393939393939394,0.001141552511417,0
0,0.826086956521739,0,0,1,0,0,0,1,0,0,0.117777777777778,0.5,0.84,1,0.8,0.848484848484848,0.001141552511417,0
1,0.869565217391304,0,0,1,0,1,0,0,0,1,0.388888888888889,0.227272727272727,0.56,0,0.8,0.363636363636364,0.001141552511417,0.021227887617066
0,0.826086956521739,0,0,1,0,0,0,1,0,0,0.512222222222222,0.704545454545455,0.48,0,0.3,0.333333333333333,0.001141552511417,0
0,0.826086956521739,0,0,1,0,0,0,1,0,0,0.54,0.25,0.44,0,0.8,0.484848484848485,0.001141552511417,0
1,0.91304347826087,0,0,1,0,0,1,0,0,1,0.051111111111111,0.272727272727273,0.92,0,0.3,0.060606060606061,0.001198630136987,0.021852237252862
1,0.91304347826087,0,0,1,0,0,1,0,0,1,0.077777777777778,0.272727272727273,0.88,0,0.6,0.060606060606061,0.001198630136987,0.021852237252862
0,0.869565217391304,0,0,1,0,0,0,1,0,0,0.314444444444445,0.75,0.64,0,0.8,0.272727272727273,0.001198630136987,0.001040582726327
0,0.869565217391304,0,0,1,0,0,0,1,0,0,0.944444444444444,0.863636363636364,0.08,0,0.8,0.181818181818182,0.001198630136987,0.001040582726327
0,0.91304347826087,0,0,1,0,0,0,1,0,0,0.114444444444444,0.431818181818182,0.84,0,0.8,0.727272727272727,0.00125570776256,0.001040582726327
1,0.956521739130435,0,0,1,0,0,1,0,0,1,0.144444444444444,0.409090909090909,0.8,0,0.8,0.606060606060606,0.00125570776256,0.021956295525494
0,0.91304347826087,0,0,1,0,0,0,1,0,0,0.404444444444444,0.545454545454546,0.56,0,0.8,0.121212121212121,0.00125570776256,0.001040582726327
0,0.91304347826087,0,0,1,0,0,0,1,0,0,0.512222222222222,0.704545454545455,0.48,0,0.3,0.333333333333333,0.00125570776256,0.001040582726327
0,0.956521739130435,0,0,1,0,0,1,0,0,0,0.121111111111111,0.568181818181818,0.84,1,0.8,0.666666666666667,0.00131278538813,0.001040582726327
1,1,0,0,1,0,0,1,0,0,1,0.177777777777778,0.386363636363636,0.76,0,0.3,0.454545454545455,0.00131278538813,0.022060353798127
0,0.956521739130435,0,0,1,0,0,0,1,0,0,0.536666666666667,0.181818181818182,0.44,0,0.8,0.151515151515152,0.00131278538813,0.001040582726327
0,1,0,0,1,0,0,1,0,0,0,0.035555555555556,0.431818181818182,0.96,0,0.8,0.545454545454545,0.0013698630137,0.004162330905307
0,1,0,0,1,0,0,1,0,0,1,0.091111111111111,0.545454545454546,0.88,0,0.8,0.666666666666667,0.0013698630137,0.005202913631634
0,1,0,0,1,0,0,1,0,0,1,0.412222222222222,0.704545454545455,0.56,1,0.8,0.333333333333333,0.0013698630137,0.005202913631634
1,0,0,0,1,0,1,0,0,0,0,0.123333333333333,0.613636363636364,0.84,1,0.8,0.272727272727273,0.008219178082193,0.000104058272633
1,0,0,0,1,0,1,0,0,0,0,0.154444444444444,0.613636363636364,0.8,0,0.3,0.393939393939394,0.008219178082193,0.000104058272633
1,0,0,0,1,0,1,0,0,0,0,0.155555555555556,0.636363636363636,0.8,1,0.3,0.272727272727273,0.008219178082193,0.000104058272633
1,0,0,0,1,0,1,0,0,0,0,0.227777777777778,0.659090909090909,0.72,0,0.8,0.484848484848485,0.008219178082193,0.000104058272633
1,0,0,0,1,0,1,0,0,0,0,0.311111111111111,0.681818181818182,0.64,1,0.8,0.333333333333333,0.008219178082193,0.000104058272633
1,0,0,0,1,0,1,0,0,0,0,0.311111111111111,0.681818181818182,0.64,1,0.8,0.333333333333333,0.008219178082193,0.000104058272633
0,0,0,0,1,0,1,0,0,0,0,0.116666666666667,0.477272727272727,0.84,1,0.8,0.666666666666667,0.008276255707763,0
1,0.043478260869565,0,0,1,0,1,0,0,0,0,0.123333333333333,0.613636363636364,0.84,1,0.8,0.272727272727273,0.008276255707763,0.000104058272633
1,0.043478260869565,0,0,1,0,1,0,0,0,0,0.155555555555556,0.636363636363636,0.8,1,0.3,0.272727272727273,0.008276255707763,0.000104058272633
0,0,0,0,1,0,1,0,0,0,0,0.411111111111111,0.681818181818182,0.56,0,0.8,0.333333333333333,0.008276255707763,0
1,0.043478260869565,0,0,1,0,1,0,0,0,0,0.943333333333333,0.840909090909091,0.08,0,0.8,0.393939393939394,0.008276255707763,0.000208116545265
0,0.043478260869565,0,0,1,0,0,0,1,0,0,0.095555555555556,0.636363636363636,0.88,1,0.8,0.424242424242424,0.008333333333336,0
0,0.043478260869565,0,0,1,0,0,0,1,0,0,0.311111111111111,0.681818181818182,0.64,1,0.8,0.333333333333333,0.008333333333336,0
0,0.043478260869565,0,0,1,0,0,0,1,0,0,0.777777777777778,0.340909090909091,0.24,0,0.8,0.515151515151515,0.008333333333336,0
1,0.130434782608696,0,0,1,0,1,0,0,0,0,0.015555555555556,0.454545454545455,1,0,0.8,0.636363636363636,0.008390410958906,0.000104058272633
0,0.086956521739131,0,0,1,0,0,0,1,0,0,0.512222222222222,0.704545454545455,0.48,0,0.3,0.333333333333333,0.008390410958906,0
1,0.130434782608696,0,0,1,0,1,0,0,0,0,0.56,0.659090909090909,0.44,0,0.8,0.151515151515152,0.008390410958906,0.000104058272633
1,0.130434782608696,0,0,1,0,1,0,0,0,0,0.755555555555556,0.75,0.28,0,0.3,0.060606060606061,0.008390410958906,0.000208116545265
0,0.086956521739131,0,0,1,0,0,0,1,0,0,0.763333333333333,0.909090909090909,0.28,0,0.8,0.454545454545455,0.008390410958906,0
1,0.130434782608696,0,0,1,0,1,0,0,0,0,0.798888888888889,0.772727272727273,0.24,1,0.1,0.090909090909091,0.008390410958906,0.000208116545265
0,0.130434782608696,0,0,1,0,0,0,1,0,0,0.254444444444444,0.409090909090909,0.68,0,0.8,0.575757575757576,0.008447488584476,0
0,0.130434782608696,0,0,1,0,0,0,1,0,0,0.383333333333333,0.113636363636364,0.56,0,0.1,0.090909090909091,0.008447488584476,0
0,0.173913043478261,0,0,1,0,1,0,0,0,0,0.174444444444444,0.318181818181818,0.76,0,0.3,0.636363636363636,0.008504566210046,0
1,0.217391304347826,0.333333333333333,0,1,0,1,0,0,0,0,0.227777777777778,0.659090909090909,0.72,0,0.8,0.484848484848485,0.008504566210046,0.000104058272633
0,0.173913043478261,0,0,1,0,1,0,0,0,0,0.456666666666667,0.590909090909091,0.52,0,0.3,0.151515151515152,0.008504566210046,0
0,0.173913043478261,0,0,1,0,1,0,0,0,0,0.738888888888889,0.409090909090909,0.28,0,0.6,0.060606060606061,0.008504566210046,0
1,0.260869565217391,0.333333333333333,0,1,0,1,0,0,0,0,0.085555555555556,0.431818181818182,0.88,1,0.8,0.606060606060606,0.008561643835616,0.000104058272633
1,0.260869565217391,0.333333333333333,0,1,0,1,0,0,0,0,0.118888888888889,0.522727272727273,0.84,1,0.8,0.727272727272727,0.008561643835616,0.000104058272633
0,0.217391304347826,0.333333333333333,0,1,0,1,0,0,0,0,0.172222222222222,0.272727272727273,0.76,1,0.3,0.181818181818182,0.008561643835616,0
1,0.260869565217391,0.333333333333333,0,1,0,1,0,0,0,0,0.455555555555556,0.568181818181818,0.52,0,0.3,0.151515151515152,0.008561643835616,0.000104058272633
1,0.260869565217391,0.333333333333333,0,1,0,1,0,0,0,0,0.455555555555556,0.568181818181818,0.52,0,0.3,0.151515151515152,0.008561643835616,0.000104058272633
0,0.217391304347826,0.333333333333333,0,1,0,1,0,0,0,0,0.603333333333333,0.522727272727273,0.4,0,0.3,0.303030303030303,0.008561643835616,0
0,0.217391304347826,0.333333333333333,0,1,0,1,0,0,0,0,0.748888888888889,0.613636363636364,0.28,0,0.8,0.545454545454545,0.008561643835616,0
0,0.260869565217391,0.333333333333333,0,1,0,1,0,0,0,0,0.08,0.318181818181818,0.88,1,0.3,0.484848484848485,0.00861872146119,0
0,0.260869565217391,0.333333333333333,0,1,0,1,0,0,0,0,0.117777777777778,0.5,0.84,1,0.8,0.848484848484848,0.00861872146119,0
1,0.304347826086957,0.333333333333333,0,1,0,1,0,0,0,0,0.227777777777778,0.659090909090909,0.72,0,0.8,0.484848484848485,0.00861872146119,0.000104058272633
1,0.304347826086957,0.333333333333333,0,1,0,1,0,0,0,0,0.567777777777778,0.818181818181818,0.44,0,0.8,0.393939393939394,0.00861872146119,0.000208116545265
1,0.304347826086957,0.333333333333333,0,1,0,1,0,0,0,0,0.57,0.863636363636364,0.44,0,0.8,0.454545454545455,0.00861872146119,0.000208116545265
0,0.260869565217391,0.333333333333333,0,1,0,1,0,0,0,0,0.802222222222222,0.840909090909091,0.24,0,0.1,0.212121212121212,0.00861872146119,0
1,0.347826086956522,0.333333333333333,0,1,0,1,0,0,0,0,0.123333333333333,0.613636363636364,0.84,1,0.8,0.272727272727273,0.00867579908676,0.000104058272633
0,0.304347826086957,0.333333333333333,0,1,0,1,0,0,0,0,0.313333333333333,0.727272727272727,0.64,0,0.8,0.303030303030303,0.00867579908676,0
0,0.304347826086957,0.333333333333333,0,1,0,1,0,0,0,0,0.358888888888889,0.636363636363636,0.6,0,0.8,0.515151515151515,0.00867579908676,0
1,0.347826086956522,0.333333333333333,0,1,0,1,0,0,0,0,0.562222222222222,0.704545454545455,0.44,0,0.8,0.424242424242424,0.00867579908676,0.000104058272633
1,0.347826086956522,0.333333333333333,0,1,0,1,0,0,0,0,0.565555555555556,0.772727272727273,0.44,0,0.8,0.393939393939394,0.00867579908676,0.000104058272633
0,0.304347826086957,0.333333333333333,0,1,0,1,0,0,0,0,0.745555555555556,0.545454545454546,0.28,0,0.8,0.515151515151515,0.00867579908676,0
1,0.347826086956522,0.333333333333333,0,1,0,1,0,0,0,0,0.912222222222222,0.840909090909091,0.12,1,0.8,0.333333333333333,0.00867579908676,0.000208116545265
1,0.391304347826087,0.333333333333333,0,1,0,1,0,0,0,0,0.013333333333333,0.409090909090909,1,0,0.8,0.757575757575758,0.00873287671233,0.000104058272633
0,0.347826086956522,0.333333333333333,0,1,0,1,0,0,0,0,0.077777777777778,0.272727272727273,0.88,0,0.6,0.060606060606061,0.00873287671233,0
0,0.347826086956522,0.333333333333333,0,1,0,1,0,0,0,0,0.081111111111111,0.340909090909091,0.88,1,0.8,0.787878787878788,0.00873287671233,0
0,0.347826086956522,0.333333333333333,0,1,0,1,0,0,0,0,0.082222222222222,0.363636363636364,0.88,1,0.3,0.545454545454545,0.00873287671233,0
1,0.391304347826087,0.333333333333333,0,1,0,1,0,0,0,0,0.12,0.545454545454546,0.84,1,0.8,0.696969696969697,0.00873287671233,0.000104058272633
0,0.391304347826087,0.333333333333333,0,1,0,1,0,0,0,0,0.06,0.454545454545455,0.92,0,0.8,0.606060606060606,0.0087899543379,0
0,0.391304347826087,0.333333333333333,0,1,0,1,0,0,0,0,0.077777777777778,0.272727272727273,0.88,0,0.6,0.060606060606061,0.0087899543379,0
1,0.434782608695652,0.666666666666667,0,1,0,1,0,0,0,0,0.257777777777778,0.477272727272727,0.68,0,0.8,0.666666666666667,0.0087899543379,0.000104058272633
1,0.434782608695652,0.666666666666667,0,1,0,1,0,0,0,0,0.27,0.727272727272727,0.68,0,0.8,0.393939393939394,0.0087899543379,0.000104058272633
0,0.391304347826087,0.333333333333333,0,1,0,1,0,0,0,0,0.746666666666667,0.568181818181818,0.28,0,0.8,0.424242424242424,0.0087899543379,0
1,0.434782608695652,0.666666666666667,0,1,0,1,0,0,0,0,0.798888888888889,0.772727272727273,0.24,1,0.1,0.090909090909091,0.0087899543379,0.000208116545265
1,0.478260869565217,0.666666666666667,0,1,1,0,0,0,0,0,0.015555555555556,0.454545454545455,1,0,0.8,0.636363636363636,0.008847031963473,0.000104058272633
1,0.478260869565217,0.666666666666667,0,1,1,0,0,0,0,0,0.016666666666667,0.477272727272727,1,0,0.8,0.484848484848485,0.008847031963473,0.000104058272633
1,0.478260869565217,0.666666666666667,0,1,1,0,0,0,0,0,0.064444444444445,0.545454545454546,0.92,0,0.8,0.666666666666667,0.008847031963473,0.000104058272633
1,0.478260869565217,0.666666666666667,0,1,1,0,0,0,0,0,0.141111111111111,0.340909090909091,0.8,0,0.3,0.545454545454545,0.008847031963473,0.000104058272633
